STAN,CZAS_POSIADANIA,KOD_OBSZARU,NR_TEL,PLAN_MIEDZY,POCZTA_G,L_WIAD_POCZTA_G,DZIEN_MIN,DZIEN_L_POL,DZIEN_OPLATA,WIECZOR_MIN,WIECZ_L_POL,WIECZ_OPLATA,NOC_MIN,NOC_L_POL,NOC_OPLATA,MIEDZY_MIN,MIEDZY_L_POL,MIEDZY_OPLATA,L_POL_BIURO,REZYGN
MT,54,408,418-6412,0,0,0,134.30,73,22.83,155.50,100,13.22,102.10,68,4.59,14.70,4,3.97,3,0
MO,20,415,353-2630,0,0,0,190.00,109,32.30,258.20,84,21.95,181.50,102,8.17,6.30,6,1.70,0,0
HI,49,510,410-7789,0,0,0,119.30,117,20.28,215.10,109,18.28,178.70,90,8.04,11.10,1,3.00,1,0
IL,142,415,416-8428,0,0,0,84.80,95,14.42,136.70,63,11.62,250.50,148,11.27,14.20,6,3.83,2,0
NH,75,510,370-3359,0,0,0,226.10,105,38.44,201.50,107,17.13,246.20,98,11.08,10.30,5,2.78,1,0
LA,172,408,383-1121,0,0,0,212.00,121,36.04,31.20,115,2.65,293.30,78,13.20,12.60,10,3.40,3,0
AZ,12,408,360-1596,0,0,0,249.60,118,42.43,252.40,119,21.45,280.20,90,12.61,11.80,3,3.19,1,1
OK,57,408,395-2854,0,1,25,176.80,94,30.06,195.00,75,16.58,213.50,116,9.61,8.30,4,2.24,0,0
GA,72,415,362-1407,0,1,37,220.00,80,37.40,217.30,102,18.47,152.80,71,6.88,14.70,6,3.97,3,0
AK,36,408,341-9764,0,1,30,146.30,128,24.87,162.50,80,13.81,129.30,109,5.82,14.50,6,3.92,0,0
MA,78,415,353-3305,0,0,0,130.80,64,22.24,223.70,116,19.01,227.80,108,10.25,10.00,5,2.70,1,0
AK,136,415,402-1381,1,1,33,203.90,106,34.66,187.60,99,15.95,101.70,107,4.58,10.50,6,2.84,3,0
NJ,149,408,332-9891,0,0,0,140.40,94,23.87,271.80,92,23.10,188.30,108,8.47,11.10,9,3.00,1,0
GA,98,408,372-9976,0,0,0,126.30,102,21.47,166.80,85,14.18,187.80,135,8.45,9.40,2,2.54,3,0
MD,135,408,383-6029,1,1,41,173.10,85,29.43,203.90,107,17.33,122.20,78,5.50,14.60,15,3.94,0,1
AR,34,510,353-7289,0,0,0,124.80,82,21.22,282.20,98,23.99,311.50,78,14.02,10.00,4,2.70,2,0
ID,160,415,390-7274,0,0,0,85.80,77,14.59,165.30,110,14.05,178.50,92,8.03,9.20,4,2.48,3,0
WI,64,510,352-1237,0,0,0,154.00,67,26.18,225.80,118,19.19,265.30,86,11.94,3.50,3,0.95,1,0
OR,59,408,353-3061,0,1,28,120.90,97,20.55,213.00,92,18.11,163.10,116,7.34,8.50,5,2.30,2,0
MI,65,415,363-5450,0,0,0,211.30,120,35.92,162.60,122,13.82,134.70,118,6.06,13.20,5,3.56,3,0
DE,142,408,364-1995,0,0,0,187.00,133,31.79,134.60,74,11.44,242.20,127,10.90,7.40,5,2.00,2,0
ID,119,415,398-1294,0,0,0,159.10,114,27.05,231.30,117,19.66,143.20,91,6.44,8.80,3,2.38,5,1
WY,97,415,405-7146,0,1,24,133.20,135,22.64,217.20,58,18.46,70.60,79,3.18,11.00,3,2.97,1,0
IA,52,408,413-4957,0,0,0,191.90,108,32.62,269.80,96,22.93,236.80,87,10.66,7.80,5,2.11,3,0
IN,60,408,420-5645,0,0,0,220.60,57,37.50,211.10,115,17.94,249.00,129,11.21,6.80,3,1.84,1,0
VA,10,408,349-4396,0,0,0,186.10,112,31.64,190.20,66,16.17,282.80,57,12.73,11.40,6,3.08,2,0
UT,96,415,404-3211,0,0,0,160.20,117,27.23,267.50,67,22.74,228.50,68,10.28,9.30,5,2.51,2,0
WY,87,415,353-3759,0,0,0,151.00,83,25.67,219.70,116,18.67,203.90,127,9.18,9.70,3,2.62,5,1
IN,81,408,363-5947,0,0,0,175.50,67,29.84,249.30,85,21.19,270.20,98,12.16,10.20,3,2.75,1,0
CO,141,415,340-5121,0,0,0,126.90,98,21.57,180.00,62,15.30,140.80,128,6.34,8.00,2,2.16,1,0
CO,121,408,370-7574,0,1,30,198.40,129,33.73,75.30,77,6.40,181.20,77,8.15,5.80,3,1.57,3,1
WI,68,415,403-9733,0,0,0,148.80,70,25.30,246.50,164,20.95,129.80,103,5.84,12.10,3,3.27,3,0
OK,125,408,355-7251,0,0,0,229.30,103,38.98,177.40,126,15.08,189.30,95,8.52,12.00,8,3.24,1,0
ID,174,408,359-5893,0,0,0,192.10,97,32.66,169.90,94,14.44,166.60,54,7.50,11.40,4,3.08,1,0
CA,116,415,405-3371,0,1,34,268.60,83,45.66,178.20,142,15.15,166.30,106,7.48,11.60,3,3.13,2,0
MN,74,510,344-5117,0,1,33,193.70,91,32.93,246.10,96,20.92,138.00,92,6.21,14.60,3,3.94,2,0
SD,149,408,332-8160,0,1,28,180.70,92,30.72,187.80,64,15.96,265.50,53,11.95,12.60,3,3.40,3,0
NC,38,408,359-4081,0,0,0,131.20,98,22.30,162.90,97,13.85,159.00,106,7.15,8.20,6,2.21,2,0
WA,40,415,352-8305,0,1,41,148.10,74,25.18,169.50,88,14.41,214.10,102,9.63,6.20,5,1.67,2,0
WY,43,415,329-9847,1,0,0,251.50,105,42.76,212.80,104,18.09,157.80,67,7.10,9.30,4,2.51,0,0
MN,113,408,365-9011,1,0,0,125.20,93,21.28,206.40,119,17.54,129.30,139,5.82,8.30,8,2.24,0,0
UT,126,408,338-9472,0,0,0,211.60,70,35.97,216.90,80,18.44,153.50,60,6.91,7.80,1,2.11,1,0
TX,150,510,374-8042,0,0,0,178.90,101,30.41,169.10,110,14.37,148.60,100,6.69,13.80,3,3.73,4,1
NJ,138,408,359-1231,0,0,0,241.80,93,41.11,170.50,83,14.49,295.30,104,13.29,11.80,7,3.19,3,0
MN,162,510,413-7170,0,1,46,224.90,97,38.23,188.20,84,16.00,254.60,61,11.46,12.10,2,3.27,0,0
NM,147,510,415-2935,0,0,0,248.60,83,42.26,148.90,85,12.66,172.50,109,7.76,8.00,4,2.16,3,0
NV,90,415,399-4246,0,0,0,203.40,146,34.58,226.70,117,19.27,152.40,105,6.86,7.30,4,1.97,1,0
HI,85,415,362-5889,0,0,0,235.80,109,40.09,157.20,94,13.36,188.20,99,8.47,12.00,3,3.24,0,0
MN,50,415,350-8921,0,0,0,157.10,90,26.71,223.30,72,18.98,181.40,111,8.16,6.10,2,1.65,1,0
DC,82,415,374-5353,0,0,0,300.30,109,51.05,181.00,100,15.39,270.10,73,12.15,11.70,4,3.16,0,1
NY,144,408,360-1171,0,0,0,61.60,117,10.47,77.10,85,6.55,173.00,99,7.79,8.20,7,2.21,4,1
MN,46,415,355-8887,0,0,0,214.10,72,36.40,164.40,104,13.97,177.50,113,7.99,8.20,3,2.21,2,0
MD,70,408,333-1967,0,0,0,170.20,98,28.93,155.20,102,13.19,228.60,76,10.29,15.00,2,4.05,1,0
WV,144,415,354-4577,0,0,0,201.10,99,34.19,303.50,74,25.80,224.00,119,10.08,13.20,2,3.56,1,0
OR,116,415,331-7425,1,0,0,215.40,104,36.62,204.80,79,17.41,278.50,109,12.53,12.60,5,3.40,3,0
CO,55,408,419-2637,0,1,25,165.60,123,28.15,136.10,95,11.57,175.70,90,7.91,11.00,2,2.97,3,0
GA,70,415,411-1530,0,1,24,249.50,101,42.42,259.70,98,22.07,222.70,68,10.02,9.80,4,2.65,1,0
TX,106,510,395-3026,0,0,0,210.60,96,35.80,249.20,85,21.18,191.40,88,8.61,12.40,1,3.35,2,1
VT,128,510,388-6441,0,1,29,179.30,104,30.48,225.90,86,19.20,323.00,78,14.54,8.60,7,2.32,0,0
IN,94,408,402-1251,0,0,0,157.90,105,26.84,155.00,101,13.18,189.60,84,8.53,8.00,5,2.16,4,1
WV,111,510,412-9997,0,0,0,214.30,118,36.43,208.50,76,17.72,182.40,98,8.21,12.00,2,3.24,1,0
KY,74,415,346-7302,0,1,35,154.10,104,26.20,123.40,84,10.49,202.10,57,9.09,10.90,9,2.94,2,0
NJ,128,415,358-9095,0,0,0,237.90,125,40.44,247.60,93,21.05,208.90,68,9.40,13.90,4,3.75,1,1
DC,82,510,400-9770,0,0,0,143.90,61,24.46,194.90,105,16.57,109.60,94,4.93,11.10,2,3.00,1,0
LA,155,415,334-1275,0,0,0,203.40,100,34.58,190.90,104,16.23,196.00,119,8.82,8.90,4,2.40,0,1
AR,80,415,340-4953,0,0,0,124.30,100,21.13,173.00,107,14.71,253.20,62,11.39,7.90,9,2.13,1,0
ME,78,415,400-9510,0,0,0,252.90,93,42.99,178.40,112,15.16,263.90,105,11.88,9.50,7,2.57,3,0
AZ,90,415,387-6103,0,0,0,179.10,71,30.45,190.60,81,16.20,127.70,91,5.75,10.60,7,2.86,3,0
AK,104,408,366-4467,0,0,0,278.40,106,47.33,81.00,113,6.89,163.20,137,7.34,9.80,5,2.65,1,0
MT,73,415,370-3450,0,0,0,160.10,110,27.22,213.30,72,18.13,174.10,72,7.83,13.00,4,3.51,0,0
AZ,99,415,327-3954,0,0,0,198.20,87,33.69,207.30,76,17.62,190.90,113,8.59,8.70,3,2.35,4,0
MS,120,408,355-6291,0,0,0,212.10,131,36.06,209.40,104,17.80,167.20,96,7.52,5.30,5,1.43,1,1
ID,77,415,362-9748,0,0,0,251.80,72,42.81,205.70,126,17.48,275.20,109,12.38,9.80,7,2.65,2,1
IA,98,510,379-6506,0,1,21,161.20,114,27.40,252.20,83,21.44,160.20,92,7.21,4.40,8,1.19,4,0
MA,108,415,347-7741,0,0,0,178.30,137,30.31,189.00,76,16.07,129.10,102,5.81,14.60,5,3.94,0,0
VT,135,415,354-3783,0,0,0,151.70,82,25.79,119.00,105,10.12,180.00,100,8.10,10.50,6,2.84,0,0
KY,95,408,401-7594,0,0,0,135.00,99,22.95,183.60,106,15.61,245.30,102,11.04,12.50,9,3.38,1,0
IN,122,408,397-4976,0,0,0,170.50,94,28.99,173.70,109,14.76,248.60,75,11.19,11.30,2,3.05,1,0
AZ,95,408,334-2577,0,0,0,238.10,65,40.48,187.20,98,15.91,190.00,115,8.55,11.80,4,3.19,4,0
MI,36,510,400-3637,0,1,29,281.40,102,47.84,202.20,76,17.19,187.20,113,8.42,9.00,6,2.43,2,0
NM,93,510,383-4361,0,1,21,117.90,131,20.04,164.50,115,13.98,217.00,86,9.76,9.80,3,2.65,1,0
CO,141,415,371-4306,0,1,32,148.60,91,25.26,131.10,97,11.14,219.40,142,9.87,10.10,1,2.73,1,0
UT,157,408,403-4298,0,0,0,229.80,90,39.07,147.90,121,12.57,241.40,108,10.86,9.60,7,2.59,3,0
MI,120,408,409-3786,0,0,0,165.00,100,28.05,317.20,83,26.96,119.20,86,5.36,8.30,8,2.24,1,0
MA,103,415,337-4697,0,0,0,185.00,117,31.45,223.30,94,18.98,222.80,91,10.03,12.60,2,3.40,2,0
AL,98,408,383-1509,0,0,0,161.00,117,27.37,190.90,113,16.23,227.70,113,10.25,12.10,4,3.27,4,0
DE,125,408,359-9794,0,0,0,126.70,108,21.54,206.00,90,17.51,247.80,114,11.15,13.30,7,3.59,1,0
AZ,63,415,407-7035,0,0,0,58.90,125,10.01,169.60,59,14.42,211.40,88,9.51,9.40,3,2.54,1,0
ME,36,510,363-1069,1,1,42,196.80,89,33.46,254.90,122,21.67,138.30,126,6.22,20.00,6,5.40,0,1
NJ,64,510,391-4652,0,0,0,162.60,83,27.64,152.30,109,12.95,57.50,122,2.59,14.20,3,3.83,1,0
NV,74,415,355-6837,0,0,0,282.50,114,48.03,219.90,48,18.69,170.00,115,7.65,9.40,4,2.54,1,1
MO,112,510,409-1244,0,1,36,113.70,117,19.33,157.50,82,13.39,177.60,118,7.99,10.00,3,2.70,2,0
ID,97,408,328-3266,0,0,0,239.80,125,40.77,214.80,111,18.26,143.30,81,6.45,8.70,5,2.35,2,0
NE,46,408,352-7072,0,0,0,210.20,92,35.73,227.30,77,19.32,200.10,116,9.00,13.10,7,3.54,1,0
TX,41,408,370-7550,0,1,22,213.80,102,36.35,141.80,86,12.05,142.20,123,6.40,7.20,3,1.94,0,0
MD,121,510,369-5526,0,0,0,190.70,103,32.42,183.50,117,15.60,220.80,103,9.94,9.80,4,2.65,3,0
MS,193,415,329-4391,0,0,0,170.90,124,29.05,132.30,95,11.25,112.90,89,5.08,11.60,3,3.13,1,0
NV,130,510,408-4195,0,0,0,154.20,119,26.21,110.20,98,9.37,227.40,117,10.23,9.20,5,2.48,2,0
AZ,85,408,354-4445,0,0,0,201.40,52,34.24,229.40,104,19.50,252.50,106,11.36,12.00,3,3.24,1,0
MS,162,415,335-4858,0,0,0,70.70,108,12.02,157.50,87,13.39,154.80,82,6.97,9.10,3,2.46,4,1
MS,61,510,414-8718,0,1,27,187.50,124,31.88,146.60,103,12.46,225.70,129,10.16,6.40,6,1.73,4,1
TX,92,408,409-5939,0,0,0,91.70,90,15.59,193.70,123,16.46,175.00,86,7.88,9.20,4,2.48,2,0
NE,131,408,331-4902,0,1,36,214.20,115,36.41,161.70,117,13.74,264.70,102,11.91,9.50,4,2.57,3,0
NE,90,415,353-6870,0,0,0,145.50,92,24.74,217.70,114,18.50,146.90,123,6.61,10.90,2,2.94,3,0
CA,75,408,355-2909,0,0,0,166.30,125,28.27,158.20,86,13.45,256.70,80,11.55,6.10,5,1.65,1,0
NJ,78,415,390-6101,0,0,0,231.00,115,39.27,230.40,140,19.58,261.40,120,11.76,9.50,3,2.57,1,0
TX,82,408,400-3446,0,0,0,200.30,96,34.05,201.20,102,17.10,206.10,60,9.27,7.10,1,1.92,4,0
AR,163,408,411-5859,0,0,0,197.00,109,33.49,202.60,128,17.22,206.40,80,9.29,9.10,10,2.46,1,0
AL,91,510,387-2919,1,0,0,129.90,112,22.08,173.30,83,14.73,247.20,130,11.12,11.20,3,3.02,3,0
NY,75,415,374-8525,0,1,21,175.80,97,29.89,217.50,106,18.49,237.50,134,10.69,5.30,4,1.43,5,0
FL,91,510,379-5592,0,0,0,203.10,106,34.53,210.10,113,17.86,195.60,129,8.80,12.00,3,3.24,3,0
AK,127,510,345-8237,0,1,36,183.20,117,31.14,126.80,76,10.78,263.30,71,11.85,11.20,8,3.02,1,0
NV,113,415,422-6690,0,1,23,205.00,101,34.85,152.00,60,12.92,158.60,59,7.14,10.20,5,2.75,2,0
DE,110,510,346-2359,0,0,0,148.50,115,25.25,276.40,84,23.49,193.60,112,8.71,12.40,3,3.35,1,0
MD,120,415,374-3534,0,1,39,200.30,68,34.05,220.40,97,18.73,253.80,116,11.42,10.50,4,2.84,0,0
MI,157,415,381-4756,0,1,28,192.60,107,32.74,195.50,74,16.62,109.70,139,4.94,6.80,5,1.84,3,0
VT,103,510,390-2805,0,0,0,246.50,47,41.91,195.50,84,16.62,200.50,96,9.02,11.70,4,3.16,1,0
VT,117,408,390-2390,1,0,0,167.10,86,28.41,177.50,87,15.09,249.40,132,11.22,14.10,7,3.81,2,1
MI,140,415,419-9097,0,0,0,231.90,101,39.42,160.10,94,13.61,110.40,98,4.97,14.30,6,3.86,3,0
WA,127,408,386-7281,0,0,0,146.70,91,24.94,203.50,78,17.30,203.40,110,9.15,13.70,3,3.70,1,0
UT,83,408,380-3561,1,0,0,271.50,87,46.16,216.30,126,18.39,121.10,105,5.45,11.70,4,3.16,1,0
LA,121,408,390-8760,0,0,0,181.50,121,30.86,218.40,98,18.56,161.60,103,7.27,8.50,5,2.30,1,0
RI,145,408,366-6730,0,1,43,257.70,97,43.81,162.10,95,13.78,286.90,86,12.91,11.10,4,3.00,2,0
IA,113,408,395-5285,0,0,0,193.80,99,32.95,221.40,125,18.82,172.30,67,7.75,10.60,6,2.86,1,0
NE,117,415,354-3436,0,0,0,102.80,119,17.48,206.70,91,17.57,299.00,105,13.46,10.10,7,2.73,1,0
OH,65,408,336-7600,0,0,0,187.90,116,31.94,157.60,117,13.40,227.30,86,10.23,7.50,6,2.03,1,0
RI,56,415,383-6293,0,0,0,226.00,112,38.42,248.50,118,21.12,140.50,142,6.32,6.90,11,1.86,1,0
OK,96,415,362-4596,0,0,0,260.40,115,44.27,146.00,46,12.41,269.50,87,12.13,11.50,4,3.11,5,0
LA,151,408,401-3926,0,0,0,178.70,116,30.38,292.10,138,24.83,265.90,101,11.97,9.80,4,2.65,0,0
OH,83,415,370-9116,0,0,0,337.40,120,57.36,227.40,116,19.33,153.90,114,6.93,15.80,7,4.27,0,1
VA,139,510,328-6289,0,1,23,157.60,129,26.79,247.00,96,21.00,259.20,112,11.66,13.70,2,3.70,0,0
MO,6,510,350-9994,0,0,0,183.60,117,31.21,256.70,72,21.82,178.60,79,8.04,10.20,2,2.75,1,0
FL,115,510,351-4616,0,1,24,142.10,124,24.16,183.40,129,15.59,164.80,114,7.42,9.60,4,2.59,1,0
SC,87,415,360-5779,0,0,0,136.30,97,23.17,172.20,108,14.64,137.50,101,6.19,7.10,5,1.92,0,0
VA,141,415,417-4885,0,0,0,217.10,110,36.91,241.50,111,20.53,253.50,103,11.41,12.00,6,3.24,0,0
IA,141,510,406-4710,0,1,36,187.50,99,31.88,241.40,116,20.52,229.50,105,10.33,10.50,5,2.84,3,0
MI,62,415,409-8743,0,0,0,98.90,103,16.81,135.40,122,11.51,236.60,82,10.65,12.20,1,3.29,1,0
OK,146,415,335-4584,0,0,0,206.30,151,35.07,148.60,89,12.63,167.20,91,7.52,6.10,3,1.65,1,0
DE,92,415,361-9845,0,1,33,243.10,92,41.33,213.80,92,18.17,228.70,104,10.29,12.10,2,3.27,2,0
GA,185,510,366-5699,0,1,31,189.80,126,32.27,163.30,133,13.88,264.80,126,11.92,7.50,3,2.03,1,0
DC,148,415,329-9364,0,0,0,202.00,102,34.34,243.20,128,20.67,261.30,90,11.76,10.90,3,2.94,1,0
AZ,94,408,390-7434,0,1,38,170.10,124,28.92,193.30,116,16.43,105.90,73,4.77,12.80,4,3.46,1,0
AL,32,510,404-9680,0,0,0,230.90,87,39.25,187.40,90,15.93,154.00,53,6.93,6.30,2,1.70,0,0
CO,68,408,338-9398,0,0,0,237.10,105,40.31,223.50,105,19.00,97.40,79,4.38,13.20,2,3.56,1,0
NH,64,408,394-2445,0,1,27,182.10,91,30.96,169.70,98,14.42,164.70,86,7.41,10.60,5,2.86,2,0
NM,25,415,381-2709,0,0,0,119.30,87,20.28,211.50,101,17.98,268.90,86,12.10,10.50,4,2.84,3,0
OR,65,415,397-5060,0,0,0,116.80,87,19.86,178.90,93,15.21,182.40,150,8.21,14.10,2,3.81,1,0
LA,179,408,415-2393,0,0,0,219.20,92,37.26,149.40,125,12.70,244.70,104,11.01,6.10,5,1.65,0,0
NE,94,415,377-1765,0,0,0,252.60,104,42.94,169.00,125,14.37,170.90,106,7.69,11.10,7,3.00,2,0
MN,62,415,409-2111,0,0,0,147.10,91,25.01,190.40,107,16.18,195.20,115,8.78,12.20,3,3.29,0,0
MI,127,415,401-3170,0,0,0,202.10,103,34.36,229.40,86,19.50,195.20,113,8.78,11.50,3,3.11,2,0
AR,116,408,405-5681,0,0,0,173.50,93,29.50,194.10,76,16.50,208.00,112,9.36,16.20,10,4.37,3,0
KS,70,408,411-4582,0,0,0,232.10,122,39.46,292.30,112,24.85,201.20,112,9.05,0.00,0,0.00,3,0
WV,94,510,355-5009,1,1,23,197.10,125,33.51,214.50,136,18.23,282.20,103,12.70,9.50,5,2.57,4,0
AK,126,415,372-3750,0,0,0,58.20,94,9.89,138.70,118,11.79,136.80,91,6.16,11.90,1,3.21,5,1
NY,67,408,405-2888,0,1,36,115.60,111,19.65,237.70,94,20.20,169.90,103,7.65,9.90,12,2.67,2,0
NH,19,408,361-3337,0,0,0,186.10,98,31.64,254.30,57,21.62,214.00,127,9.63,14.60,7,3.94,2,0
VA,170,510,350-1639,1,0,0,259.90,68,44.18,245.00,122,20.83,134.40,121,6.05,8.40,3,2.27,3,0
NM,73,415,333-3221,0,0,0,214.30,145,36.43,268.50,135,22.82,241.20,92,10.85,10.80,13,2.92,1,0
NY,106,408,422-1471,0,0,0,158.70,74,26.98,64.30,139,5.47,198.50,103,8.93,10.20,4,2.75,1,0
AZ,93,415,399-7865,0,0,0,271.60,71,46.17,229.40,108,19.50,77.30,121,3.48,10.90,3,2.94,2,0
WY,164,510,373-4819,0,0,0,160.60,111,27.30,163.20,126,13.87,187.10,112,8.42,9.00,3,2.43,1,0
WA,51,408,338-6981,0,0,0,232.40,109,39.51,187.40,95,15.93,231.20,107,10.40,9.10,3,2.46,1,0
CO,107,415,418-4365,0,0,0,133.80,85,22.75,180.50,94,15.34,112.20,115,5.05,8.90,4,2.40,0,0
TX,130,415,359-5461,0,0,0,176.90,109,30.07,90.70,104,7.71,238.00,69,10.71,9.50,2,2.57,1,0
KY,80,408,375-3586,0,0,0,209.90,74,35.68,195.10,77,16.58,208.20,119,9.37,8.80,4,2.38,2,0
MT,94,415,407-8376,0,0,0,137.50,118,23.38,203.20,88,17.27,150.00,131,6.75,13.40,2,3.62,0,0
OK,118,408,408-6496,0,1,23,289.50,52,49.22,166.60,111,14.16,119.10,88,5.36,9.50,4,2.57,1,0
MD,117,415,385-7688,0,1,23,198.10,86,33.68,177.00,86,15.05,180.50,92,8.12,6.80,6,1.84,1,0
TN,78,415,332-6934,0,0,0,149.70,119,25.45,182.20,115,15.49,261.50,126,11.77,9.70,8,2.62,0,0
TX,208,510,378-3625,0,0,0,326.50,67,55.51,176.30,113,14.99,181.70,102,8.18,10.70,6,2.89,2,1
ME,131,510,353-7292,1,1,26,292.90,101,49.79,199.70,97,16.97,255.30,127,11.49,13.80,7,3.73,4,1
DC,63,408,399-6786,0,0,0,83.00,64,14.11,177.00,106,15.05,245.70,89,11.06,13.00,3,3.51,0,0
MN,53,415,358-3261,0,1,24,145.70,146,24.77,220.50,136,18.74,249.90,96,11.25,13.10,5,3.54,3,0
DE,62,408,377-9932,0,0,0,182.30,101,30.99,328.20,93,27.90,245.00,131,11.03,11.20,1,3.02,2,0
MD,97,415,397-4030,0,0,0,218.00,86,37.06,184.00,94,15.64,240.50,110,10.82,6.40,8,1.73,3,0
MI,105,510,367-1062,0,0,0,140.60,109,23.90,178.60,51,15.18,217.00,83,9.76,6.80,3,1.84,2,0
WA,157,415,341-8467,0,0,0,152.70,105,25.96,257.50,80,21.89,198.10,93,8.91,9.40,4,2.54,1,0
MO,66,415,339-9453,0,1,36,106.70,76,18.14,209.80,77,17.83,190.40,117,8.57,12.10,2,3.27,1,0
IN,122,415,344-3388,0,0,0,243.80,98,41.45,83.90,72,7.13,179.80,84,8.09,13.70,8,3.70,2,0
OR,38,415,375-8013,0,0,0,194.40,94,33.05,186.70,95,15.87,223.30,90,10.05,10.80,5,2.92,3,0
MD,106,510,408-4142,0,0,0,213.90,95,36.36,151.90,70,12.91,260.10,124,11.70,12.20,5,3.29,3,0
RI,99,510,386-3671,0,0,0,217.20,112,36.92,246.70,89,20.97,226.10,89,10.17,15.80,7,4.27,3,0
LA,99,415,411-2284,0,0,0,241.10,72,40.99,155.60,98,13.23,188.20,109,8.47,11.60,10,3.13,1,0
AZ,144,510,346-7795,1,0,0,203.50,100,34.60,247.60,103,21.05,194.30,94,8.74,11.90,11,3.21,0,0
PA,82,415,333-5609,0,1,24,155.20,131,26.38,244.50,106,20.78,122.40,68,5.51,10.70,3,2.89,1,0
AZ,86,408,405-1842,0,1,31,167.60,139,28.49,113.00,118,9.61,246.90,121,11.11,12.20,6,3.29,1,0
FL,70,510,366-6345,1,0,0,226.70,98,38.54,228.10,115,19.39,73.20,93,3.29,17.60,4,4.75,2,1
LA,93,415,337-9345,0,0,0,179.30,93,30.48,178.60,98,15.18,225.20,131,10.13,11.50,6,3.11,3,0
FL,93,415,328-6770,0,0,0,151.40,89,25.74,186.40,76,15.84,172.50,120,7.76,10.90,3,2.94,0,0
FL,120,415,380-7321,0,0,0,180.00,80,30.60,224.20,82,19.06,265.40,91,11.94,4.70,7,1.27,3,0
