STAN|CZAS_POSIADANIA|KOD_OBSZARU|NR_TEL|PLAN_MIEDZY|POCZTA_G|L_WIAD_POCZTA_G|DZIEN_MIN|DZIEN_L_POL|DZIEN_OPLATA|WIECZOR_MIN|WIECZ_L_POL|WIECZ_OPLATA|NOC_MIN|NOC_L_POL|NOC_OPLATA|MIEDZY_MIN|MIEDZY_L_POL|MIEDZY_OPLATA|L_POL_BIURO|REZYGN
|||396-5800|0.0||||||239.7|||-5220.0|13300.0||10.6|400.0|||0
CO|||393-7984||||62.4||||121.0|361.0|20960.0||||6.0|||1
|-3250.0|9.0|358-1958|0.0|0.0|0.0|183.0||777.75|3645.0000000000005|99.0|6.2|-4545.0|78.0|8.18||19.0|||0
|5550.0||350-2565|||-0.0||||137.3||||||192.5||||0
9|132.0|9.0|343-4696||9.0|0.0|||||1800.0|20.84|||||||-0.0|0
9||415.0|331-3698|||0.0||7600.0|2113.0|6927.500000000001||||115.0|282.0|-387.5|||3.0|0
WY||408.0|357-3817|9.0|9.0|3900.0|213.0||36.21|||||||237.5|150.0|||0
|||418-6412|0.0|||134.3|||15550.0||||||14.7||||0
9|20.0||353-2630|9.0|0.0||4750.0|5450.0||25820.0||21.95||||||1.7|-0.0|0
||9.0|410-7789|9.0|0.0|0.0||117.0||10755.0|||||8.04|||||0
|7100.0||416-8428|9.0|9.0|0.0|||||||250.5|||710.0||||0
|75.0|510.0|370-3359||||5652.5||1922.0||2675.0||6155.0||||||25.0|0
9|||383-1121||||212.0|12100.0|||11500.0|-66.25|29330.0|7800.0|-330.0|-315.0|-250.0||75.0|0
|12.0||360-1596|0.0|9.0|0.0|6240.0|||||21.45|||12.61|590.0|150.0|||1
|2850.0||395-2854|||||||195.0|75.0||21350.0||480.5||4.0|||0
GA||415.0|362-1407|||37.0|||935.0||||7640.000000000001||||300.0|||0
|||341-9764||9.0|30.0||128.0|||8000.0||129.3|||||||0
|||353-3305||9.0|0.0||||5592.5|2900.0||-5695.0||10.25||5.0||1.0|0
AK||9.0|402-1381||||||34.66||-2475.0|797.5|||4.58|||||0
|3725.0|408.0|332-9891|||0.0|140.4|||||||108.0|8.47|-277.5|900.0|75.0||0
|||372-9976||9.0||126.3||536.75|||-354.5||6750.0||||||0
||9.0|383-6029|1.0|||-4327.5|85.0|-735.75||-2675.0||122.2||||||0.0|1
9|||353-7289||9.0||||2122.0||4900.0||15575.0|-1950.0||1000.0|4.0|2.7|2.0|0
||415.0|390-7274||0.0|0.0|-2145.0||14.59|8265.0|110.0||178.5|||919.9999999999999|||150.0|0
9|64.0||352-1237|0.0||0.0|15400.0|3350.0||||959.5000000000001|13265.0|||||||0
9|||353-3061|||||||||905.5|8155.0||183.5|8.5||-57.49999999999999||0
|||363-5450|9.0||0.0|5282.5|6000.0|1796.0||122.0|13.82|||6.06||500.0|||0
DE|||364-1995|0.0|0.0||||||||12110.0|127.0|1090.0||||2.0|0
9|2975.0||398-1294||9.0|0.0|15910.0||27.05||117.0|-491.5|7159.999999999999|||8.8||2.38||1
WY||9.0|405-7146||||133.2|-3375.0||||||79.0||||||0
||9.0|413-4957|||||10800.0|||96.0||11840.0||||5.0|2.11||0
||9.0|420-5645|||||||-5277.5|11500.0||249.0||11.21|||92.0||0
|10.0||349-4396|9.0||0.0|||||||7070.0||||-150.0||2.0|0
|||404-3211|||0.0|||680.75|26750.0|||228.5||257.0||||200.0|0
||9.0|353-3759||||-3775.0||25.67||2900.0||||918.0|969.9999999999999|3.0|||1
|4050.0|408.0|363-5947||9.0|0.0||3350.0||24930.0|||||12.16||3.0|2.75||0
||415.0|340-5121||0.0|0.0||||||15.3|14080.000000000002|128.0||-200.0||2.16|1.0|0
9|-3025.0||370-7574|0.0|9.0|3000.0|||33.73|75.3|-1925.0|320.0|||815.0|5.8||78.5||1
WI|||403-9733|||||3500.0|1265.0||||6490.000000000001||||300.0|||0
|125.0||355-7251|||0.0|229.3||38.98||||||||8.0|3.24||0
|||359-5893||0.0|||||169.9||||||||3.08|25.0|0
CA|||405-3371|9.0|||||||142.0|15.15|-4157.5||748.0||3.0|||0
|74.0||344-5117||9.0|||4550.0||246.1|||||||150.0|||0
9|149.0|9.0|332-8160||||180.7||||||||11.95||150.0|3.4|300.0|0
||408.0|359-4081|||0.0||4900.0||4072.5||||2650.0||||||0
|||352-8305||9.0||||2518.0||-2200.0||||||125.0|-41.75|50.0|0
WY|43.0||329-9847|||0.0|25150.0|||||904.5|||710.0|||62.74999999999999|0.0|0
||9.0|365-9011|9.0|||125.2||532.0||119.0|||||-207.50000000000003|8.0||0.0|0
||408.0|338-9472||0.0|-0.0||||||922.0000000000001|-3837.5||||1.0||25.0|0
TX|150.0|9.0|374-8042||9.0|||||||14.37|-3715.0||||300.0|||1
NJ|138.0||359-1231||||-6045.0|9300.0|||4150.0||29530.0|||||||0
||9.0|413-7170|0.0|9.0||5622.5||||84.0||254.6|||||327.0||0
|147.0|9.0|415-2935||||||||||||7.76|||||0
NV|||399-4246||0.0|||||5667.5||-481.75|152.4|-2625.0||-182.5||||0
HI|85.0||362-5889||9.0|0.0|-5895.0|10900.0|||94.0||18820.0|9900.0||||3.24|0.0|0
||415.0|350-8921||9.0|-0.0|-3927.5||||1800.0|||11100.0|||||50.0|0
||9.0|374-5353|9.0|||||||5000.0||270.1|-1825.0|||4.0|316.0|0.0|1
|||360-1171|||||117.0|10.47|77.1||655.0||99.0|389.5|||221.0|4.0|1
MN|||355-8887|9.0||0.0|||910.0|4110.0|10400.0|||113.0||||2.21|2.0|0
|||333-1967||||8510.0|||||329.75||1900.0|257.25|1500.0||4.05||0
|144.0||354-4577||9.0|0.0||9900.0||303.5|-1850.0||||||||100.0|0
|116.0||331-7425|||0.0||||10240.0|1975.0|||||||||0
||9.0|419-2637||9.0|625.0||3075.0||136.1||-289.25|-4392.5|||11.0|50.0||150.0|0
|3500.0||411-1530||1.0|||101.0|||||222.7|68.0|-250.5||4.0|2.65|100.0|0
9|2650.0||395-3026||||-5265.0|-2400.0||-6230.0|||9570.0|88.0|215.25|310.0||335.0||1
VT||9.0|388-6441|||||10400.0|1524.0||2150.0|||||8.6|175.0|||0
IN||9.0|402-1251||0.0|||105.0|671.0|155.0||659.0||||||2.16||1
WV|2775.0||412-9997||9.0|0.0||||||17.72|182.4|4900.0||600.0||-81.0||0
|||346-7302||1.0|35.0||-2600.0|-655.0|6170.0||10.49||2850.0|||900.0|147.0||0
|||358-9095|0.0||-0.0||-3125.0|40.44||||||9.4|||||1
|||400-9770||0.0|0.0|7195.0|||194.9||828.5|10960.0|-2350.0||11.1||||0
|3875.0|9.0|334-1275|||||||9545.0|2600.0||9800.0||||||-0.0|1
|||340-4953|||0.0|||21.13|17300.0|2675.0|1471.0|12660.0|-1550.0|569.5||225.0|2.13||0
9||415.0|400-9510||9.0|0.0|252.9||||||13194.999999999998|||9.5|7.0||-75.0|0
|||387-6103|||||||9530.0|81.0|-405.0|3192.5||5.75||7.0|||0
|||366-4467|9.0|9.0|0.0||-2650.0|||113.0|||-3425.0|||5.0|-66.25|-25.0|0
|73.0||370-3450||||4002.5||680.5|||1813.0|174.1|3600.0||13.0||87.75|0.0|0
|-2475.0|9.0|327-3954|0.0|9.0||198.2||||||||8.59|869.9999999999999|3.0|2.35||0
9|||355-6291|9.0||||||||17.8|16720.0|-2400.0||132.5|||25.0|1
|||362-9748||9.0||||1070.25||126.0|-437.0||-2725.0|||||50.0|1
|98.0|510.0|379-6506|0.0||||11400.0|2740.0|12610.0|-2075.0||160.2|92.0|721.0||800.0|29.75||0
|2700.0||347-7741||0.0|||137.0||-4725.0|7600.0|16.07||102.0|||5.0|3.94|0.0|0
||415.0|354-3783|9.0||||2050.0|||10500.0||18000.0||||6.0|71.0|0.0|0
|||401-7594|0.0|9.0|0.0|||||106.0|15.61|||||9.0|||0
9|||397-4976|||0.0|4262.5||28.99||||||11.19|-282.5|||25.0|0
AZ||9.0|334-2577|0.0|||||40.48||2450.0||190.0||8.55|||||0
||510.0|400-3637||1.0||14069.999999999998|102.0|4784.0||||||||-150.0|||0
|93.0|510.0|383-4361|0.0||21.0|117.9|||164.5|11500.0||||488.0|490.00000000000006||2.65|1.0|0
||415.0|371-4306||||148.6|||||11.14||3550.0|246.74999999999997|505.0|||1.0|0
|||403-4298|0.0|9.0|0.0||4500.0|||3025.0||241.4|-2700.0|10.86|9.6||||0
9||9.0|409-3786||0.0||||28.05||-2075.0|||8600.0||-207.50000000000003||||0
|-2575.0||337-4697|0.0||-0.0||||||949.0|||||2.0|||0
||9.0|383-1509|||||11700.0|||||22770.0||10.25||4.0|3.27||0
|||359-9794|9.0|9.0||||||90.0||12390.0|||332.5||||0
|1575.0||407-7035|9.0||||12500.0|10.01|||-360.5||||||63.5||0
ME|36.0||363-1069||9.0||||3346.0||12200.0|21.67|||155.5|||270.0||1
9|-1600.0||391-4652|||||83.0|27.64||-2725.0|||||710.0|-75.0|95.75|1.0|0
||415.0|355-6837|||||5700.0|2401.5|219.9|2400.0|467.25000000000006|||191.25|||2.54||1
MO|-2800.0||409-1244||9.0|36.0|||||-2050.0|13.39|177.6|118.0||1000.0|75.0|||0
||9.0|328-3266||9.0||5995.0|125.0|4077.0000000000005|||18.26|||645.0|8.7||117.5||0
||9.0|352-7072||||-5255.0|92.0|35.73|5682.5|||||||175.0|||0
|41.0||370-7550|9.0|||||||86.0||142.2|||7.2|||0.0|0
9|||369-5526|||0.0|19070.0|-2575.0|810.5|||||10300.0|497.0|-245.00000000000003||||0
9|||329-4391||||170.9|3100.0||6615.000000000001|-2375.0|11.25|11290.0|2225.0||11.6||78.25||0
|||408-4195|9.0|0.0|||||||9.37||2925.0|511.5||5.0|||0
|||354-4445||9.0||201.4|-1300.0||||1950.0|||1136.0||300.0|||0
MS|||335-4858|||0.0||||||||||9.1|3.0|||1
||9.0|414-8718||1.0||||||2575.0|||3225.0|||||4.0|1
|||409-5939|9.0|||91.7||||||||788.0|9.2|4.0|||0
9||9.0|331-4902||9.0|36.0||115.0|||117.0||-6617.5||||||75.0|0
9|||353-6870||9.0|0.0||-2300.0||||||||||||0
|75.0||355-2909|9.0|9.0|0.0||||158.2||672.5||80.0||-152.5|-125.0|82.5|1.0|0
9|||390-6101|0.0|0.0||231.0||-981.7500000000001||140.0||261.4|||9.5|300.0|64.25||0
|82.0|408.0|400-3446||9.0||||||||206.1||||1.0|192.0|200.0|0
AR|||411-5859||0.0|0.0||||5065.0||-430.5||||-227.5|||25.0|0
|||387-2919|||||112.0||-4332.5|83.0||247.2|130.0|||||-75.0|0
|-1875.0||374-8525|0.0|9.0|||||||||||5.3||||0
FL|9100.0|9.0|379-5592|||||5300.0|1726.5|||17.86||||||-81.0|3.0|0
|12700.0||345-8237|||36.0||2925.0|||76.0||||-296.25|280.0||||0
|||422-6690|9.0|9.0|1150.0|205.0|101.0||152.0|||-3965.0|-1475.0|||125.0|2.75||0
|||346-2359|9.0|||-3712.5||25.25||-2100.0|||||620.0||||0
|||374-3534||1.0||||||97.0|1873.0|||||400.0|||0
|||381-4756|||28.0|||818.5|||16.62|109.7|13900.0||||||0
9|||390-2805|0.0||0.0||1175.0||9775.0||||96.0|9.02||4.0|||0
|||390-2390|||0.0|167.1|||8875.0|||||||-175.0|||1
|140.0||419-9097|||||5050.0||-4002.5|9400.0|680.5|||497.0|14.3|||-75.0|0
|127.0||386-7281||||7334.999999999999|||20350.0||||110.0||685.0|||50.0|0
|2075.0||380-3561|||||8700.0||||18.39||2625.0|5.45||||50.0|0
9|12100.0||390-8760|||||||218.4|98.0|1855.9999999999998|||-181.75||250.0|57.49999999999999||0
RI|||366-6730|9.0|||12885.0|2425.0|43.81|||13.78||||277.5|||50.0|0
IA|||395-5285|0.0||0.0||-2475.0|||3125.0|||67.0||10.6||-71.5||0
9|||354-3436|9.0|0.0|0.0|||||91.0|||||||2.73|25.0|0
9||9.0|336-7600||0.0|0.0|187.9||31.94|157.6|||-5682.5||||600.0|50.74999999999999|-25.0|0
||9.0|383-6293|||0.0|||-960.5||2950.0|||142.0|||11.0||100.0|0
||415.0|362-4596||||260.4||4427.0|146.0||12.41|26950.0|||-287.5|||125.0|0
||408.0|401-3926|||||||||-620.75||10100.0||9.8|-100.0|||0
9||9.0|370-9116||9.0|-0.0|33740.0||||2900.0|19.33|7695.0|||790.0|-175.0|-106.74999999999999||1
|-3475.0||328-6289|9.0|1.0||||2679.0||96.0|-525.0|259.2|112.0||1370.0|||0.0|0
MO|6.0||350-9994|0.0||0.0|183.6||||72.0|||||10.2|2.0||-25.0|0
9||9.0|351-4616||9.0||142.1||24.16||129.0||4120.0|||9.6|400.0|||0
SC|||360-5779||9.0||||23.17||5400.0||6875.0|||||||0
|||417-4885||0.0|||11000.0||12075.0|||253.5|||12.0|-150.0|||0
|||406-4710||1.0||9375.0|||6035.0|||||-258.25||125.0|||0
9||415.0|409-8743|||||||6770.0|||||10.65|12.2|||50.0|0
|||335-4584|||0.0||151.0|35.07|-3715.0|4450.0|-315.75|||7.52||||100.0|0
||9.0|361-9845|9.0|9.0|-825.0|||||92.0||||||50.0||100.0|0
GA|9250.0||366-5699|9.0|9.0|3100.0|||32.27||6650.0||264.8|||187.5|||-25.0|0
DC|-3700.0||329-9364||||||||128.0|||-2250.0|||||50.0|0
|94.0|9.0|390-7434|9.0||38.0|170.1|||-4832.5||821.5|||4.77||-100.0|||0
|||404-9680|||0.0|23090.0|87.0|||4500.0||3850.0||6.93||2.0|85.0|0.0|0
9||408.0|338-9398|||0.0|237.1||40.31|||19.0|4870.0|3950.0|||2.0||1.0|0
||408.0|394-2445|9.0|9.0|1350.0|||||||16470.0|8600.0|||250.0|||0
|25.0|9.0|381-2709|0.0||||2175.0||-5287.5|2525.0|17.98|13444.999999999998||||4.0||150.0|0
OR|-1625.0||397-5060|||0.0||4350.0||||||||1410.0||||0
|||415-2393|9.0|0.0|||92.0|||||244.7||-275.25||5.0||0.0|0
|||377-1765|9.0|0.0|||10400.0||16900.0||||||277.5|||2.0|0
|||409-2111||9.0||14710.0|91.0|||107.0||-4880.0|11500.0|||||-0.0|0
|127.0||401-3170|9.0||0.0|20210.0|5150.0|-859.0||2150.0|19.5||||1150.0||||0
||9.0|405-5681|0.0|0.0|||||||16.5|208.0||9.36|16.2||-109.25|3.0|0
||9.0|411-4582|||0.0|-5802.5|12200.0|1973.0|||621.25|201.2|-2800.0|||0.0||75.0|0
|94.0||355-5009||1.0||||||136.0|||||475.0||||0
|126.0||372-3750|9.0|||2910.0|94.0|-247.25|3467.4999999999995|11800.0|294.75|6840.000000000001|-2275.0|154.0||||5.0|1
||408.0|405-2888|||||||237.7||20.2|4247.5||||12.0||-50.0|0
||408.0|361-3337|0.0|0.0|0.0|4652.5||3164.0||||||9.63||350.0|||0
||510.0|350-1639|||||1700.0||245.0||20.83|134.4||6.05|-210.0||-56.75||0
|||333-3221|9.0|0.0||||||135.0|||-2300.0|||||50.0|0
|||422-1471|||-0.0|||2698.0|||||||509.99999999999994||2.75||0
|4650.0||399-7865|9.0|||-6790.000000000001|71.0||5735.0||19.5|||87.0|||294.0||0
|16400.0||373-4819||0.0|0.0|||2730.0|||||-2800.0|210.5|||121.50000000000001||0
||408.0|338-6981|0.0||0.0|232.4|5450.0||||796.5|5780.0|||||246.0|1.0|0
|||418-4365|9.0|||13380.000000000002||1137.5||9400.0|||-2875.0||||||0
|||359-5461||||17690.0|||90.7|||||||||50.0|0
|||375-3586|||0.0|209.9|3700.0|1784.0|195.1|7700.0||-5205.0|119.0||8.8||238.0||0
||9.0|407-8376|9.0||0.0|3437.5|-2950.0||10160.0||1727.0|||||2.0|||0
|118.0|9.0|408-6496||||-7237.5|||4165.0|||||-134.0||400.0||25.0|0
|11700.0|9.0|385-7688|||575.0||8600.0||||||2300.0||680.0||||0
|||332-6934|||0.0|||||||13075.0|3150.0|294.25|242.49999999999997||||0
TX|5200.0||378-3625|9.0||0.0||67.0|55.51|4407.5|113.0|||102.0|8.18|1070.0|-150.0||200.0|1
|||353-7292|9.0|9.0|26.0||101.0|49.79|||||3175.0|1149.0||7.0|3.73|100.0|1
DC|63.0|408.0|399-6786|0.0||||1600.0|705.5|17700.0|-2650.0||||276.5||150.0||0.0|0
|2650.0|9.0|358-3261|0.0||||146.0||-5512.5|||6247.5||||||-75.0|0
|62.0|408.0|377-9932|||0.0||||||||||||||0
|||397-4030|9.0|||-5450.0||37.06|-4600.0||||11000.0||320.0|||150.0|0
||510.0|367-1062||||||||5100.0|||2075.0|||3.0||-50.0|0
|3925.0||341-8467||9.0||||1298.0|||-547.25||||9.4||254.0|25.0|0
MO||415.0|339-9453||1.0|1800.0||76.0|||77.0|17.83||||-302.5||3.27||0
9||9.0|344-3388|0.0|0.0||6095.0|||-2097.5||7.13|179.8|84.0|8.09||200.0|||0
OR|||375-8013|||||4700.0|||2375.0|15.87|||502.50000000000006|10.8|||150.0|0
|||408-4142|9.0|||213.9|4750.0|36.36||7000.0|12.91||||305.0|||300.0|0
|||386-3671|||0.0||||246.7|2225.0|||2225.0||||-106.74999999999999||0
|-2475.0||411-2284||||||||-2450.0||||847.0000000000001|||||0
|||346-7795|||||||24760.0|||194.3|-2350.0|8.74|||160.5||0
||415.0|333-5609|9.0||24.0||13100.0|||2650.0|1039.0||||10.7|3.0|||0
|||405-1842||||4190.0|||5650.0||9.61|||1111.0|||||0
||9.0|366-6345|1.0|9.0||-5667.5||38.54|||484.75|1830.0||82.25|17.6|4.0|||1
|9300.0|415.0|337-9345|||0.0|-4482.5|||||759.0||13100.0|506.50000000000006|1150.0|||-75.0|0
9|2325.0||328-6770|||0.0||-2225.0|25.74|18640.0||1584.0|-4312.5||||||0.0|0
|||380-7321|9.0|0.0||-4500.0|80.0|765.0|11210.0|8200.0||265.4|91.0|11.94|4.7|350.0|1.27|150.0|0
9||9.0|375-1476||||||-1063.25|26710.000000000004||22.7|151.0||||50.0|||1
|106.0|9.0|356-1567|9.0||-0.0||121.0|3790.9999999999995||||9435.0||||600.0|192.0||0
|81.0|9.0|422-6685|0.0|||183.6|116.0||||324.25||2475.0|9.55|12.2||||0
||9.0|336-1090|9.0|1.0||||||||||551.0|10.2||||0
MS|||343-2095||0.0|0.0|3402.5|2800.0|23.14|||2320.0||2600.0||440.00000000000006||||0
9|||345-3934||9.0|0.0|149.3||25.38|||20.59||||||-60.0|100.0|0
||408.0|338-8050||||65.4||||||236.0||265.5||1.0|3.73||0
||9.0|388-9568|9.0||-0.0|-5335.0|-2775.0|36.28|234.5|94.0|19.93|-6252.5|123.0|1125.0|135.0||||0
|||402-6591|9.0||||85.0||||20.8|5537.5|||||||0
IA|||403-6419||||186.2|78.0|-791.25|4740.0|-2075.0||||3.44|||259.0|-50.0|0
|104.0||386-9790||1.0|||6800.0||||||||-332.5|3.0|||0
|||378-5692|0.0||550.0|9830.0|||15660.0||1331.0||||||160.5|0.0|0
9|||360-3324|||||10900.0||6470.0||||||262.5||||1
|||410-3719|1.0||||110.0||||||4600.0|8.89|550.0|150.0|||0
OK|100.0|9.0|352-4221||9.0||||1726.5||126.0|18.45|||407.0|-337.5|2.0|||0
|||327-6179||9.0|-0.0||4850.0|||||3857.5000000000005|113.0||||||0
|2300.0||359-6196||||173.1|-3500.0||||2043.0||117.0|||125.0|||0
9||510.0|374-9107||9.0|0.0||2650.0|||2450.0|449.0|193.6|||||275.0||1
9|||357-4078|0.0||40.0|||||128.0|10.1||||900.0|9.0||2.0|0
IL|||366-5780|9.0|0.0|||5850.0||||-426.75||-2525.0||9.8||||0
WY|||393-9619||9.0||8360.0|||||10.28|5665.0|||10.7||72.25|0.0|0
9||415.0|355-9295|||0.0|9610.0||32.67||2900.0||||6.29|940.0||63.5||0
|||400-5751|9.0|||5505.0|89.0|1871.5|||375.5||||||-87.0||0
|13700.0||338-1027|||0.0||||||-285.0|||10.04|-307.5|2.0||-50.0|1
IN|900.0|415.0|405-8867|0.0|||||2154.0||||6895.0|||420.0|2.0|||0
9|2125.0|9.0|336-5616||||22500.0||38.25||6300.0|||2750.0||355.0||||0
9|-2700.0|408.0|335-1697|0.0|9.0||4962.5|4950.0|||||8872.5|75.0||||||1
||408.0|331-5138|9.0|9.0||110.3|107.0|||-2325.0||10115.0||227.5|950.0||||0
||9.0|385-8240||9.0||60.0|5100.0|10.2|||8.69||5300.0|294.5|||||0
||510.0|348-1359|9.0|||5370.0|2350.0|||-1450.0||||||500.0|||0
9|||354-7339|9.0|9.0|0.0||||||||||-229.99999999999997|2.0|124.0|-100.0|0
9|-2975.0||349-1687|9.0|||||2618.0||3425.0||5710.0|||||||0
OR|3300.0||380-2558||1.0||157.4|99.0||||10.02||79.0||347.5|11.0||4.0|1
|||365-2153|0.0|0.0|||||||365.5|9590.0||431.50000000000006|720.0|||4.0|0
|||345-6043|0.0||0.0|||879.75|||19.8|172.4||194.0||8.0|||0
9|||349-2808|0.0|9.0|41.0||10100.0||5750.0||||||||||0
|4850.0||411-1715|9.0|0.0||||||||-4457.5|||10.9|75.0|||0
|2650.0|408.0|385-2488||9.0|32.0|16590.0|3150.0|1410.0|216.5|9300.0||||-194.75|||3.81|4.0|0
DC||9.0|377-7177|||0.0|||1178.0|8615.0|||5790.0|4600.0|10.42||3.0|66.25||0
|11400.0|9.0|342-1099|||||2950.0|360.0||8600.0||-4835.0||||8.0|392.0||0
9|||386-4170||0.0|0.0||11100.0||||||80.0|9.98|||-70.25||1
|-1475.0|9.0|413-1269|9.0||-0.0|||||123.0|2000.0|169.4|8000.0||||2.35||0
|||396-4460|||25.0|164.9|||209.3|105.0|17.79||2750.0|||||-25.0|0
9|-3775.0||334-2730||||||1143.5|143.1|-2800.0||22390.0|61.0||15.4|1.0||25.0|0
||9.0|340-3182||9.0||||||10800.0|||4800.0||11.5||||0
SC|||377-8608|||0.0|||||73.0||24100.0|136.0||12.5|100.0||50.0|0
9|||417-3676|||||||||1654.0|14650.0|-2125.0|||||2.0|0
WV||510.0|417-6774||||206.2||1752.4999999999998|6500.0|||||||||1.0|0
|||411-9554||9.0|||||||16.41|232.4||||||400.0|0
9|||420-3192|||0.0|||||78.0|14.49|263.9||594.0|||||0
|6400.0|9.0|389-1475||1.0||||||101.0||7370.0|||-112.5||||0
MA|5900.0||343-7734|9.0|0.0||4000.0|123.0|27.2|17540.0||372.75|9240.0|2475.0||||||0
9|2525.0|9.0|410-3390||9.0|0.0|||-877.9999999999999|224.9||19.12|24990.0|10000.0||||||0
|11700.0|9.0|344-6495|0.0|||134.7||22.9|||765.0|20090.0|-2600.0||||||0
9|||331-6229|0.0|9.0||214.4|1950.0||||||107.0|-231.99999999999997||13.0|||0
||9.0|337-7501|||-0.0|192.8|||||||2525.0||1300.0||||0
9||408.0|339-9631||9.0|2800.0|-3777.5||||79.0|827.9999999999999||114.0|-269.0|||2.7|25.0|0
WA|2075.0||369-4384|||0.0|221.4|-2575.0|37.64|231.8|||6125.0|||||2.65||0
||9.0|416-3915|||0.0|21890.0||||||||457.5|11.1||||0
|||339-3049||9.0||9490.0|9600.0|32.27|6170.0||10.49|21420.0||||100.0||100.0|1
|||361-7998|0.0|9.0|-625.0|||||10500.0||254.2|59.0||||2.94|100.0|0
||9.0|355-4842|1.0||0.0|204.4|||219.1|||||10.02|||284.0|150.0|0
|||387-6440|||0.0|||1464.5|||739.5|9410.0||||||50.0|0
|-2025.0|415.0|369-2625|9.0||0.0||9300.0|||||193.3|||260.0||||0
|48.0|415.0|389-7073||1.0|||5750.0|||||3602.5|||||329.0|25.0|0
|86.0||370-8463|9.0||1400.0||74.0|||10000.0|24.51||||||||0
|||362-7318||||||||109.0|||56.0|||125.0||75.0|0
SD|||412-1194||9.0||3687.5||2508.0|||14.93|||||150.0|210.5|100.0|0
|6850.0|510.0|355-9508||||206.4|||||10.88|||8.75|||119.0|100.0|0
||9.0|352-8202|9.0||-0.0|-5147.5||3500.0|||||2100.0|652.5|14.5|4.0|3.92|2.0|0
||9.0|335-5882||||207.6|4400.0|35.29||||12760.0||574.0||125.0|3.81||0
OK||510.0|352-6976|9.0||0.0||||13044.999999999998|2850.0|2218.0|||1404.0|-132.5||35.75|1.0|1
9|||393-6733||1.0||-5765.0|121.0||||932.4999999999999||||||2.16||0
|||335-1838|||0.0||||6455.0|80.0|274.25|125.1|3100.0|||150.0|||0
|||355-6930|0.0||0.0|||1505.5||-2800.0|||5400.0|6.6||200.0|||0
|9600.0||387-5860|9.0|1.0||172.7|-2325.0|-734.0|120.1|116.0||10805.0|8600.0|243.00000000000003||125.0|2.78||1
||510.0|343-2605|0.0||18.0||4300.0|29.36|3335.0||11.34|12975.0|70.0|11.68||150.0|2.65||0
9|-4150.0||350-6759|9.0|9.0||204.2||34.71|4497.5||||-2725.0|||500.0|||0
DC||415.0|371-1514||||||1457.0||3350.0||142.4|||10.1||273.0||0
AR||415.0|346-9317||||3940.0||26.79|9215.0|5800.0||||1082.0|595.0|||0.0|0
|113.0|9.0|398-4313||||||||-2925.0|||9100.0|9.32||9.0||100.0|0
MN|||412-4399|9.0|||4537.5||||8800.0||||||5.0|1.78|50.0|0
|||330-1835||9.0|0.0|||||81.0||||||4.0||-50.0|0
FL|||416-1676||||266.6||1133.0||168.0|22.51||5950.0|||||1.0|1
9|||329-7347|0.0|||||||68.0|2979.0|||-334.25|||3.02|0.0|1
