STAN|CZAS_POSIADANIA|KOD_OBSZARU|NR_TEL|PLAN_MIEDZY|POCZTA_G|L_WIAD_POCZTA_G|DZIEN_MIN|DZIEN_L_POL|DZIEN_OPLATA|WIECZOR_MIN|WIECZ_L_POL|WIECZ_OPLATA|NOC_MIN|NOC_L_POL|NOC_OPLATA|MIEDZY_MIN|MIEDZY_L_POL|MIEDZY_OPLATA|L_POL_BIURO|REZYGN
9|36.0|408.0|341-9764|0.0|1.0|30.0|146.3|128.0|24.87|162.5|8000.0|13.81|129.3|109.0|145.5|14.5||-98.0||0
MA|78.0|415.0|353-3305|0.0|9.0||130.8|||223.7|116.0|1901.0000000000002|227.8|108.0|10.25|10.0|5.0||1.0|0
AK|136.0|415.0|402-1381|||825.0|5097.5|106.0|34.66|4690.0|99.0|797.5|101.7|107.0||10.5|6.0|2.84|300.0|0
NJ|14900.0|408.0|332-9891||9.0|0.0|140.4|94.0|23.87|271.8|92.0|23.1|188.3|108.0|-211.75000000000003|11.1|9.0|||0
GA|98.0|9.0|372-9976|0.0||0.0||102.0|536.75|||14.18|187.8|135.0||9.4|2.0|2.54||0
MD|13500.0|9.0|383-6029|1.0|1.0|41.0||2125.0|29.43|5097.5|||3055.0|78.0|5.5|14.6||3.94|0.0|1
AR||510.0|353-7289||0.0|0.0|6240.0||21.22|282.2||23.99|311.5|||10.0|4.0|2.7|2.0|0
ID|160.0|415.0|390-7274||0.0|0.0|||14.59|-4132.5|110.0||178.5|4600.0|8.03|9.2|4.0|2.48|75.0|0
||510.0|352-1237|9.0|9.0||7700.0|67.0|26.18|225.8|118.0||265.3||597.0|3.5|||1.0|0
OR|59.0|408.0|353-3061|0.0|1.0|28.0|||513.75|213.0||1811.0|163.1|-2900.0|7.34||5.0|2.3|100.0|0
MI||9.0|363-5450|0.0|0.0|0.0|211.3|120.0|35.92|162.6|122.0|13.82|134.7||6.06|13.2|5.0|3.56|3.0|0
9|14200.0|408.0|364-1995|9.0|0.0||187.0|133.0|1589.5|134.6|||242.2||10.9|7.4|5.0|2.0|2.0|0
9|5950.0|415.0|398-1294|0.0|0.0||159.1||27.05||117.0|19.66|143.2|91.0|6.44||3.0|2.38|5.0|1
WY||415.0|405-7146|9.0|1.0|24.0|133.2|6750.0|22.64|217.2|58.0|18.46||79.0|159.0|275.0||||0
IA|-1300.0|408.0|413-4957|0.0||0.0|191.9|10800.0|32.62|269.8||-573.25||87.0||7.8|5.0|-52.75|3.0|0
|60.0||420-5645||9.0|0.0||57.0|1875.0|211.1|115.0||249.0|129.0|11.21|6.8|3.0|1.84|1.0|0
9|10.0|408.0|349-4396|0.0|0.0|0.0||11200.0|31.64|||16.17|282.8||12.73|11.4||308.0|-50.0|0
UT|-2400.0|9.0|404-3211|0.0|0.0||16019.999999999998|117.0|27.23||67.0|||68.0|10.28|9.3|5.0|62.74999999999999|2.0|0
WY|2175.0|415.0|353-3759||0.0|0.0|151.0||25.67|219.7||18.67|20390.0|127.0|9.18|9.7|150.0|65.5||1
IN|||363-5947|0.0|0.0||-4387.5||-746.0|249.3|85.0|21.19|270.2|98.0|12.16||3.0|68.75||0
CO|141.0|9.0|340-5121|9.0|9.0|0.0|126.9|98.0|-539.25|180.0|62.0|15.3|-3520.0000000000005|||8.0|100.0|2.16||0
CO|121.0|9.0|370-7574|0.0|1.0|30.0|198.4|129.0|3372.9999999999995|75.3|3850.0|6.4||-1925.0|8.15||3.0||3.0|1
WI|68.0|415.0|403-9733|0.0|0.0|-0.0|14880.000000000002|70.0|25.3||164.0||129.8|103.0|5.84|12.1|3.0|3.27|150.0|0
9|125.0|408.0|355-7251|0.0|0.0|0.0||103.0|38.98|177.4|126.0||189.3|95.0|8.52|12.0|-200.0|3.24|1.0|0
9|174.0|408.0|359-5893|0.0|0.0|0.0|19210.0|97.0|-816.4999999999999||94.0|14.44|166.6|54.0||11.4|4.0|3.08|50.0|0
CA|116.0|415.0|405-3371|9.0||34.0|268.6|83.0|45.66|17820.0||15.15|166.3||7.48|11.6|150.0|3.13|2.0|0
MN|74.0|510.0|344-5117||1.0|33.0|19370.0|||246.1|96.0|20.92|138.0|92.0|6.21|14.6|3.0|3.94|2.0|0
|7450.0||332-8160|0.0|1.0|28.0|180.7|4600.0|-768.0|187.8||15.96||||12.6||3.4|3.0|0
9||408.0|359-4081|9.0|0.0|0.0||98.0|22.3|162.9|97.0||159.0|106.0||8.2||2.21|2.0|0
|40.0||352-8305|0.0|1.0|41.0|148.1|74.0|25.18|169.5||14.41|214.1||9.63|6.2|5.0|1.67|2.0|0
|43.0|9.0|329-9847|1.0|0.0|0.0|251.5|10500.0|42.76|212.8|104.0|-452.25|||-177.5|9.3|400.0|2.51|0.0|0
|113.0||365-9011||0.0||12520.0|9300.0|21.28|206.4|||129.3||5.82|8.3|200.0|56.00000000000001|-0.0|0
9|126.0|408.0|338-9472|0.0|0.0|0.0|211.6||35.97|10845.0|4000.0|18.44|153.5|60.0|||100.0|2.11|1.0|0
9|150.0|9.0|374-8042|0.0|0.0|0.0|178.9|2525.0|30.41||110.0|14.37||100.0||13.8|150.0|93.25|400.0|1
NJ||408.0|359-1231||9.0|-0.0|241.8||41.11||83.0||295.3|104.0|13.29|11.8|7.0|79.75|3.0|0
|||413-7170|0.0|1.0|4600.0|224.9|97.0|38.23|188.2|84.0|16.0|254.6|61.0|11.46|12.1|200.0|3.27|0.0|0
NM||9.0|415-2935|0.0|0.0|0.0|248.6|2075.0|42.26||85.0|12.66||109.0|7.76|8.0|200.0|2.16|3.0|0
NV|90.0|415.0|399-4246|0.0||0.0|203.4|146.0|1729.0|22670.0|11700.0||152.4|105.0|6.86|||1.97|100.0|0
HI|85.0|9.0|362-5889|0.0|0.0|0.0|5895.0|109.0|40.09||94.0|1336.0|188.2|-2475.0|8.47|12.0|-75.0|3.24|0.0|0
MN|50.0||350-8921||0.0|0.0|157.1|90.0|26.71||72.0|-474.5|181.4|111.0|8.16|6.1||82.5|1.0|0
DC|82.0|415.0|374-5353|0.0||0.0|30030.0||51.05|181.0|10000.0|15.39|270.1|73.0||11.7|4.0|3.16|0.0|1
|144.0||360-1171|0.0||0.0|61.6||10.47||8500.0|6.55||-2475.0|7.79|8.2|7.0|2.21|400.0|1
MN|46.0|415.0|355-8887|0.0|0.0|0.0||72.0|36.4||104.0|13.97|177.5|113.0|7.99|8.2|300.0|-55.25|2.0|0
MD|70.0|408.0|333-1967|0.0|0.0||170.2|98.0|28.93||102.0|13.19||76.0|257.25|15.0|2.0|4.05||0
9||415.0|354-4577|0.0|0.0|0.0|201.1|99.0|34.19|303.5|74.0|25.8||11900.0|10.08|13.2|2.0|3.56|1.0|0
9|116.0|415.0|331-7425|1.0|0.0|0.0||104.0|36.62|204.8|79.0|17.41||109.0||1260.0|5.0|3.4||0
9|55.0|9.0|419-2637|0.0|9.0|25.0|165.6|123.0|28.15|136.1|95.0|11.57|175.7|-2250.0|-197.75|1100.0|2.0|2.97|3.0|0
9||9.0|411-1530|0.0|1.0|24.0|249.5||1060.5||98.0|22.07|222.7|68.0||9.8|4.0|2.65|1.0|0
TX||510.0|395-3026||9.0|0.0||-2400.0|3579.9999999999995|6230.0|85.0|21.18||-2200.0||12.4|1.0|3.35|2.0|1
|12800.0|510.0|388-6441|0.0|1.0|-725.0|179.3|104.0|30.48||86.0|19.2|16150.0||14.54||7.0|2.32|0.0|0
IN|94.0|408.0|402-1251|0.0|0.0||157.9|105.0|26.84||-2525.0|13.18|||8.53|8.0|5.0|2.16|4.0|1
WV|2775.0|510.0|412-9997|9.0||0.0|5357.5|118.0|36.43|208.5|76.0|17.72|9120.0||8.21|12.0||324.0|1.0|0
9||415.0|346-7302|9.0|1.0|||104.0|26.2|12340.0|84.0|||57.0|9.09|10.9|9.0||2.0|0
|128.0||358-9095||0.0|0.0|237.9||1011.0|12380.0||526.25|208.9|6800.0|9.4|13.9|4.0|187.5|1.0|1
DC|82.0||400-9770|9.0|9.0|0.0|7195.0||24.46|194.9|2625.0||109.6|-2350.0|4.93|277.5|2.0|3.0|1.0|0
LA||415.0|334-1275|0.0|0.0|0.0||100.0|34.58||104.0|16.23|196.0|119.0|-220.5|8.9|4.0|2.4|0.0|1
||415.0|340-4953|0.0|9.0||124.3|100.0|21.13|173.0|107.0|14.71|12660.0|62.0|11.39|7.9|9.0|-53.25|1.0|0
ME|78.0||400-9510|0.0|0.0|0.0|252.9|93.0|42.99|178.4|112.0|15.16|26389.999999999996||594.0|9.5|7.0||3.0|0
AZ|90.0|415.0|387-6103|0.0||0.0|179.1|||190.6|81.0|16.2|127.7|91.0|5.75|10.6|700.0||3.0|0
AK|104.0|408.0|366-4467|0.0|||13919.999999999998|106.0|47.33|81.0|113.0|6.89|163.2|6850.0||980.0000000000001||2.65|1.0|0
MT|73.0|415.0|370-3450|9.0|0.0|-0.0|16010.0|110.0|27.22|21330.0|72.0|18.13|174.1|72.0|7.83||4.0|3.51|0.0|0
AZ|99.0|415.0|327-3954|0.0|0.0|0.0|9910.0||33.69|207.3|76.0|881.0|190.9|113.0|859.0|||2.35|4.0|0
9|120.0||355-6291|0.0|0.0|0.0|212.1||901.5|209.4|||167.2||-188.0|5.3|-125.0|1.43|1.0|1
ID|77.0|415.0|362-9748|0.0|0.0||251.8|72.0|42.81|205.7|126.0|17.48|275.2||12.38|||2.65|2.0|1
|98.0|510.0|379-6506|9.0|1.0|525.0|161.2|114.0||252.2|83.0||160.2|92.0|7.21|220.00000000000003||1.19|4.0|0
MA|108.0||347-7741|0.0|0.0|0.0||137.0||189.0|76.0|401.75|129.1|102.0|5.81||5.0|3.94||0
VT|135.0|415.0|354-3783|0.0|0.0|0.0|15169.999999999998|82.0||119.0|105.0||180.0|2500.0||10.5|6.0|2.84||0
9||408.0|401-7594|0.0|0.0|0.0|6750.0|99.0||-4590.0|106.0|15.61|6132.5|-2550.0|11.04|312.5||3.38|1.0|0
IN||408.0|397-4976|0.0|9.0|0.0|170.5|94.0|-724.75|-4342.5|109.0|||75.0|11.19||2.0|76.25|1.0|0
AZ||9.0|334-2577|0.0||0.0||65.0|4047.9999999999995|187.2|98.0|15.91|-4750.0|||11.8|4.0|79.75|4.0|0
MI|36.0|510.0|400-3637|0.0||1450.0|28139.999999999996|102.0||202.2|3800.0||187.2|113.0|8.42|9.0|6.0|243.00000000000003||0
NM|93.0|510.0|383-4361|0.0||21.0|117.9|131.0|20.04|4112.5|||217.0|||245.00000000000003|3.0|2.65|1.0|0
CO|-3525.0|9.0|371-4306|0.0|9.0|32.0|148.6|91.0|1263.0|131.1|4850.0|11.14|5485.0|142.0|9.87||1.0|136.5|25.0|0
UT|157.0|9.0|403-4298|9.0||0.0||90.0|39.07|147.9|121.0|12.57|241.4|-2700.0||9.6||259.0|3.0|0
|120.0|408.0|409-3786|0.0|0.0||165.0|100.0|-701.25|||26.96|119.2|86.0|5.36|8.3|8.0|2.24||0
MA|103.0|415.0|337-4697|9.0|0.0|0.0|185.0|||223.3|94.0|18.98|222.8|91.0||12.6|2.0||2.0|0
AL|98.0|9.0|383-1509|0.0|0.0||161.0|117.0|27.37|190.9|113.0|16.23|227.7|113.0|10.25|12.1|200.0||4.0|0
DE|125.0|408.0|359-9794|9.0|0.0|0.0|126.7|108.0|21.54|10300.0|90.0||247.8|114.0|11.15|332.5|350.0|3.59|1.0|0
AZ|63.0||407-7035|0.0|0.0||58.9|125.0|1001.0|169.6|59.0|14.42|211.4|88.0|9.51|9.4|3.0|2.54|1.0|0
ME||510.0|363-1069|||42.0|||33.46|254.9|6100.0||138.3|126.0|6.22||6.0|5.4|0.0|1
NJ|64.0|9.0|391-4652|0.0||-0.0||83.0|1382.0||109.0|12.95|57.5|6100.0|2.59|14.2|300.0|3.83|-25.0|0
NV|74.0|415.0|355-6837|0.0|0.0|0.0|282.5|114.0|48.03|219.9|48.0|18.69|4250.0|115.0|7.65|9.4|4.0|2.54|1.0|1
|112.0|9.0|409-1244||1.0|36.0|113.7||19.33|157.5|82.0|13.39|177.6||7.99||75.0|2.7||0
ID|97.0|408.0|328-3266|9.0|0.0|0.0|239.8|125.0|||111.0||143.3|81.0|6.45|-217.49999999999997|5.0|2.35||0
NE|4600.0|408.0|352-7072||9.0|0.0|210.2|92.0||227.3|-1925.0||||225.0|13.1|7.0|3.54|1.0|0
TX||9.0|370-7550|||22.0|213.8|102.0|36.35|141.8||12.05|142.2|123.0|6.4|7.2|75.0||0.0|0
|121.0|9.0|369-5526|0.0|9.0|0.0|190.7|103.0|32.42|183.5||15.6|5520.0|||245.00000000000003|4.0|66.25|3.0|0
|193.0|415.0|329-4391|0.0|0.0||170.9||29.05|132.3|95.0|11.25||89.0||11.6|150.0|3.13|1.0|0
|130.0|510.0|408-4195|9.0|||154.2||26.21|110.2|||||10.23|9.2|5.0||2.0|0
AZ|2125.0|408.0|354-4445|0.0|0.0|0.0|201.4|52.0|34.24|229.4|104.0||-6312.5|106.0||12.0|3.0|3.24|1.0|0
MS|162.0|9.0|335-4858|0.0|0.0|0.0|70.7|108.0|12.02|-3937.5|8700.0|13.39|154.8||6.97|||61.5|400.0|1
MS||510.0|414-8718|9.0|9.0|27.0|187.5|124.0|31.88|146.6|103.0|12.46|225.7|129.0|508.0|6.4|-150.0|1.73||1
9|92.0|9.0|409-5939|0.0|0.0|-0.0|91.7|90.0||193.7|123.0|16.46|175.0|86.0|7.88|9.2|4.0|2.48|-50.0|0
||408.0|331-4902|0.0|1.0||10710.0|||161.7|117.0|13.74||102.0|11.91|9.5|4.0|64.25||0
|||353-6870|0.0|9.0|-0.0|145.5||2474.0|217.7||18.5|146.9|123.0|6.61|10.9|2.0|2.94|3.0|0
CA|75.0|408.0|355-2909||0.0|0.0|166.3|125.0|28.27|158.2||13.45|256.7|80.0|11.55|6.1|125.0||1.0|0
NJ|78.0|415.0|390-6101|||0.0|23100.0||39.27|11520.0||19.58||120.0|11.76|9.5|3.0|||0
9|2050.0||400-3446|0.0|0.0||||34.05|201.2|102.0||206.1|60.0|9.27|7.1||192.0|4.0|0
AR|-4075.0|9.0|411-5859|9.0||0.0|197.0|109.0|33.49|202.6||17.22|206.4|80.0|9.29|910.0|10.0||1.0|0
AL||510.0|387-2919|1.0|||3247.5||552.0||83.0|14.73|247.2|130.0|11.12||3.0|3.02|3.0|0
NY||415.0|374-8525|0.0||21.0||97.0|29.89||106.0|18.49|237.5|134.0|10.69||200.0||5.0|0
FL|91.0|9.0|379-5592||0.0|0.0|203.1|106.0||210.1|113.0|17.86||-3225.0|8.8||300.0|3.24|-75.0|0
AK|12700.0|9.0|345-8237|0.0|1.0|36.0|183.2|117.0|1557.0|-3170.0||10.78||71.0|11.85|11.2|800.0|3.02|1.0|0
9||415.0|422-6690|9.0|1.0|23.0|-5125.0|101.0||152.0|60.0|12.92|158.6||-178.5|10.2|5.0|2.75|2.0|0
DE|110.0|510.0|346-2359|9.0|0.0|0.0||115.0|25.25|276.4|84.0|2349.0||112.0|8.71|12.4||3.35|1.0|0
|120.0|415.0|374-3534||1.0|39.0|200.3|68.0|34.05|220.4|||253.8|-2900.0|1142.0|10.5||2.84|0.0|0
MI|||381-4756|||28.0|192.6|107.0|32.74|195.5|74.0||109.7||4.94|6.8|5.0|46.0|3.0|0
VT|103.0|510.0|390-2805||0.0|0.0|24650.0|||195.5||16.62|200.5|96.0||11.7|4.0|3.16||0
VT|117.0|408.0|390-2390|1.0|0.0||167.1||28.41|4437.5||15.09|249.4||11.22||7.0|3.81|-50.0|1
MI|140.0|415.0|419-9097|0.0|0.0|0.0|231.9|101.0||160.1||13.61|110.4|98.0|497.0|14.3|6.0|3.86|3.0|0
9||408.0|386-7281||0.0|0.0|146.7||24.94|10175.0|78.0|432.5|203.4||9.15|1370.0|3.0|3.7|1.0|0
UT||408.0|380-3561|9.0|0.0||271.5|87.0|46.16|216.3|126.0|18.39|12110.0|5250.0|5.45|11.7||3.16|-25.0|0
||9.0|390-8760|0.0|0.0|0.0|181.5|121.0|30.86|218.4|98.0|18.56||103.0|181.75|425.0|5.0|2.3|25.0|0
RI|14500.0|408.0|366-6730||1.0||12885.0||43.81|162.1|-2375.0|13.78|286.9|86.0|||4.0|3.0|2.0|0
9||408.0|395-5285|9.0|0.0||193.8|99.0|32.95|221.4|125.0|470.5|172.3||7.75|1060.0|6.0|2.86|1.0|0
NE|11700.0|415.0|354-3436||0.0|0.0|102.8||||91.0|439.25|7475.0|105.0|13.46||7.0|2.73|1.0|0
OH|65.0||336-7600||0.0|0.0||116.0|3194.0|157.6||670.0|227.3|86.0|10.23|187.5|-150.0|2.03|1.0|0
9|56.0||383-6293|0.0|||226.0|11200.0|3842.0||118.0|21.12|140.5|142.0||6.9|11.0|1.86|1.0|0
OK|96.0|415.0|362-4596|0.0|0.0|0.0|||44.27|146.0||1241.0|269.5|87.0|12.13|11.5|-100.0|77.75|125.0|0
9|151.0|408.0|401-3926|0.0|0.0|0.0|178.7|116.0|-759.5|292.1|3450.0||-6647.499999999999|101.0|299.25|245.00000000000003|||0.0|0
|83.0|415.0|370-9116|9.0||0.0|337.4|120.0|57.36|227.4|116.0||-3847.5|114.0|346.5||7.0||0.0|1
VA|6950.0||328-6289|0.0|9.0|23.0|157.6|129.0|26.79||96.0|2100.0|259.2|5600.0|11.66|-342.5|-50.0||0.0|0
9||9.0|350-9994|9.0||0.0|183.6|117.0|31.21|256.7|72.0|21.82||79.0|8.04|10.2|200.0||1.0|0
FL|2875.0|510.0|351-4616|||1200.0||124.0|24.16|183.4||15.59|164.8|114.0|||4.0|2.59|-25.0|0
9|87.0|415.0|360-5779|0.0|||136.3|-2425.0|23.17|172.2||14.64|137.5|101.0||7.1|5.0|96.0||0
|141.0|415.0|417-4885|0.0|0.0||10855.0|110.0|36.91|241.5|111.0|20.53|253.5||11.41|12.0|6.0||0.0|0
IA|141.0|510.0|406-4710|0.0|1.0|||99.0|797.0|241.4|116.0|2052.0|229.5|||10.5|500.0|2.84||0
9|62.0||409-8743|0.0||0.0|98.9|||135.4|12200.0|1151.0|236.6|82.0|10.65||1.0|82.25|1.0|0
OK|7300.0|415.0|335-4584|0.0|0.0|0.0|-5157.5|151.0|1753.5|148.6|89.0||167.2|91.0|7.52|6.1|300.0|1.65|1.0|0
DE|92.0||361-9845|0.0|9.0|33.0||92.0|41.33|5345.0|92.0|18.17|228.7|104.0|10.29|12.1|2.0||2.0|0
9|185.0|510.0|366-5699|0.0|9.0|-775.0|189.8||32.27|163.3|133.0|347.0||126.0|11.92||300.0|101.49999999999999||0
DC|148.0|415.0|329-9364|0.0|||202.0|102.0|34.34|24320.0|128.0|20.67|261.3|90.0|11.76|10.9|3.0|-73.5|50.0|0
9|94.0|9.0|390-7434|0.0|9.0|||124.0|28.92|193.3|116.0|410.75|105.9|73.0|4.77|12.8|-100.0|3.46|1.0|0
9|32.0|510.0|404-9680|9.0|0.0|0.0|230.9||39.25||90.0|15.93|154.0|53.0||6.3|2.0|1.7|0.0|0
9|||338-9398|0.0|0.0|0.0|237.1|105.0|40.31|223.5|-2625.0|19.0|97.4|79.0|109.5|13.2|2.0|3.56|-25.0|0
9|64.0|408.0|394-2445|0.0|1.0|27.0|18210.0|9100.0|30.96||98.0|14.42||86.0|7.41|-265.0|5.0|2.86|100.0|0
NM|25.0|415.0|381-2709|9.0|0.0|||87.0|20.28|211.5|101.0|17.98|||12.1||4.0|2.84|3.0|0
|65.0|415.0|397-5060||9.0|-0.0|116.8|4350.0|19.86|178.9|4650.0|760.5|9120.0|3750.0|410.50000000000006|14.1|2.0|3.81|50.0|0
LA|179.0|408.0|415-2393|0.0|0.0|0.0|219.2|92.0|37.26|149.4|125.0|317.5|244.7|104.0|11.01|6.1||1.65|0.0|0
NE|94.0|415.0|377-1765|9.0|0.0|0.0|252.6||4294.0|169.0||14.37|-4272.5|106.0|7.69|11.1|7.0|150.0||0
9|62.0|415.0|409-2111|0.0|0.0|0.0|147.1|91.0|25.01|190.4|107.0||195.2|115.0|8.78||3.0|3.29|0.0|0
|127.0|415.0|401-3170|0.0|0.0|0.0|||34.36|||19.5|195.2||877.9999999999999|11.5|3.0||-50.0|0
AR|116.0|408.0|405-5681|0.0|9.0|0.0|173.5|93.0|29.5|194.1||1650.0|208.0||9.36|16.2|10.0|4.37|3.0|0
KS|70.0||411-4582|0.0|||23210.0|122.0||292.3|112.0|24.85|5030.0|112.0|9.05|0.0|0.0|-0.0|300.0|0
|-2350.0||355-5009|1.0||23.0|197.1|125.0|33.51|10725.0|136.0|18.23||5150.0|12.7|475.0||2.57|4.0|0
AK|126.0||372-3750|0.0|0.0|0.0|58.2|94.0|494.5|138.7||294.75|136.8||6.16|11.9||3.21|5.0|1
NY|6700.0|9.0|405-2888|0.0|1.0||2890.0|111.0|19.65||94.0||8495.0||7.65|9.9|12.0|133.5|2.0|0
NH||9.0|361-3337|0.0|0.0|0.0|186.1|98.0|31.64|6357.5||2162.0|214.0|127.0|9.63|14.6|7.0|394.0|100.0|0
VA|170.0|510.0|350-1639|1.0|0.0|0.0|259.9||44.18|245.0|122.0|20.83|134.4|121.0|6.05|8.4|3.0|2.27|3.0|0
||9.0|333-3221|9.0|0.0|0.0||145.0|36.43|268.5|6750.0|22.82|-6030.0|92.0|10.85|-270.0|13.0|2.92|1.0|0
NY|106.0|408.0|422-1471|0.0||0.0||74.0|||139.0|5.47|198.5|103.0||10.2|4.0|2.75|25.0|0
|4650.0|9.0|399-7865|0.0|0.0|0.0|271.6||46.17|229.4|108.0|19.5||||10.9|||-50.0|0
|164.0|510.0|373-4819|0.0|0.0|0.0|8030.0|111.0||163.2|6300.0|13.87|18710.0|112.0|8.42|9.0|3.0|2.43|1.0|0
WA|2550.0|408.0|338-6981|0.0|0.0|0.0||109.0|39.51|187.4|95.0|796.5|231.2||10.4|9.1|3.0|2.46|1.0|0
9|-2675.0|415.0|418-4365|0.0|9.0|-0.0|133.8||22.75|180.5|94.0|15.34||115.0|5.05||4.0|2.4|0.0|0
TX||415.0|359-5461|0.0||-0.0|176.9|109.0|30.07|90.7|2600.0|7.71|238.0||10.71|-237.5|100.0|2.57|1.0|0
KY|80.0|408.0|375-3586|0.0|0.0|0.0|209.9|74.0||195.1|77.0||208.2|119.0|9.37|8.8|4.0|2.38|2.0|0
MT|94.0|9.0|407-8376|0.0||-0.0|137.5|118.0|23.38|203.2|88.0|||131.0|6.75||2.0|181.0|0.0|0
