STAN|CZAS_POSIADANIA|KOD_OBSZARU|NR_TEL|PLAN_MIEDZY|POCZTA_G|L_WIAD_POCZTA_G|DZIEN_MIN|DZIEN_L_POL|DZIEN_OPLATA|WIECZOR_MIN|WIECZ_L_POL|WIECZ_OPLATA|NOC_MIN|NOC_L_POL|NOC_OPLATA|MIEDZY_MIN|MIEDZY_L_POL|MIEDZY_OPLATA|L_POL_BIURO|REZYGN
|11360.0|415.0|416-8428||9.0||||||||250.5|||568.0|6.0|3.83||0
|75.0||370-3359||9.0|0.0|226.1||1537.6|201.5|107.0||-4924.0||11.08||5.0|||0
LA|13760.0|408.0|383-1121|||0.0|8480.0|121.0|36.04||||||13.2|-252.0|||-60.0|0
|960.0|408.0|360-1596|0.0|||249.6|118.0||||||90.0||11.8||127.6|1.0|1
|||395-2854|9.0|||-3536.0|94.0|2404.7999999999997|-3900.0||||4640.0|9.61||4.0|||0
9|72.0|415.0|362-1407|||37.0||1600.0|||8160.0|||71.0|550.4|14.7|6.0|3.97|240.0|0
9|720.0||341-9764||1.0|1200.0|||994.8000000000001|162.5|||||||6.0|3.92||0
|6240.0|9.0|353-3305|0.0||0.0|||444.79999999999995||-2320.0|1520.8000000000002|227.8|108.0|205.0||-100.0|54.0||0
AK|136.0|415.0|402-1381|||33.0|203.9|4240.0|34.66||99.0|||4280.0||||2.84||0
9|||332-9891|9.0|0.0|||7520.0|||||||677.6||||1.0|0
|-1960.0|9.0|372-9976|0.0|9.0|0.0||102.0||166.8|||7512.0||8.45|188.0|-40.0|50.8|60.0|0
MD|||383-6029||1.0||-3462.0||||2140.0|17.33||3120.0|||15.0||0.0|1
||510.0|353-7289|0.0|0.0|||82.0|848.8|282.2|98.0|23.99|||1121.6||4.0|2.7|2.0|0
ID|||390-7274||9.0|||||165.3|110.0||178.5|92.0|8.03|736.0|4.0|2.48||0
|64.0||352-1237|||0.0|||26.18|225.8|||265.3|||3.5|3.0||80.0|0
||408.0|353-3061||||120.9||20.55||3680.0|-362.2|6524.0|4640.0|7.34||||160.0|0
MI|||363-5450|0.0|||211.3|120.0|35.92||4880.0|13.82|||6.06|13.2||-71.2|3.0|0
9|-2840.0|9.0|364-1995|0.0||0.0||133.0|31.79|134.6||||127.0||7.4|200.0||160.0|0
|||398-1294|0.0|0.0|0.0||9120.0|27.05|4626.0|117.0|786.4|143.2|91.0|257.6|704.0|3.0||100.0|1
9|1940.0||405-7146|9.0||24.0||135.0|||58.0||1412.0|79.0|||3.0|2.97|80.0|0
9|||413-4957||9.0|0.0|15352.0||||||236.8|1740.0||7.8||||0
|-1200.0|408.0|420-5645|9.0|9.0|0.0||-1140.0||211.1|115.0|17.94|||11.21||||1.0|0
|||349-4396|||0.0|7444.0|112.0|31.64||2640.0||||||||2.0|0
|||404-3211|9.0|0.0|0.0|3204.0|||21400.0||22.74|228.5|68.0||||2.51||0
WY||415.0|353-3759||9.0|0.0|-3020.0|||219.7|116.0||203.9|127.0||9.7|60.0||5.0|1
IN|1620.0||363-5947|||0.0||67.0|29.84|9972.0|||5404.0||||120.0|-55.0||0
||9.0|340-5121||9.0||126.9|98.0||180.0|62.0||11264.0|128.0|||80.0|||0
CO||408.0|370-7574||9.0|||129.0|||77.0||||8.15|||||1
|||403-9733|0.0|9.0||148.8||||||2596.0|103.0|5.84|||||0
OK|125.0|408.0|355-7251||9.0|0.0|-4586.0|-2060.0||177.4||15.08|7572.0||8.52||160.0|64.80000000000001||0
ID|||359-5893|9.0|9.0||192.1|3880.0|||1880.0|14.44||||||61.6|20.0|0
|116.0|9.0|405-3371|||||1660.0|45.66|178.2|142.0||166.3||598.4000000000001|||250.39999999999998|2.0|0
|74.0|9.0|344-5117||1.0|-660.0|3874.0|1820.0|32.93||96.0||||496.8|1168.0||3.94|-40.0|0
SD|2980.0||332-8160||1.0|28.0|180.7|-1840.0|30.72|187.8||||-1060.0|-239.0|1008.0|60.0|3.4|3.0|0
NC|1520.0|408.0|359-4081|||0.0|131.2|98.0||||||||||2.21||0
||415.0|352-8305||||148.1|74.0|||3520.0|||2040.0|||5.0|||0
WY||415.0|329-9847||||251.5|105.0|855.1999999999999|||18.09|157.8||7.1|||50.199999999999996|0.0|0
9|||365-9011||0.0|||93.0||206.4|||129.3|5560.0|465.6|8.3|8.0||0.0|0
9|-2520.0||338-9472|9.0|||211.6|||216.9|80.0|368.8||60.0|138.2|624.0|1.0||1.0|0
||510.0|374-8042|0.0||0.0||4040.0|||110.0|14.37|5944.0||6.69|1104.0|3.0|3.73||1
9||408.0|359-1231|0.0|||241.8|93.0||3410.0||||104.0|13.29|11.8||3.19|60.0|0
|162.0|510.0|413-7170||||224.9||3058.3999999999996|188.2|3360.0|||||||||0
|147.0|9.0|415-2935|0.0||||83.0||5956.0||253.2||||||2.16||0
9|90.0|9.0|399-4246|9.0|0.0|||5840.0||||385.4|152.4|||584.0|4.0|78.8|1.0|0
9|85.0||362-5889|0.0|||||||94.0||188.2|99.0||480.0||3.24||0
|||350-8921||9.0||-3142.0|3600.0|26.71||72.0|-379.6||4440.0|8.16|6.1|40.0|1.65|20.0|0
9|82.0|415.0|374-5353|0.0|||300.3|109.0|51.05||100.0||270.1|||||||1
NY|11520.0||360-1171|9.0|0.0|||||3084.0|||173.0||||7.0||4.0|1
MN|920.0||355-8887|0.0|9.0|||||164.4||||||8.2|3.0||160.0|0
|70.0||333-1967||0.0||-3404.0||||102.0|13.19||76.0|823.1999999999999|15.0|2.0|-81.0||0
||9.0|354-4577||9.0|0.0|4022.0|||-6070.0||25.8|224.0|119.0||13.2|||1.0|0
||415.0|331-7425||0.0|0.0|||36.62|||17.41|22280.0|109.0|12.53|252.0|400.0|68.0|3.0|0
||408.0|419-2637||1.0|||123.0||||-231.4||90.0|316.4||160.0||240.0|0
|||411-1530|0.0|1.0|||101.0||259.7|98.0|||68.0|400.79999999999995||4.0|2.65||0
|||395-3026|0.0||||96.0|35.8|19936.0|||191.4||8.61|12.4|1.0||-40.0|1
VT|||388-6441||9.0|580.0||||18072.0||768.0|323.0|78.0|581.5999999999999|||||0
9|7520.0|408.0|402-1251||0.0||12632.0|8400.0|26.84||101.0|||6720.0|8.53||||4.0|1
WV|-2220.0|9.0|412-9997|||0.0|214.3|9440.0|728.6||76.0||-3648.0|98.0|328.40000000000003||2.0|3.24||0
|||346-7302||||3082.0||26.2||84.0|419.6|8084.0||9.09|10.9|9.0|-58.8|-40.0|0
||415.0|358-9095|||0.0||125.0|40.44|||842.0||1360.0|9.4|13.9||3.75|1.0|1
9||9.0|400-9770|||0.0|||489.20000000000005|3898.0|4200.0|||-1880.0||11.1|40.0||1.0|0
LA|||334-1275|9.0|0.0|||2000.0|2766.3999999999996|190.9|||196.0||8.82|8.9|320.0|96.0||1
|80.0||340-4953|0.0|||||21.13||||253.2|62.0|455.6||||-20.0|0
|78.0||400-9510||||||||112.0||263.9||||7.0||3.0|0
|||387-6103||0.0||||30.45|190.6|81.0|324.0||3640.0||||||0
AK|4160.0|408.0|366-4467||0.0|0.0||106.0||81.0|113.0|6.89||5480.0||9.8||2.65|1.0|0
MT||415.0|370-3450||||160.1|110.0||||||72.0|7.83|13.0|4.0|||0
9|||327-3954||0.0||||33.69|-4146.0||17.62|190.9||687.2|8.7|120.0|2.35||0
MS|120.0||355-6291||||212.1|-2620.0|36.06|209.4|104.0||167.2|1920.0|||||40.0|1
|||362-9748||0.0|||5760.0|||-2520.0|-349.6|5504.0||12.38|||2.65||1
9|||379-6506|9.0||21.0|||27.4|-5044.0|6640.0|21.44|||144.2|||-23.799999999999997|4.0|0
|108.0|415.0|347-7741||||178.3|137.0|30.31|3780.0|76.0|1285.6|129.1|||14.6||78.8|0.0|0
VT|135.0|415.0|354-3783||9.0||||-515.8||-2100.0||180.0|2000.0|8.1|840.0|||0.0|0
KY|||401-7594||0.0|0.0|2700.0|99.0|22.95|183.6|106.0||245.3||-220.79999999999998|12.5|||1.0|0
|122.0||397-4976|0.0||||1880.0|28.99|||||||904.0|2.0||-20.0|0
AZ|95.0||334-2577||0.0|0.0|238.1|-1300.0|40.48|14976.0||15.91|3800.0|||11.8|160.0|-63.8||0
||510.0|400-3637||9.0|||||202.2||||113.0|||6.0|-48.6||0
NM|93.0||383-4361||9.0||117.9||-400.79999999999995|164.5|115.0|||||196.0||||0
||9.0|371-4306|0.0|||||||||219.4|142.0||||||0
|-3140.0|9.0|403-4298||||9192.0|90.0|39.07|147.9|121.0|||-2160.0||-192.0|140.0|2.59|-60.0|0
||9.0|409-3786||0.0||165.0|100.0|28.05|317.2|||4768.0||5.36||||1.0|0
||415.0|337-4697|0.0||||117.0|31.45|223.3|94.0|18.98||||||||0
||408.0|383-1509|9.0|9.0|-0.0||117.0|27.37|190.9|113.0|||4520.0|10.25||4.0|||0
DE|-2500.0||359-9794|||0.0|2534.0|2160.0|||-1800.0||247.8|-2280.0|||7.0|3.59|1.0|0
9|||407-7035||0.0||2356.0||10.01|169.6|||211.4|3520.0|||3.0||-20.0|0
ME|||363-1069|||840.0||89.0|669.2||4880.0||138.3|126.0|497.59999999999997||480.0|5.4||1
NJ|64.0||391-4652|9.0||0.0|162.6|83.0|||109.0||57.5|4880.0|2.59|||||0
9||9.0|355-6837||9.0||282.5||-960.6||-960.0|18.69||115.0|7.65|||2.54||1
9|112.0||409-1244|0.0|||||19.33|157.5|-1640.0|||||10.0||108.0|40.0|0
ID|97.0|9.0|328-3266|0.0|0.0||9592.0|||214.8||1460.8000000000002|11464.0||129.0|174.0|400.0|2.35|160.0|0
|46.0||352-7072|||0.0||1840.0||||1545.6|4002.0|116.0|9.0||7.0|||0
|||370-7550|||22.0|213.8||||6880.0|241.0||||||1.94|0.0|0
||9.0|369-5526|||||103.0|2593.6000000000004|183.5|||220.8|||||2.65|240.0|0
9|193.0||329-4391||0.0|0.0||||132.3|||||203.2|11.6||||0
|||408-4195|9.0|0.0|0.0|154.2|119.0||||187.39999999999998||117.0|10.23|9.2|5.0|-49.6||0
|85.0|408.0|354-4445|||0.0|||2739.2000000000003|||19.5||||12.0||3.24|20.0|0
9||415.0|335-4858||9.0||1414.0||12.02|12600.0||||||9.1|||4.0|1
9||9.0|414-8718|0.0||-540.0||124.0|1275.2||2060.0|249.20000000000002||129.0|||6.0|||1
||9.0|409-5939|0.0|0.0|0.0|||-311.8|-3874.0|123.0|16.46|175.0|-1720.0||184.0|4.0||2.0|0
|131.0||331-4902|0.0||36.0||||6468.0|4680.0|13.74|||||||3.0|0
||9.0|353-6870||||145.5|||217.7|||||264.40000000000003||160.0|235.2||0
CA|75.0||355-2909|||||||-3164.0||13.45|256.7||-231.0|6.1||1.65|1.0|0
9|6240.0|415.0|390-6101||9.0|0.0|231.0||3141.6000000000004||140.0|19.58|261.4|||||||0
TX|||400-3446||||200.3||34.05|4024.0|8160.0|17.1||-1200.0||284.0|-20.0|1.92|4.0|0
AR|163.0|408.0|411-5859|0.0|9.0|0.0|15760.0||33.49|||17.22|||9.29|||||0
AL|||387-2919||0.0||||22.08||||||222.39999999999998|11.2|60.0|120.8|3.0|0
NY||9.0|374-8525||9.0|21.0||||4350.0||||||5.3||||0
|91.0||379-5592||0.0|0.0|203.1|106.0|2762.4||||195.6||8.8|||3.24|120.0|0
9|127.0||345-8237|||720.0|7328.0||31.14|126.8||||71.0||11.2||-60.4||0
9|2260.0|9.0|422-6690|||1840.0|205.0||||||12688.0||7.14|||2.75|80.0|0
DE|4400.0||346-2359||0.0|0.0||2300.0|||||193.6||-174.20000000000002|12.4||3.35||0
|120.0||374-3534|||39.0||||17632.0||||||10.5|4.0||0.0|0
|157.0|9.0|381-4756||9.0||3852.0||||5920.0|||139.0|||100.0||3.0|0
VT|||390-2805|||0.0|||41.91||-1680.0|16.62|200.5|96.0||11.7|4.0||1.0|0
|||390-2390|||||86.0||-3550.0||301.8|249.4||||560.0||2.0|1
9|2800.0|415.0|419-9097||0.0|0.0|||||94.0||110.4|98.0|397.59999999999997|1144.0|-120.0|77.2||0
9|10160.0||386-7281|0.0|||||||||203.4||9.15||120.0|||0
|||380-3561|||0.0|271.5|||4326.0|126.0||||5.45||-80.0|||0
LA||9.0|390-8760|0.0|0.0|0.0|||30.86|218.4|-1960.0|||103.0|581.5999999999999|170.0||2.3|1.0|0
9||9.0|366-6730|0.0||43.0|257.7||43.81||95.0|13.78|-5738.0||12.91|11.1|320.0|3.0|2.0|0
||408.0|395-5285|9.0||0.0|193.8|||||||||10.6|||80.0|0
9||415.0|354-3436|0.0|0.0|0.0|102.8|119.0||16536.0|3640.0||299.0||1076.8000000000002||7.0|2.73|40.0|0
|5200.0||336-7600|0.0|9.0||187.9||31.94||2340.0|13.4|18184.0|86.0||||2.03|1.0|0
||415.0|383-6293||0.0||18080.0||38.42||118.0||||126.4|||||0
|7680.0|9.0|362-4596|0.0|0.0|0.0|||44.27|146.0|46.0|12.41||87.0|12.13|11.5|4.0|3.11||0
||408.0|401-3926|||0.0|||1215.2||-2760.0|||101.0|11.97|||||0
|83.0||370-9116|0.0|||-6748.0|120.0|57.36||||153.9|4560.0|6.93|15.8|560.0|||1
||9.0|328-6289|9.0|||157.6|2580.0|26.79||96.0|21.0||||-274.0||||0
9|120.0||350-9994|0.0|0.0|0.0|183.6|-2340.0|31.21||-1440.0|21.82||||408.0|2.0|||0
|||351-4616|||480.0|2842.0||483.2||129.0|15.59|-3296.0|114.0|148.4|9.6||51.8||0
9||9.0|360-5779|0.0||0.0||97.0|1853.6000000000001|172.2|108.0|-292.8||101.0|6.19|-142.0||||0
|141.0||417-4885|0.0||0.0|217.1||36.91|19320.0||410.6|20280.0||228.2|12.0|240.0||0.0|0
IA||510.0|406-4710|||||3960.0|||116.0|20.52||2100.0|10.33||-100.0|||0
|||409-8743|9.0|0.0||7912.0|103.0||135.4||||||12.2||||0
|||335-4584||9.0|0.0||-3020.0|||||-3344.0|||6.1||||0
|-1840.0||361-9845|||2640.0|243.1|3680.0|-826.5999999999999|||726.8000000000001||104.0||12.1||||0
9|3700.0|510.0|366-5699|0.0|1.0||189.8||||2660.0|13.88||-2520.0||600.0|3.0|||0
||415.0|329-9364|||0.0|||||128.0|20.67|||11.76||3.0|||0
||408.0|390-7434||1.0||3402.0|-2480.0|28.92|-3866.0||1314.4||2920.0|-95.39999999999999||4.0|3.46||0
AL||510.0|404-9680|0.0||0.0||87.0||187.4|7200.0|15.93|154.0||6.93|126.0|2.0|1.7||0
CO|68.0||338-9398|9.0||0.0||105.0|40.31||8400.0|1520.0|1948.0|||13.2|||1.0|0
|||394-2445|0.0||27.0|182.1|7280.0|||98.0|14.42||86.0||10.6|100.0|114.39999999999999||0
9|500.0|415.0|381-2709|0.0|0.0||119.3||-405.6|211.5|-2020.0||||12.1||4.0|2.84||0
9|65.0||397-5060|0.0||0.0||87.0||14312.0||608.4000000000001|14592.0||||2.0||-20.0|0
|179.0|9.0|415-2393||0.0|||92.0|-745.1999999999999|||||104.0||488.0||1.65|0.0|0
NE|94.0|415.0|377-1765|0.0|9.0|||2080.0||3380.0||||106.0|-153.8||280.0|-60.0||0
MN|||409-2111|0.0|9.0||147.1|||190.4||16.18||||12.2|3.0|-65.8||0
|||401-3170|9.0|9.0||||34.36|229.4||19.5||||||3.11|2.0|0
9|116.0|9.0|405-5681|9.0||0.0||1860.0|2360.0||||208.0||9.36|-324.0|10.0||3.0|0
|70.0|9.0|411-4582||||232.1||3156.8|292.3|112.0|-497.0|201.2|||0.0|||3.0|0
WV|||355-5009|1.0|||7884.0|||||1458.4|282.2|103.0|508.0||||320.0|0
|||372-3750|0.0|0.0|0.0|||9.89|138.7||11.79|2736.0|91.0|6.16|476.0||||1
9|-1340.0||405-2888|9.0|1.0||||||94.0|20.2|||7.65|||213.6|80.0|0
||408.0|361-3337|0.0|0.0|0.0|186.1|98.0|31.64||57.0||214.0|10160.0||1168.0|7.0|78.8||0
VA|-3400.0|510.0|350-1639||9.0||||44.18||-2440.0|20.83|||6.05|-168.0||2.27||0
9|||333-3221|||||||||22.82|||434.0|||||0
9||9.0|422-1471|9.0|||||||139.0|5.47|7940.0|4120.0||-204.0||||0
AZ|7440.0|9.0|399-7865||0.0|||71.0|46.17||108.0|19.5|77.3||3.48|||2.94|2.0|0
||510.0|373-4819|0.0|9.0||160.6||27.3|163.2|126.0|||112.0|8.42||||80.0|0
WA||408.0|338-6981|9.0|0.0|0.0|9296.0||39.51|14992.0||637.2|4624.0|107.0|208.0|9.1||2.46|-20.0|0
|107.0|415.0|418-4365|9.0||0.0|133.8|6800.0|455.0||||112.2||5.05||80.0|||0
|5200.0|415.0|359-5461|0.0|0.0||176.9|109.0||1814.0|104.0|7.71||2760.0||9.5||2.57|1.0|0
|80.0|408.0|375-3586|0.0|0.0||||2854.4||77.0|16.58|208.2||9.37||||-40.0|0
MT|7520.0|9.0|407-8376||||||23.38|||||5240.0|||160.0|3.62||0
OK|2360.0||408-6496|9.0||||-1040.0||||14.16||88.0|||||1.0|0
|-2340.0|415.0|385-7688||||15848.0|86.0|33.68|177.0||15.05|||649.5999999999999|6.8|||1.0|0
TN|||332-6934|0.0||||9520.0|25.45|||||126.0|11.77|9.7|||0.0|0
TX|-4160.0|9.0|378-3625|||||67.0|||113.0|14.99|||327.2|428.0||2.89|2.0|1
|131.0||353-7292|1.0|1.0|||||3994.0|97.0||255.3|127.0|||7.0|149.2||1
||408.0|399-6786||9.0|0.0|6640.0|||3540.0|106.0||245.7||11.06|13.0||3.51|0.0|0
MN||9.0|358-3261||1.0||2914.0||24.77|||18.74||3840.0|225.0|1048.0||283.2||0
9|||377-9932|0.0||0.0|14584.0|||328.2|-1860.0||245.0|||11.2|||80.0|0
|||397-4030|0.0||0.0|218.0||||||240.5|-2200.0|865.6|6.4|640.0||3.0|0
||510.0|367-1062|0.0||0.0|140.6||1912.0|178.6|-1020.0||217.0|83.0|-195.2||3.0|||0
WA|157.0|9.0|341-8467|||0.0|||25.96|257.5||||-1860.0|8.91||||1.0|0
|5280.0||339-9453|0.0|9.0|||-1520.0|18.14|8392.0|77.0||15232.0|||484.0|||1.0|0
|||344-3388|0.0||-0.0|243.8|98.0||83.9|||-3596.0|84.0||13.7|8.0||2.0|0
OR|38.0||375-8013||0.0|0.0|194.4||33.05||95.0||223.3|-1800.0||||2.92|3.0|0
MD||510.0|408-4142|0.0|0.0||||36.36|151.9||1032.8|260.1|124.0||||131.6|3.0|0
||510.0|386-3671|||0.0||||246.7||20.97||89.0|10.17|||4.27|-60.0|0
|99.0|415.0|411-2284||0.0||4822.0|||155.6||13.23||109.0|||||1.0|0
AZ|144.0|9.0|346-7795|9.0|9.0|0.0|203.5||692.0|9904.0|103.0||||8.74|||256.8||0
PA|-1640.0|415.0|333-5609|0.0|||155.2|5240.0||244.5|106.0||122.4||||||1.0|0
|||405-1842|0.0|1.0|31.0|167.6|11120.0||-2260.0||-192.2||||12.2|6.0||1.0|0
FL|||366-6345||||||3083.2||||||3.29|||||1
LA||415.0|337-9345|||0.0||93.0|30.48|178.6|98.0|15.18|4504.0||10.13|11.5|6.0|||0
9||415.0|328-6770||||||||||||7.76|10.9||2.94|0.0|0
FL|120.0||380-7321||||||||82.0||||11.94|94.0|280.0|1.27||0
MD|||375-1476||||250.2||42.53||9440.0|454.0|12080.0|9120.0|272.0|||140.39999999999998|1.0|1
||415.0|356-1567|9.0|0.0||4460.0|||-2202.0|98.0|||2140.0|8.49||12.0|1.92||0
|81.0||422-6685|0.0|||183.6||1248.4|||518.8000000000001|212.2|||12.2|6.0||3.0|0
|127.0|9.0|336-1090|0.0|||166.0|9120.0|28.22||103.0|14.83||2720.0|11.02|10.2||2.75|1.0|0
MS||415.0|343-2095|9.0|||||23.14||96.0||220.2|||88.0|80.0|1.19|1.0|0
9|2800.0||345-3934|9.0|9.0|0.0|2986.0|||-4844.0|122.0||13944.0||156.8|8.9|||40.0|0
OK|3520.0|408.0|338-8050|0.0|0.0||||222.39999999999998|168.2||-286.0|||10.62|||3.73||0
|65.0|415.0|388-9568|9.0|0.0|0.0||||234.5|94.0|1594.4|250.1|2460.0||2.7||58.4|1.0|0
|123.0||402-6591||0.0|0.0||6800.0|1406.8000000000002||||221.5|-2720.0|||||3.0|0
||9.0|403-6419|9.0|1.0||||||||6120.0|139.0|137.6||3.0|2.59||0
9|||386-9790||1.0|1840.0||10880.0|3810.4||||136.9|||13.3|3.0|143.6||0
|||378-5692||||196.6|84.0|668.4000000000001|313.2|||163.3|108.0|7.35|11.9||||0
MD|7440.0||360-3324|||||109.0|||8000.0|11.0|217.6|74.0|783.1999999999999|10.5||56.8||1
OH|2520.0|415.0|410-3719|1.0|1.0|36.0||110.0|||8880.0|1980.8000000000002||||11.0||2.97||0
|||352-4221|0.0|9.0|0.0|||||||180.9|||||3.65||0
||9.0|327-6179|||0.0|168.8|97.0|28.7|220.3||1498.4|154.3|113.0|||||0.0|0
|7360.0|9.0|359-6196||||-3462.0||29.43|240.3|8400.0||233.2|117.0||9.0||-48.6|-20.0|0
MN||510.0|374-9107|0.0||-0.0|2688.0|106.0|||98.0|17.96|||696.8000000000001|204.0|||5.0|1
9||9.0|357-4078||9.0||-4052.0|-2060.0||118.8|128.0||9396.0||10.57|9.0|360.0|||0
|110.0|408.0|366-5780|||0.0||117.0||||17.07||101.0||-196.0|7.0|106.0||0
|||393-9619|0.0|0.0|0.0|83.6|||2418.0|||226.6|110.0|||9.0||0.0|0
|||355-9295|9.0|0.0||192.2||32.67|6744.0||14.33|5592.0|||9.4|6.0|-50.8||0
|||400-5751|0.0|0.0||220.2||37.43|88.3|10000.0|||3160.0||12.9|5.0|3.48|0.0|0
||9.0|338-1027|9.0|9.0|0.0|-2702.0|95.0|22.97|134.1|8160.0|11.4|||-200.79999999999998||2.0||40.0|1
9|1440.0|415.0|405-8867||||253.4|77.0||182.4|||||12.41|8.4|2.0|||0
WV|85.0||336-5616|9.0|0.0||9000.0|81.0|1530.0||1260.0|15.04|194.3|110.0|174.8|7.1|||3.0|0
VA||408.0|335-1697|||||1980.0||267.8||||1500.0|15.97||3.0||0.0|1
9|||331-5138|0.0|0.0||110.3||1500.0|||||96.0|||5.0|||0
RI|-2140.0|9.0|385-8240||1.0|||2040.0|-204.0||80.0|8.69|261.8||942.4|11.1||3.0||0
|2040.0||348-1359|9.0|||17184.0|94.0|36.52||58.0|12.72|283.4||255.0|||2.75||0
|94.0|9.0|354-7339||0.0|0.0||85.0|2472.8|16192.0|98.0|17.2|9836.0||11.07||160.0||4.0|0
|119.0|510.0|349-1687|0.0|||154.0|114.0|26.18||137.0||228.4|||11.8|4.0|3.19|2.0|0
9||415.0|380-2558|9.0|9.0|29.0|157.4||||80.0|10.02||3160.0|12.56|13.9|11.0|150.0||1
9|||365-2153|9.0|||||||109.0|14.62|15344.0||||7.0|||0
|82.0|408.0|345-6043||9.0||4140.0|||||19.8||||9.1|320.0|2.46|3.0|0
|-1720.0|510.0|349-2808||9.0|||8080.0|||||-4738.0|58.0||9.5|3.0|-51.4||0
|97.0||411-1715|9.0|||143.7|117.0|24.43|||-464.20000000000005|178.3|||436.0|-60.0||0.0|0
FL|106.0||385-2488||||||28.2|8660.0|||||7.79||160.0||160.0|0
||510.0|377-7177||9.0||138.6|-2440.0|23.56|172.3||||92.0|10.42||3.0|||0
|114.0|415.0|342-1099||0.0|0.0||118.0||19992.0|-1720.0|21.24|193.4|||14.5|320.0||1.0|0
|-1840.0||386-4170|1.0|9.0|0.0|||||5040.0||||9.98|208.0||112.4||1
UT|59.0|9.0|413-1269|9.0|||155.2|||||-400.0||80.0|||-80.0|2.35||0
|24.0||396-4460|9.0||500.0|164.9|110.0||4186.0|105.0|17.79|-4624.0|||6.7|720.0|1.81|1.0|0
|||334-2730|9.0|9.0|0.0|134.5||1829.6000000000001||112.0|486.4||||15.4||332.8|1.0|0
||415.0|340-3182||0.0|0.0||103.0||211.3|||||166.6|||||0
9||9.0|377-8608||9.0|||110.0||4424.0|73.0|376.0||||12.5|80.0|3.38||0
|3100.0||417-3676|0.0|9.0||||||9040.0|||6800.0||-166.0||179.20000000000002||0
||510.0|417-6774||1.0||||35.05|5200.0|7280.0|-442.0|||||||1.0|0
|114.0||411-9554||1.0|28.0|225.8|94.0||-3860.0||16.41|232.4||418.40000000000003|168.0||||0
