STAN|CZAS_POSIADANIA|KOD_OBSZARU|NR_TEL|PLAN_MIEDZY|POCZTA_G|L_WIAD_POCZTA_G|DZIEN_MIN|DZIEN_L_POL|DZIEN_OPLATA|WIECZOR_MIN|WIECZ_L_POL|WIECZ_OPLATA|NOC_MIN|NOC_L_POL|NOC_OPLATA|MIEDZY_MIN|MIEDZY_L_POL|MIEDZY_OPLATA|L_POL_BIURO|REZYGN
VT|93.0|510.0|386-2923|9.0||0.0|190.7|114.0|32.42|218.2|111.0|18.55|129.6|4840.0|233.2|8.1||-43.8|3.0|0
|76.0||356-2992|0.0|9.0|33.0|189.7|66.0|32.25|212.8|65.0|18.09|165.7|108.0|7.46|10.0|5.0|-54.0||0
TX|73.0|9.0|373-2782|0.0|0.0|0.0|224.4|7200.0|38.15|159.5|88.0||192.8|5920.0||13.0|2.0|3.51||0
FL||415.0|396-5800|0.0|0.0||155.1|117.0|26.37||93.0||208.8|133.0||212.0|4.0|2.86|0.0|0
CO|3080.0|9.0|393-7984|||0.0|62.4|89.0|10.61|169.9|121.0|-288.8|209.6|64.0|9.43|5.7|240.0|1.54||1
|130.0||358-1958||0.0|0.0|183.0|112.0|31.11|72.9|99.0||181.8|||9.5|19.0||0.0|0
SC||415.0|350-2565|9.0|0.0|0.0|110.4|103.0|18.77|137.3|102.0|11.67|189.6|4200.0|||6.0|83.2|80.0|0
VA|2640.0||343-4696|0.0|0.0|0.0|81.1|86.0|13.79|245.2|5760.0||237.0|115.0|10.67|10.3|2.0|2.78|0.0|0
9|174.0|9.0|331-3698|0.0|0.0||124.3||21.13|277.1|112.0|23.55||115.0|||5.0|167.60000000000002|240.0|0
WY||408.0|357-3817|9.0|9.0|780.0|||36.21|191.1|112.0|1299.1999999999998||115.0|164.4||3.0|||0
9||408.0|418-6412|0.0||0.0|||-456.59999999999997||100.0|13.22|102.1|68.0|4.59|14.7|4.0|3.97||0
MO||415.0|353-2630|0.0|0.0||15200.0||32.3|258.2||21.95|181.5|102.0|8.17|6.3||1.7|0.0|0
HI|49.0||410-7789|0.0|9.0||119.3|117.0|20.28|215.1|109.0|18.28||90.0|160.79999999999998|11.1|1.0||1.0|0
9|142.0|415.0|416-8428|0.0|9.0||6784.0|95.0|14.42|136.7|63.0|11.62|5010.0|148.0|901.5999999999999||6.0|||0
|75.0|9.0|370-3359|0.0|0.0|0.0|226.1|||201.5|107.0|17.13||98.0|11.08|10.3|5.0||1.0|0
LA|172.0|408.0|383-1121|9.0||0.0|-4240.0|121.0|2883.2|31.2||2.65|23464.0|78.0|13.2|12.6|10.0|68.0|3.0|0
AZ|12.0|408.0|360-1596||9.0|0.0|249.6||42.43||119.0||280.2|-1800.0|12.61|11.8||3.19|1.0|1
OK|57.0||395-2854|9.0||25.0|176.8|94.0|30.06||75.0|16.58|-4270.0|116.0||8.3|4.0||0.0|0
GA|5760.0|415.0|362-1407||1.0|37.0|220.0||37.4|217.3|4080.0|18.47|152.8|71.0||14.7|6.0|79.4|3.0|0
AK|36.0||341-9764|0.0|1.0|30.0|2926.0|128.0|24.87|162.5|80.0|13.81|129.3|109.0|5.82|14.5|6.0|3.92|0.0|0
MA|78.0|415.0|353-3305|0.0|||130.8|64.0|22.24||116.0|19.01||108.0|10.25|10.0|5.0|2.7|1.0|0
|136.0|415.0|402-1381|1.0|1.0|33.0|203.9|106.0|34.66|187.6|99.0|15.95||107.0|4.58|10.5||2.84|3.0|0
|149.0|408.0|332-9891|0.0||0.0|140.4|94.0|||92.0|23.1|188.3||677.6|11.1||3.0|1.0|0
GA|98.0||372-9976|0.0|0.0|0.0|126.3|102.0|21.47||6800.0|14.18||135.0|||2.0|2.54|3.0|0
9|10800.0|9.0|383-6029|1.0|1.0|41.0|173.1|6800.0|29.43|203.9|107.0|17.33|122.2|78.0||14.6|15.0||0.0|1
|34.0||353-7289|0.0|0.0|0.0|124.8|82.0|21.22||98.0|||78.0||400.0|4.0|2.7|-40.0|0
ID|160.0|415.0|390-7274|0.0||0.0||77.0|14.59|165.3|110.0|1124.0|178.5|92.0|8.03|9.2|80.0|2.48|3.0|0
WI||9.0|352-1237|0.0|9.0|0.0|154.0|67.0||225.8|118.0|19.19||86.0|-238.79999999999998|3.5||0.95|1.0|0
|59.0|408.0|353-3061|0.0|1.0|28.0|120.9|3880.0|20.55|8520.0|92.0|18.11|163.1|116.0|7.34|||2.3|2.0|0
MI|65.0|415.0|363-5450|0.0|0.0|0.0|-4226.0|120.0||13008.0|122.0|13.82|||6.06|1056.0|5.0||3.0|0
|142.0|408.0|364-1995|0.0|0.0|0.0||5320.0|31.79||74.0||242.2|127.0|10.9|7.4|5.0|2.0|2.0|0
|119.0|9.0|398-1294|9.0|0.0|0.0||114.0|27.05|231.3|117.0|19.66|143.2|91.0|6.44|||2.38||1
|97.0|415.0|405-7146||1.0|24.0|133.2|135.0|||58.0|18.46||||11.0|3.0|2.97|1.0|0
IA|52.0|408.0|413-4957|9.0|0.0|0.0|191.9|-2160.0|32.62|269.8|96.0|22.93|236.8||10.66|7.8|5.0|2.11||0
IN|60.0|408.0|420-5645|0.0|0.0||220.6|57.0|1500.0|211.1||17.94|249.0|129.0|11.21|6.8|3.0|147.20000000000002|1.0|0
VA|-200.0||349-4396|0.0|0.0|0.0||112.0|31.64|190.2|66.0|16.17|282.8||1018.4000000000001|11.4||3.08|2.0|0
UT|96.0|415.0|404-3211|0.0||0.0||117.0|27.23|267.5|-1340.0|22.74||68.0|10.28|-186.0|5.0||-40.0|0
WY|87.0|415.0|353-3759|0.0|0.0|0.0|151.0|83.0|25.67|||373.40000000000003|203.9|127.0|9.18|9.7|3.0|2.62|5.0|1
IN|81.0|408.0|363-5947|0.0|0.0|0.0|||29.84|249.3|-1700.0|847.6|270.2|-1960.0||10.2|3.0|220.0||0
CO|||340-5121|9.0|9.0|0.0|126.9|98.0|21.57|180.0|62.0|15.3||128.0|6.34||2.0|43.2||0
9|121.0|408.0|370-7574|9.0|1.0|1200.0|198.4|129.0|33.73|75.3||6.4|181.2|||5.8|3.0|1.57||1
WI|1360.0||403-9733|0.0|||148.8|70.0|25.3|246.5||20.95|129.8|103.0|116.8||240.0|3.27||0
OK|2500.0|408.0|355-7251|9.0|0.0|0.0||103.0|-779.5999999999999|177.4||15.08|189.3|95.0||12.0|8.0|3.24|1.0|0
|174.0|408.0|359-5893||0.0||7684.0|-1940.0|32.66|169.9|94.0|14.44|166.6||7.5||4.0|246.4|1.0|0
|116.0|415.0|405-3371|0.0|1.0|||83.0|45.66|178.2|142.0|15.15|166.3|2120.0|598.4000000000001|11.6|3.0|||0
|74.0|510.0|344-5117||1.0|33.0|193.7||-658.6|246.1|96.0|20.92|138.0||6.21|14.6||3.94|2.0|0
SD|149.0||332-8160|0.0|1.0|28.0|180.7|92.0|30.72||64.0||265.5|1060.0||12.6|3.0|3.4|60.0|0
NC|38.0|408.0|359-4081||9.0|0.0|131.2||446.0|6516.0|97.0||159.0|106.0||8.2|6.0|2.21||0
WA|40.0|415.0|352-8305|0.0||41.0||74.0|25.18|||||102.0|9.63|-124.0|5.0|33.4|2.0|0
WY|43.0|9.0|329-9847|9.0|0.0|0.0|251.5|105.0||212.8|104.0|18.09|157.8|67.0|7.1|9.3|4.0|2.51||0
MN|113.0||365-9011|1.0||0.0|125.2|1860.0||206.4||1403.1999999999998|5172.0|139.0|5.82|8.3|160.0|2.24||0
UT|126.0||338-9472|0.0|0.0|0.0|211.6|70.0|35.97|8676.0||18.44|153.5||6.91||1.0|2.11|1.0|0
|150.0||374-8042|9.0|0.0|0.0|178.9|2020.0|30.41|169.1|110.0|14.37||100.0|6.69|13.8|3.0|3.73|4.0|1
NJ|138.0|408.0|359-1231|0.0|0.0|0.0|241.8|93.0|41.11|170.5||14.49|5906.0|104.0|13.29|11.8|7.0|127.6|3.0|0
MN|162.0|510.0|413-7170|9.0|1.0||17992.0||38.23|188.2|84.0|16.0|||11.46|12.1|||0.0|0
NM|147.0|9.0|415-2935|9.0|0.0|0.0|248.6|83.0|42.26|148.9|85.0|12.66|||7.76||4.0|2.16|3.0|0
NV||9.0|399-4246||0.0|0.0|203.4||34.58|226.7|117.0|19.27|152.4|2100.0|6.86|584.0||1.97||0
HI|85.0||362-5889||0.0|0.0|235.8|109.0|1603.6000000000001|157.2|||188.2|99.0|8.47|12.0|240.0||0.0|0
MN|50.0|415.0|350-8921|0.0|0.0|0.0||90.0||223.3|72.0|18.98|181.4|111.0|8.16|6.1|2.0|1.65||0
|82.0|415.0|374-5353|0.0|0.0|0.0|300.3|-2180.0|51.05|181.0|100.0|15.39|270.1|2920.0|12.15||4.0|3.16|0.0|1
NY|144.0||360-1171|9.0|0.0|0.0||-2340.0|10.47|6168.0||6.55|||7.79|8.2|7.0|2.21||1
MN|46.0|415.0|355-8887||0.0|0.0||72.0|36.4|164.4|104.0|13.97|177.5||7.99|8.2|3.0|-44.2|2.0|0
MD||408.0|333-1967|9.0|0.0|0.0|170.2|98.0|28.93|155.2|102.0|263.8|18288.0|76.0|10.29||2.0||1.0|0
WV|144.0|415.0|354-4577|0.0|9.0|0.0|201.1|99.0|34.19||-1480.0|25.8|224.0|||264.0||3.56|80.0|0
OR||415.0|331-7425|9.0|0.0|0.0|215.4||36.62|204.8||17.41|278.5|109.0|12.53|504.0|5.0|3.4|3.0|0
CO|55.0|408.0|419-2637|0.0|1.0|25.0|||28.15|136.1|95.0|11.57|175.7|90.0||11.0|2.0|2.97|3.0|0
|70.0|415.0|411-1530||1.0||249.5|101.0|42.42|259.7|98.0||222.7|68.0||9.8||53.0||0
9|106.0|510.0|395-3026|0.0|0.0|0.0||96.0|35.8|249.2|||191.4|||12.4|1.0|268.0|-40.0|1
VT|128.0||388-6441|9.0|9.0||179.3|||225.9|86.0|19.2|323.0|3120.0||-172.0|7.0|46.4||0
IN||408.0|402-1251|0.0|0.0|0.0|157.9|-2100.0||155.0|101.0|527.2|189.6|3360.0|8.53|8.0|5.0|2.16||1
WV|111.0|510.0|412-9997|0.0|0.0|0.0|214.3|118.0|36.43||76.0|17.72|182.4|98.0|8.21|12.0|2.0|-64.80000000000001|40.0|0
KY||415.0|346-7302||1.0|35.0|3082.0|104.0|26.2|123.4||419.6||57.0|9.09|10.9|9.0|58.8|2.0|0
NJ|128.0||358-9095|0.0|0.0|0.0|237.9|||247.6|93.0|||68.0|9.4||4.0||1.0|1
DC|82.0|510.0|400-9770|9.0|0.0||143.9|61.0||194.9|105.0|16.57|109.6|94.0|4.93|-222.0|2.0|240.0|1.0|0
LA|155.0|415.0|334-1275|0.0|0.0|0.0|8136.0|100.0|34.58||104.0|324.6|196.0||8.82|8.9|4.0|2.4|0.0|1
AR|80.0|415.0|340-4953|0.0|0.0|0.0||-2000.0|21.13|6920.0|107.0|14.71|253.2|62.0|911.2||9.0|2.13|1.0|0
ME|6240.0||400-9510||0.0|0.0|252.9||42.99|178.4|112.0|15.16|263.9|105.0||9.5|7.0|2.57|3.0|0
AZ|90.0|415.0|387-6103|9.0|0.0|0.0||1420.0|30.45|||16.2||91.0|5.75|10.6|7.0|2.86|3.0|0
AK|104.0||366-4467|9.0|9.0|0.0||106.0|47.33|81.0|113.0|551.1999999999999|163.2|137.0|||5.0|2.65|1.0|0
MT|73.0|415.0|370-3450|0.0|9.0||160.1||27.22|213.3|72.0|18.13|174.1|72.0||13.0|4.0|3.51|0.0|0
AZ|99.0|9.0|327-3954|0.0||0.0|198.2||33.69|207.3|76.0|-352.40000000000003|190.9|113.0||8.7|3.0|2.35|4.0|0
MS|120.0|408.0|355-6291||9.0|0.0|212.1|131.0|36.06|209.4||17.8|167.2|96.0|7.52|5.3|5.0|1.43|1.0|1
ID|6160.0|415.0|362-9748|9.0|||251.8|1440.0|42.81|205.7|126.0|699.2|275.2|-2180.0|12.38|9.8|7.0|||1
IA|7840.0|510.0|379-6506|0.0|1.0|||114.0|27.4|252.2|83.0|21.44|160.2|92.0|7.21|4.4|||4.0|0
MA|108.0|415.0|347-7741|0.0|0.0|0.0|178.3|137.0||-3780.0||16.07||102.0|232.39999999999998|14.6|-100.0|3.94|0.0|0
VT|135.0|415.0|354-3783|0.0|0.0|0.0||||119.0|105.0|10.12|180.0|100.0||10.5||2.84|0.0|0
||408.0|401-7594|0.0|0.0|0.0|135.0||22.95|14688.0|106.0|15.61||8160.0|11.04|12.5|9.0|135.2|1.0|0
|4880.0||397-4976|0.0||0.0||94.0|28.99|173.7|109.0|14.76|9944.0||11.19|11.3|2.0|-61.0|80.0|0
||408.0|334-2577|0.0||0.0||65.0|40.48|187.2|||190.0|115.0|8.55|11.8|4.0||4.0|0
MI|36.0|510.0|400-3637|0.0|1.0|29.0|281.4|102.0|47.84|202.2|76.0|17.19||113.0|8.42||6.0|2.43|2.0|0
NM|93.0||383-4361|0.0|1.0|21.0|||-400.79999999999995|164.5||13.98||86.0|9.76|||2.65|1.0|0
9|141.0|415.0|371-4306|0.0||32.0|148.6|3640.0|-505.20000000000005|131.1|97.0|11.14|-4388.0|142.0|9.87|||2.73|1.0|0
UT|157.0|408.0|403-4298|9.0||0.0||90.0|||121.0|12.57|241.4|108.0|10.86|384.0|7.0|2.59|3.0|0
MI|120.0|408.0|409-3786|0.0|9.0||165.0|100.0|28.05|317.2|83.0|26.96|119.2|86.0|428.8|8.3|8.0||1.0|0
MA|103.0||337-4697|0.0|0.0|0.0|185.0||31.45|223.3|94.0|18.98|222.8|91.0|401.2|12.6|2.0|3.4|2.0|0
AL||408.0|383-1509|0.0|0.0|0.0|161.0|117.0|27.37|190.9|113.0||227.7|2260.0|10.25|12.1|4.0|3.27|4.0|0
DE|125.0|408.0|359-9794|0.0|0.0|0.0|126.7|108.0|21.54|206.0|3600.0|-350.20000000000005|247.8|2280.0|223.0||7.0||1.0|0
9|63.0|415.0|407-7035|0.0|0.0|0.0|58.9|125.0|10.01|169.6|59.0|14.42|211.4|88.0|9.51|9.4||2.54||0
ME||510.0|363-1069|1.0|1.0||||33.46|254.9|4880.0|21.67|138.3|126.0|||6.0|5.4|0.0|1
NJ|1280.0|510.0|391-4652||||162.6|6640.0||152.3||12.95||4880.0|2.59|14.2||3.83|1.0|0
NV|74.0|9.0|355-6837|0.0||0.0|282.5|114.0|48.03||48.0||170.0|115.0|7.65|9.4||2.54|1.0|1
|112.0|510.0|409-1244||1.0|36.0|||19.33||82.0|13.39||118.0|7.99|||2.7||0
ID|||328-3266|9.0|0.0|0.0|4796.0|125.0|||111.0|365.20000000000005|143.3|81.0||8.7|5.0||80.0|0
|46.0|9.0|352-7072|||0.0|4204.0||35.73||77.0|19.32|16008.0|9280.0|9.0|13.1||3.54|1.0|0
||408.0|370-7550|0.0|9.0|22.0|213.8|102.0|727.0|141.8|86.0|241.0|142.2|123.0|6.4|7.2||1.94|0.0|0
||510.0|369-5526|0.0|0.0|0.0||-2060.0|32.42|183.5|||17664.0|2060.0|795.1999999999999|9.8|-80.0|2.65||0
|193.0|415.0|329-4391|9.0|0.0|||124.0|29.05|132.3|95.0|11.25|112.9|89.0|5.08|11.6|3.0||1.0|0
9|130.0|510.0|408-4195|0.0|0.0|0.0|||26.21|8816.0|7840.0|9.37|9096.0|117.0|10.23|9.2|200.0|2.48|40.0|0
9|85.0|9.0|354-4445|0.0|0.0|0.0|201.4||||104.0|19.5|252.5||11.36|12.0|3.0|3.24||0
MS|162.0|9.0|335-4858|0.0|9.0|0.0|5656.0|108.0|12.02||87.0|13.39|154.8||6.97|9.1|3.0||4.0|1
MS|4880.0|510.0|414-8718||1.0|27.0|-3750.0||31.88|146.6||12.46|225.7|129.0|812.8|128.0|6.0||4.0|1
TX|||409-5939|9.0|0.0|0.0||90.0|15.59|193.7|2460.0|16.46|175.0|86.0|315.2||4.0|2.48||0
NE|131.0|408.0|331-4902|0.0|1.0|36.0||115.0|36.41||-2340.0|13.74||102.0|11.91|9.5|-80.0|2.57|3.0|0
NE|-1800.0|9.0|353-6870||0.0|0.0|145.5|92.0|24.74|217.7|114.0||146.9|123.0|6.61|10.9||2.94|3.0|0
9|6000.0|408.0|355-2909|0.0|0.0|0.0|166.3|||12656.0|||256.7||11.55|122.0|5.0|||0
NJ||415.0|390-6101|0.0||0.0|231.0|115.0|39.27|230.4|140.0|19.58|261.4|120.0|940.8||-60.0|2.57|1.0|0
TX|82.0|408.0|400-3446|0.0||0.0|-4006.0|96.0|-681.0|201.2|102.0|17.1|206.1|60.0|9.27|-142.0|1.0||4.0|0
AR|||411-5859|9.0||0.0|197.0|2180.0|33.49||128.0|17.22|206.4|80.0|9.29|9.1|10.0||1.0|0
AL||9.0|387-2919|1.0|0.0|0.0|2598.0||22.08|3466.0|83.0|14.73|247.2|130.0|-222.39999999999998|11.2|240.0|3.02|120.0|0
NY|75.0|415.0|374-8525||1.0|21.0|175.8|97.0|2391.2||106.0|18.49|||10.69|5.3|4.0|1.43|5.0|0
|91.0||379-5592|0.0||0.0|203.1||34.53|210.1|113.0|357.2|7824.0||8.8|12.0||64.80000000000001|3.0|0
AK||9.0|345-8237|9.0|1.0|36.0|183.2|117.0|31.14||76.0||263.3|71.0|11.85|11.2|8.0|3.02|1.0|0
NV|113.0|415.0|422-6690|0.0|1.0|23.0|16400.0|-2020.0|34.85|152.0|60.0|12.92|158.6||7.14|10.2|5.0|-55.0|2.0|0
|110.0|9.0|346-2359|0.0|0.0|0.0|148.5|115.0|25.25|||23.49|193.6|112.0|8.71|12.4|3.0|3.35|1.0|0
|120.0|415.0|374-3534|9.0||39.0|200.3|2720.0|||3880.0|18.73|253.8|-2320.0|913.6|10.5||2.84|0.0|0
MI|157.0|415.0|381-4756|0.0|1.0|28.0|192.6|107.0|32.74|195.5|5920.0|-332.40000000000003|109.7||395.20000000000005||5.0|1.84|3.0|0
VT||510.0|390-2805|0.0|0.0|0.0|19720.0|47.0|41.91||84.0|16.62|200.5|1920.0|180.39999999999998|11.7||3.16|1.0|0
VT|117.0|408.0|390-2390|9.0|0.0||||28.41|-3550.0|87.0|15.09|249.4|132.0|11.22||7.0|3.81|2.0|1
9|140.0|9.0|419-9097|0.0|0.0|0.0|231.9|101.0||160.1|94.0|13.61|110.4|7840.0|4.97|14.3||3.86|3.0|0
WA|127.0|408.0|386-7281|0.0|0.0|0.0||91.0||203.5|78.0||-4068.0|110.0|9.15|13.7|3.0|3.7|1.0|0
|||380-3561|1.0||0.0|271.5|87.0|46.16|216.3||18.39|121.1|105.0|5.45|468.0||3.16||0
LA|9680.0|408.0|390-8760|0.0|9.0||181.5|121.0|1234.4|218.4|7840.0|371.2|161.6|2060.0|7.27|8.5|5.0|2.3|1.0|0
RI|5800.0|408.0|366-6730|0.0||43.0|257.7||43.81|162.1||13.78|286.9|-1720.0||444.0||3.0|2.0|0
IA|113.0|408.0|395-5285|0.0|0.0|0.0|193.8|99.0|32.95|221.4|125.0||172.3|67.0|7.75|10.6|6.0|2.86||0
NE||415.0|354-3436|||0.0|102.8|119.0|17.48||91.0|1405.6|299.0||13.46|||2.73||0
|||336-7600||0.0|0.0|187.9|2320.0|31.94||4680.0|13.4|9092.0|-1720.0||7.5|6.0|2.03|-20.0|0
RI||415.0|383-6293|0.0|0.0|0.0|226.0|4480.0|38.42|-4970.0|118.0|21.12||142.0|6.32|6.9|11.0|1.86|1.0|0
|-1920.0|415.0|362-4596|0.0|9.0|0.0|260.4|115.0|44.27|11680.0||12.41|269.5||12.13|11.5|4.0|3.11|5.0|0
LA|151.0|408.0|401-3926|0.0|0.0|0.0|178.7|116.0|||138.0|1986.3999999999999|265.9||||4.0|53.0|0.0|0
OH|1660.0|415.0|370-9116|0.0|0.0||337.4|120.0||4548.0|||-3078.0|114.0|6.93|15.8|280.0|4.27|0.0|1
||510.0|328-6289|0.0|1.0|23.0|157.6|129.0||247.0|96.0|-420.0|259.2||11.66|13.7|2.0|3.7|0.0|0
|6.0|510.0|350-9994|0.0|0.0|0.0|183.6|117.0|31.21|256.7|72.0|21.82|178.6|79.0|8.04|204.0|2.0|55.0|1.0|0
|115.0|510.0|351-4616|0.0|1.0|480.0|142.1|124.0|||129.0|15.59|164.8|114.0|7.42|9.6|4.0|2.59||0
|87.0|415.0|360-5779||0.0||136.3|97.0|23.17|172.2|2160.0|14.64||101.0||142.0||76.8|0.0|0
VA|141.0|415.0|417-4885|0.0||0.0|217.1|110.0|2952.7999999999997|241.5|111.0|821.2|253.5|8240.0|11.41|12.0|6.0|3.24|0.0|0
|141.0||406-4710||1.0|36.0|187.5||31.88|241.4||1641.6|229.5|8400.0|413.2|10.5|5.0|227.2|3.0|0
MI|62.0|415.0|409-8743|0.0|||98.9||16.81|135.4|122.0|11.51|236.6|82.0|-213.0|12.2|1.0|3.29|1.0|0
|146.0|415.0|335-4584|0.0|0.0|0.0|4126.0|151.0|35.07|148.6|||167.2|7280.0|7.52|||1.65|1.0|0
9||415.0|361-9845|0.0|1.0|-660.0|243.1|92.0||213.8|92.0||228.7||10.29|12.1|2.0|3.27|2.0|0
GA||9.0|366-5699|0.0||31.0|189.8|2520.0|32.27|163.3|133.0|13.88|264.8||11.92|7.5|3.0|2.03|1.0|0
9|148.0|415.0|329-9364|0.0|9.0|-0.0|202.0||34.34|243.2|128.0|20.67|261.3||11.76|10.9|60.0||1.0|0
AZ|94.0|9.0|390-7434|0.0||38.0|-3402.0||28.92|193.3|116.0|16.43|105.9|2920.0|4.77|12.8|-80.0|3.46|1.0|0
AL||510.0|404-9680||0.0|0.0|230.9|87.0|39.25|187.4|90.0|15.93|154.0|53.0|6.93|6.3|2.0|1.7|0.0|0
CO||408.0|338-9398|9.0|9.0|0.0|-4742.0||40.31|223.5|105.0|19.0|97.4|79.0|4.38|13.2|2.0|3.56|1.0|0
9|64.0|408.0|394-2445|0.0|1.0||182.1|91.0|30.96|169.7|98.0|14.42||6880.0|-148.2|10.6|5.0|2.86|40.0|0
9|-500.0|415.0|381-2709|0.0|0.0|0.0||87.0|20.28|211.5|101.0|17.98|268.9||12.1|210.0|4.0||3.0|0
OR|65.0||397-5060||0.0|0.0|116.8|87.0|19.86|178.9|93.0|||150.0|8.21|14.1|2.0|3.81|1.0|0
LA|||415-2393|0.0|0.0|0.0||92.0|37.26|149.4|125.0|12.7|244.7|104.0|11.01|488.0|5.0|1.65|0.0|0
NE|94.0|415.0|377-1765|0.0|0.0||252.6|104.0||||14.37|-3418.0||7.69|11.1|7.0|3.0|2.0|0
MN|1240.0|415.0|409-2111|0.0|0.0|0.0|147.1|91.0|25.01||107.0|323.6|195.2||8.78|12.2|3.0|3.29|0.0|0
MI|127.0|415.0|401-3170|0.0|||202.1|103.0|34.36||86.0|19.5|195.2|113.0|8.78||3.0|3.11||0
AR|116.0|9.0|405-5681|0.0|0.0||3470.0||2360.0|194.1|76.0||208.0|112.0|9.36|16.2||4.37|60.0|0
KS|70.0|408.0|411-4582|0.0||0.0|232.1|122.0||292.3|112.0|994.0|201.2|112.0|9.05|0.0|0.0|0.0|3.0|0
|-1880.0|9.0|355-5009|1.0|1.0|23.0|197.1|125.0|33.51|214.5|10880.0|18.23||103.0|12.7|9.5|5.0|2.57|4.0|0
AK|-2520.0||372-3750|0.0|0.0|0.0||94.0|||4720.0|11.79|136.8|91.0|6.16|11.9|1.0|3.21|-100.0|1
NY|||405-2888|0.0||36.0|115.6||19.65|237.7|94.0|20.2|169.9|103.0|7.65|9.9|12.0|2.67||0
9|19.0|408.0|361-3337|9.0|0.0|0.0|186.1|98.0|-632.8||57.0|864.8000000000001|214.0|127.0|9.63|14.6|7.0|3.94|2.0|0
VA|170.0|510.0|350-1639|1.0|0.0|0.0|259.9|68.0|44.18|245.0|122.0||134.4|121.0|6.05|8.4||2.27|120.0|0
||415.0|333-3221|0.0|9.0|0.0|214.3||36.43|||||92.0|10.85|10.8|13.0|2.92|1.0|0
NY||408.0|422-1471||0.0|0.0|158.7|74.0|26.98|64.3|139.0|5.47|198.5|103.0|8.93|||2.75|1.0|0
AZ|93.0|9.0|399-7865|0.0||0.0||71.0|||108.0|19.5|77.3|121.0||10.9||2.94||0
WY|164.0|510.0|373-4819|0.0||0.0|160.6|8880.0|2184.0|163.2|||-3742.0|112.0||9.0||2.43|1.0|0
WA|51.0|9.0|338-6981|0.0|0.0|0.0|232.4|109.0|39.51|14992.0||15.93||8560.0|10.4||3.0|2.46|1.0|0
9|107.0|415.0|418-4365|0.0|||10704.0|85.0|22.75|180.5|94.0|15.34|112.2|115.0|5.05|8.9|4.0|2.4|0.0|0
|5200.0||359-5461|0.0|0.0|0.0|176.9|109.0|30.07|7256.0|104.0|7.71||69.0|10.71||2.0|2.57|1.0|0
KY|||375-3586||0.0|0.0|209.9|74.0|2854.4|195.1|77.0|16.58|4164.0|119.0|9.37|8.8|4.0|2.38||0
MT|94.0|415.0|407-8376|0.0|0.0|||118.0|23.38|203.2|88.0|17.27|150.0|131.0|-135.0||2.0||0.0|0
