STAN|CZAS_POSIADANIA|KOD_OBSZARU|NR_TEL|PLAN_MIEDZY|POCZTA_G|L_WIAD_POCZTA_G|DZIEN_MIN|DZIEN_L_POL|DZIEN_OPLATA|WIECZOR_MIN|WIECZ_L_POL|WIECZ_OPLATA|NOC_MIN|NOC_L_POL|NOC_OPLATA|MIEDZY_MIN|MIEDZY_L_POL|MIEDZY_OPLATA|L_POL_BIURO|REZYGN
ID|||350-8884|9.0|9.0|27.0|9820.0|-3475.0|||90.0|23.88|2232.5|1875.0|4.02|13.8|400.0|-93.25|1.0|0
VT|93.0|510.0|386-2923||||||32.42||5550.0||129.6|121.0|-145.75||3.0|54.75|3.0|0
VA|||356-2992|||33.0|189.7|||212.8||18.09|||||5.0|2.7||0
TX|73.0||373-2782||0.0|0.0|224.4|90.0|1907.5|159.5||||74.0|217.0|325.0||175.5|100.0|0
||415.0|396-5800|0.0|0.0|||5850.0|26.37||93.0|-509.25|208.8|||||286.0|0.0|0
CO|7700.0|9.0|393-7984||||62.4|89.0|10.61|||-361.0|5240.0|64.0|9.43|||38.5|5.0|1
9||415.0|358-1958|0.0||0.0|183.0|2800.0|777.75||||-4545.0|78.0|8.18|9.5|||0.0|0
|11100.0|9.0|350-2565|||0.0|110.4||1877.0|13730.000000000002|2550.0|11.67|18960.0|||7.7||2.08|2.0|0
9|132.0|510.0|343-4696|0.0|0.0||81.1||13.79|245.2|72.0||-5925.0|11500.0|10.67|515.0|-50.0||0.0|0
9|174.0|415.0|331-3698|9.0|0.0|0.0|124.3||-528.25|13855.000000000002|112.0|588.75|||||-125.0|4.19|3.0|0
9|57.0|408.0|357-3817|||39.0|21300.0|115.0|36.21|9555.0|-2800.0|-405.99999999999994|182.7|115.0|205.50000000000003|9.5|3.0|2.57||0
MT|54.0||418-6412|||||7300.0|22.83|155.5|-2500.0|13.22|102.1||-114.75|||3.97|3.0|0
9||9.0|353-2630|9.0|||190.0|5450.0|||-2100.0||-4537.5||||||0.0|0
|49.0|510.0|410-7789||0.0|0.0||117.0|1014.0|-5377.5||914.0|178.7|||1110.0|1.0|3.0||0
IL|142.0|415.0|416-8428||9.0|0.0|84.8||14.42|136.7|63.0|11.62|25050.0|-3700.0|11.27|355.0||||0
NH|3750.0|510.0|370-3359|0.0|9.0|0.0|226.1|2625.0|3844.0||2675.0|17.13||4900.0|11.08|||2.78|1.0|0
9||408.0|383-1121|||||121.0||31.2|115.0|66.25|29330.0|78.0|13.2|315.0|1000.0|||0
AZ|||360-1596|0.0|0.0|0.0||5900.0|42.43|252.4|119.0|1072.5|280.2|90.0||||3.19|100.0|1
||408.0|395-2854|||||94.0|3006.0|-4875.0|-1875.0|16.58|213.5||||400.0||0.0|0
9|72.0|415.0|362-1407|9.0|||220.0|-2000.0|||102.0||7640.000000000001||172.0|14.7||99.25|150.0|0
||408.0|341-9764|||30.0|-3657.5000000000005|128.0|1243.5|4062.5||||||14.5|||0.0|0
||9.0|353-3305|9.0|9.0|0.0|130.8|-1600.0|1112.0|5592.5|116.0|1901.0000000000002|227.8|||10.0|125.0|135.0||0
AK|6800.0|9.0|402-1381|9.0|1.0|33.0|20390.0|||187.6|99.0|797.5|-2542.5|||10.5|150.0|||0
NJ||408.0|332-9891|9.0|||140.4||23.87|271.8|9200.0|||108.0|-211.75000000000003||-225.0||1.0|0
9|||372-9976|0.0|0.0|0.0|126.3|102.0|1073.5|16680.0||14.18||3375.0|8.45|9.4|100.0|127.0|75.0|0
9||9.0|383-6029||9.0|41.0|4327.5|||||17.33|122.2|7800.0|5.5|-365.0|750.0|3.94|0.0|1
AR|34.0|510.0|353-7289||0.0|0.0|124.8|82.0|21.22|28220.0|2450.0||15575.0|3900.0|14.02|10.0|-100.0|270.0|50.0|0
|160.0|9.0|390-7274||0.0|0.0|||14.59|165.3|||8925.0|||919.9999999999999|-100.0||3.0|0
WI||9.0|352-1237||0.0|||1675.0||225.8|||||||3.0|23.75|25.0|0
OR|||353-3061|9.0||28.0|-3022.5||||92.0|18.11|163.1|||425.0|5.0||2.0|0
||415.0|363-5450|9.0|0.0|0.0||||162.6||||||13.2|5.0|3.56|3.0|0
|142.0|9.0|364-1995|0.0|0.0|0.0|187.0||31.79|||11.44||127.0||7.4|||2.0|0
||415.0|398-1294|9.0|0.0|0.0|||27.05||117.0|19.66|143.2|91.0|||3.0||5.0|1
9|97.0|415.0|405-7146|0.0|||133.2||22.64|-5430.0|58.0||70.6|||-275.0|||1.0|0
IA|||413-4957|0.0||-0.0|191.9|5400.0|3261.9999999999995||96.0|22.93|||||5.0|-52.75||0
||408.0|420-5645||9.0||220.6||37.5|211.1|5750.0|1794.0000000000002||129.0|1121.0|||||0
9|||349-4396||0.0|0.0|9305.0||3164.0|19020.0|||7070.0|57.0|636.5|11.4|-150.0|||0
UT|||404-3211||9.0||-4004.9999999999995|117.0|27.23|267.5||2274.0|11425.0||||250.0|2.51||0
|87.0|415.0|353-3759||0.0||151.0|-2075.0|25.67|||18.67||127.0|918.0|484.99999999999994|75.0||250.0|1
9||408.0|363-5947||||8775.0||29.84|||2119.0|13510.0|98.0|12.16|10.2|3.0|2.75||0
9||415.0|340-5121|0.0|0.0|0.0|126.9||1078.5|180.0|62.0|15.3||128.0|6.34|-200.0|200.0|2.16|1.0|0
9||9.0|370-7574|0.0|1.0||198.4|129.0|33.73|||6.4|181.2|3850.0|-203.75|145.0|-75.0|1.57|3.0|1
WI|68.0|415.0|403-9733||0.0|0.0|3720.0000000000005|70.0|2530.0|24650.0||20.95|-3245.0000000000005|-2575.0||302.5|3.0|3.27|-75.0|0
|125.0||355-7251|9.0|9.0|0.0|229.3||1948.9999999999998|177.4|||-4732.5|95.0|8.52||8.0||1.0|0
|||359-5893|||0.0|192.1|4850.0|816.4999999999999|169.9||14.44||54.0||285.0|4.0|3.08||0
|-2900.0|415.0|405-3371|9.0|||268.6|83.0|4566.0|178.2||||106.0|||3.0|||0
||9.0|344-5117||1.0|33.0|||32.93||96.0|20.92|138.0|9200.0|6.21||300.0|||0
SD|149.0|408.0|332-8160|0.0||||-2300.0|30.72||6400.0|15.96||53.0|11.95|12.6|3.0|3.4|150.0|0
||408.0|359-4081|0.0|0.0|-0.0|||||97.0|13.85||2650.0||8.2|-150.0|110.5|-50.0|0
|40.0|415.0|352-8305|||4100.0||1850.0|25.18|4237.5|88.0||5352.5|102.0|9.63|6.2|5.0|1.67|-50.0|0
WY||415.0|329-9847|||0.0||105.0||10640.0|2600.0||157.8|67.0|7.1|||2.51||0
9|113.0|408.0|365-9011|1.0|9.0|0.0|6260.0|93.0||206.4|||129.3|139.0|5.82|8.3|8.0|224.00000000000003|0.0|0
|6300.0|408.0|338-9472||||211.6|-1750.0|35.97|||18.44|||345.5||50.0||1.0|0
TX|150.0|510.0|374-8042|0.0||0.0|178.9|101.0|30.41|16910.0|-2750.0||-3715.0|100.0|||3.0|||1
NJ||9.0|359-1231|0.0|||-6045.0|93.0|4111.0||-2075.0|1449.0|7382.5||13.29||||300.0|0
||9.0|413-7170|0.0|1.0||224.9|||4705.0|84.0|1600.0||61.0||12.1|200.0|-81.75||0
|||415-2935|0.0|||248.6|8300.0|42.26||85.0||172.5|109.0|-194.0||-100.0|2.16|75.0|0
NV||415.0|399-4246||9.0|||146.0|864.5|11335.0||||2625.0|6.86|7.3|||1.0|0
9|85.0|9.0|362-5889|0.0|9.0|-0.0|235.8||40.09|15719.999999999998|9400.0||||||3.0|81.0||0
||415.0|350-8921|9.0|0.0|0.0|7855.0|90.0||223.3|72.0|18.98|9070.0|111.0||6.1|-50.0||100.0|0
9|||374-5353|0.0||||2725.0||181.0|100.0|769.5|-6752.500000000001|||11.7|4.0||0.0|1
NY|||360-1171||9.0|0.0|||10.47|77.1|||-4325.0|||||2.21|200.0|1
|46.0|9.0|355-8887|||0.0|214.1|72.0|36.4|164.4|2600.0|||113.0|399.5||75.0||-50.0|0
9|70.0||333-1967|0.0||0.0||98.0|||2550.0|1319.0|-5715.0|||||101.25|1.0|0
||415.0|354-4577|9.0|0.0||||3419.0|7587.5|74.0||224.0||||2.0|89.0||0
|2900.0|415.0|331-7425|1.0||0.0|215.4|||204.8||870.5|||626.5||250.0|85.0|3.0|0
|||419-2637||1.0|1250.0||3075.0|||||||7.91|11.0|||3.0|0
9|70.0|9.0|411-1530|0.0|9.0||||42.42||9800.0|22.07|222.7|68.0|10.02|9.8||66.25|50.0|0
TX|106.0||395-3026||9.0|0.0|5265.0|96.0|35.8||85.0|21.18|191.4|88.0|215.25|12.4|25.0|3.35||1
9|||388-6441|0.0|||8965.0||30.48|||960.0|323.0|1950.0|14.54|215.0|||0.0|0
||408.0|402-1251|9.0||-0.0||||155.0|101.0|13.18|4740.0||213.24999999999997||500.0|54.0||1
|111.0|510.0|412-9997||9.0|0.0|-5357.5|118.0|36.43||76.0|17.72|||8.21|||-81.0|-25.0|0
KY|||346-7302||1.0||||26.2|6170.0||10.49||57.0||10.9|9.0|147.0||0
||415.0|358-9095||0.0||-5947.5|||247.6||526.25|208.9||9.4|1390.0|-100.0||-25.0|1
DC|82.0|510.0|400-9770|9.0|0.0|||-1525.0|||105.0|16.57|||4.93|11.1|2.0|3.0|25.0|0
9||415.0|334-1275|0.0|0.0|0.0|203.4||-864.5|19090.0|104.0||196.0|119.0|8.82|-222.5|4.0||0.0|1
|80.0|415.0|340-4953|||0.0|124.3|||8650.0|107.0|14.71|253.2|62.0|||9.0|||0
|78.0|415.0|400-9510||9.0||25290.0|4650.0|42.99||112.0|15.16|263.9||11.88|9.5|175.0|-64.25|75.0|0
AZ|||387-6103|9.0|0.0|||71.0|761.25|4765.0|81.0|||||10.6||2.86||0
9|5200.0||366-4467|0.0|0.0|0.0|-6959.999999999999|106.0|||2825.0||163.2||183.5|245.00000000000003|||1.0|0
9|||370-3450|0.0||0.0|160.1|-2750.0|680.5|213.3|1800.0|||7200.0||13.0||87.75|0.0|0
|2475.0|415.0|327-3954|||0.0||87.0|-842.25||76.0||||859.0|8.7||-58.75|4.0|0
|12000.0|9.0|355-6291|9.0|0.0||212.1|131.0||5235.0|2600.0|17.8|167.2|96.0|7.52|5.3|5.0|1.43||1
ID|||362-9748|||0.0||72.0|2140.5|20570.0|3150.0|17.48|27520.0|5450.0|12.38|9.8||2.65|100.0|1
IA||510.0|379-6506|0.0|||161.2||27.4||8300.0|1072.0||92.0|7.21|||1.19||0
MA|108.0|9.0|347-7741|0.0|||||3031.0|189.0|||6455.0||-145.25|1460.0||197.0|-0.0|0
|||354-3783|0.0|0.0|||8200.0|25.79||105.0|505.99999999999994|180.0|100.0|8.1|||||0
9|95.0|408.0|401-7594||0.0||135.0|4950.0||183.6|2650.0|15.61|245.3||||450.0|3.38||0
9|122.0|9.0|397-4976||||170.5|94.0|724.75|173.7|2725.0|-369.0||7500.0||-282.5||3.05||0
|95.0|408.0|334-2577||9.0||-5952.5||4047.9999999999995|187.2|98.0|15.91||115.0|8.55||-100.0|||0
9|36.0||400-3637|0.0|1.0|29.0||10200.0|47.84||76.0|429.75000000000006|-4680.0||-210.5|9.0||2.43|2.0|0
|2325.0|510.0|383-4361|9.0|1.0||||20.04|||||86.0||9.8|300.0|2.65||0
9|||371-4306|0.0|||148.6||25.26|131.1||11.14||142.0|9.87|10.1||273.0|1.0|0
|157.0|408.0|403-4298|0.0||0.0||90.0||7395.0||12.57||108.0|-271.5||175.0|-64.75|3.0|0
|120.0||409-3786||0.0|0.0|165.0|100.0|28.05|317.2|83.0|2696.0||||8.3||2.24||0
MA||415.0|337-4697|||0.0|185.0|||||474.5|222.8|-2275.0|501.49999999999994||2.0|-85.0|2.0|0
AL|98.0|9.0|383-1509||0.0|0.0|4025.0|117.0|1368.5|||||-2825.0||-302.5|4.0|3.27|-100.0|0
DE|12500.0|408.0|359-9794|0.0|9.0|0.0||108.0|1077.0||90.0|17.51|247.8|114.0|11.15||||-25.0|0
9|3150.0|415.0|407-7035|9.0||0.0|1472.5|-3125.0|||59.0||-5285.0|4400.0|475.5||||-25.0|0
||9.0|363-1069|9.0|||196.8||33.46|6372.5|122.0|21.67|-3457.5000000000005|126.0|622.0||6.0|5.4|0.0|1
NJ|||391-4652|0.0|9.0|||||3807.5000000000005|-2725.0|12.95|57.5|122.0|2.59|14.2||3.83||0
9|74.0||355-6837|0.0||0.0||||-5497.5|48.0||170.0|115.0|||4.0|2.54|100.0|1
||510.0|409-1244||1.0|||2925.0|19.33|157.5|82.0||177.6|5900.0|199.75||3.0||2.0|0
|||328-3266|0.0|0.0||239.8||-1019.2500000000001|||456.50000000000006|||645.0|8.7|-125.0|2.35|50.0|0
9|-1150.0||352-7072||0.0|||4600.0|35.73|227.3|77.0||10005.0|-2900.0|-225.0|13.1|||-25.0|0
|2050.0||370-7550||1.0|550.0|213.8||36.35|-3545.0000000000005|86.0||14219.999999999998|123.0|-160.0|7.2|3.0|||0
|12100.0||369-5526|0.0||0.0|||3242.0|183.5|5850.0|390.0|||9.94|||132.5||0
MS|-4825.0|415.0|329-4391||0.0||170.9|124.0|||4750.0|||89.0|5.08|-290.0|75.0|3.13|100.0|0
NV|130.0||408-4195|||0.0|||26.21|110.2|||227.4||1023.0|9.2|5.0|2.48||0
AZ||9.0|354-4445|0.0||||52.0|34.24|229.4||1950.0|252.5||11.36||3.0|3.24|100.0|0
|162.0|9.0|335-4858|0.0||0.0|||12.02||8700.0||154.8|82.0||9.1|300.0|246.0|-100.0|1
||510.0|414-8718|0.0|1.0||187.5|12400.0|-797.0|146.6|-2575.0||225.7|6450.0|254.0||||4.0|1
|92.0||409-5939||9.0|||2250.0|15.59||123.0|823.0|175.0|8600.0|197.0||400.0|||0
9|131.0|408.0|331-4902|||36.0|214.2||-910.2499999999999|-4042.4999999999995|11700.0|||102.0|11.91|9.5|-100.0||3.0|0
|-2250.0|415.0|353-6870||9.0||145.5|92.0|2474.0|||462.5|146.9|123.0|-165.25|10.9|2.0||3.0|0
CA|75.0|408.0|355-2909|9.0|9.0||4157.5||28.27||86.0|672.5|6417.5||-288.75|6.1||165.0|1.0|0
NJ|3900.0|9.0|390-6101|9.0|||231.0|115.0|-981.7500000000001|230.4|140.0||261.4|120.0|11.76|9.5|||100.0|0
9|82.0|408.0|400-3446|0.0||-0.0||2400.0|851.2499999999999||102.0|1710.0000000000002||-1500.0||7.1|1.0|1.92|4.0|0
AR|16300.0||411-5859|9.0|0.0|-0.0|9850.0|-2725.0||202.6|6400.0|17.22|-5160.0|80.0||-227.5||61.5|1.0|0
AL|91.0||387-2919||0.0|||-2800.0|22.08||83.0||247.2|130.0|11.12|280.0||3.02||0
NY||415.0|374-8525|0.0||||97.0|1494.5||10600.0||237.5|134.0||132.5|4.0|||0
9|91.0|9.0|379-5592|||||||||17.86|195.6|129.0|||3.0|||0
AK|127.0|510.0|345-8237|9.0|9.0||183.2||||3800.0|10.78|26330.0|-1775.0||-280.0|8.0|3.02||0
|-2825.0|415.0|422-6690|0.0|1.0|-575.0|5125.0|5050.0||152.0||12.92|158.6|1475.0|7.14||||200.0|0
||9.0|346-2359|0.0||||115.0|25.25|6909.999999999999|84.0|23.49||112.0|8.71||3.0|3.35|1.0|0
9|120.0|9.0|374-3534||9.0|||68.0||||18.73|12690.0|116.0||10.5|4.0|||0
|-3925.0|9.0|381-4756|0.0|1.0|28.0|192.6||32.74|19550.0||16.62|5485.0||||5.0||150.0|0
9||9.0|390-2805|||0.0||||195.5|||20050.0|96.0||292.5|200.0|158.0|1.0|0
|117.0||390-2390|9.0|0.0|||86.0|28.41|177.5|-2175.0|15.09|249.4||11.22|14.1|7.0|381.0||1
||415.0|419-9097||0.0|0.0|231.9|||4002.5||13.61|11040.0|2450.0|497.0||6.0||3.0|0
9|||386-7281||0.0||7334.999999999999|||203.5||1730.0|5085.0|110.0|228.75|13.7||3.7||0
9||9.0|380-3561||0.0|0.0||4350.0|46.16|216.3|||12110.0||5.45|292.5|400.0|79.0|100.0|0
|121.0|9.0|390-8760||||181.5||30.86|218.4||||103.0|7.27||5.0|2.3||0
|-3625.0|9.0|366-6730||1.0|43.0||4850.0|43.81||2375.0||||12.91|11.1|4.0|-75.0|100.0|0
|-2825.0|408.0|395-5285|9.0|||193.8|2475.0||-5535.0|125.0||172.3||7.75||150.0|2.86||0
NE|||354-3436||0.0|0.0|||17.48|-5167.5|91.0|1757.0|299.0|105.0|13.46|10.1|||1.0|0
9||408.0|336-7600|9.0|0.0|||116.0||157.6|||||10.23||600.0||100.0|0
RI|||383-6293|||0.0|5650.0|112.0|38.42|248.5|||||6.32|6.9|11.0|||0
OK|9600.0|9.0|362-4596||0.0|0.0||||146.0|46.0|-310.25|269.5|87.0||||||0
9|-3775.0|9.0|401-3926||9.0|0.0||116.0|30.38|-7302.500000000001|138.0|620.75|265.9|||||||0
|-2075.0|9.0|370-9116||9.0|0.0|337.4|||227.4|11600.0|19.33|||346.5|1580.0||426.99999999999994|0.0|1
|139.0||328-6289|0.0|9.0|23.0|7880.0|129.0|669.75|||21.0|259.2||11.66|13.7|2.0|||0
9|||350-9994|0.0|0.0||||31.21|256.7|72.0|21.82|178.6|79.0|-200.99999999999997|1019.9999999999999|2.0|275.0|1.0|0
FL|2875.0|510.0|351-4616||1.0||-3552.5|124.0|-604.0|4585.0|3225.0||||||100.0|-64.75|1.0|0
||415.0|360-5779|0.0|9.0|0.0|136.3|97.0|23.17|172.2|||137.5|101.0||710.0||96.0|0.0|0
9|||417-4885|9.0|0.0|0.0|10855.0||36.91|241.5|||12675.0|103.0|11.41|600.0|6.0||0.0|0
|||406-4710|0.0|||187.5|99.0||24140.0||20.52|229.5||10.33|10.5|5.0|||0
MI||415.0|409-8743|0.0|9.0||98.9|103.0|16.81|-3385.0|122.0||236.6|||12.2|50.0|329.0|1.0|0
9||415.0|335-4584|0.0|0.0||10315.0||3507.0|148.6||12.63|167.2|2275.0|752.0|6.1|3.0|1.65|1.0|0
|92.0||361-9845|9.0||33.0|6077.5|9200.0|41.33|213.8|2300.0|1817.0000000000002|228.7|5200.0|10.29|12.1|2.0|||0
GA|9250.0|510.0|366-5699|0.0||31.0|189.8|||163.3|||264.8||11.92|750.0|-75.0|-50.74999999999999|1.0|0
|3700.0|415.0|329-9364|9.0||0.0|5050.0|-2550.0|||128.0|20.67|13065.0|2250.0|11.76|10.9|75.0||1.0|0
|94.0|408.0|390-7434|||1900.0||124.0|||116.0|||3650.0|4.77||100.0|3.46|-25.0|0
9||510.0|404-9680||9.0||23090.0|87.0||187.4|90.0|15.93|154.0|||6.3|2.0|||0
9|-1700.0|408.0|338-9398|0.0|0.0||237.1|5250.0|40.31||||97.4||4.38|||3.56|1.0|0
||9.0|394-2445|9.0||27.0|182.1|-2275.0|774.0|-4242.5||14.42|164.7|86.0||10.6|5.0|2.86||0
|||381-2709|9.0||0.0|2982.5||20.28||101.0|17.98|268.9||12.1||400.0|284.0|3.0|0
9|65.0|415.0|397-5060||9.0||116.8|87.0||178.9|9300.0||182.4||205.25000000000003|||||0
9|179.0|408.0|415-2393|9.0|0.0|0.0|10960.0||37.26|149.4||1270.0|-6117.5|5200.0||6.1||-41.25||0
9||415.0|377-1765|9.0|0.0|0.0||104.0|42.94|8450.0|6250.0|359.25|||384.5|||150.0||0
|62.0||409-2111|0.0||0.0|||25.01|190.4|107.0|16.18|-4880.0|115.0|8.78||3.0|-82.25|0.0|0
|||401-3170||9.0|0.0|202.1|103.0|1718.0|||975.0||113.0|8.78|11.5|||-50.0|0
||408.0|405-5681||9.0|0.0|17350.0|||4852.5|76.0|||112.0||16.2||4.37|75.0|0
KS||408.0|411-4582|0.0|9.0||-5802.5|122.0||||24.85||-2800.0||0.0||0.0|3.0|0
9||9.0|355-5009|9.0||-575.0|-4927.5||-837.75|214.5||18.23||||||128.5||0
|126.0|9.0|372-3750|9.0|9.0|0.0|58.2|4700.0||||-294.75||91.0|6.16|11.9|1.0||5.0|1
|67.0||405-2888|0.0|9.0|900.0|115.6||||-2350.0||169.9|103.0||||2.67|2.0|0
9|19.0|408.0|361-3337|0.0||0.0|4652.5||1582.0|254.3|57.0|||127.0|963.0000000000001|||3.94|2.0|0
VA|170.0||350-1639|1.0|9.0||25989.999999999996||44.18|245.0||-520.75|134.4|121.0|151.25||-75.0|-56.75||0
9|||333-3221||9.0|||145.0|36.43|6712.5|3375.0|570.5|24120.0|||10.8|||1.0|0
NY||9.0|422-1471|0.0||0.0|158.7|7400.0||-1607.5|-3475.0||19850.0|5150.0||10.2|200.0|137.5|1.0|0
|93.0|9.0|399-7865|||||71.0|46.17|5735.0|5400.0|19.5||121.0|3.48||3.0|||0
||510.0|373-4819|9.0|0.0|||2775.0|||126.0|13.87||112.0|8.42|-225.0||2.43||0
WA|51.0||338-6981|9.0|9.0|0.0|-5810.0||-987.75|187.4|95.0|||107.0|10.4|455.0||2.46|1.0|0
|2675.0|415.0|418-4365|9.0|0.0|0.0|133.8|2125.0|-568.75||94.0||112.2|115.0|252.5|8.9|4.0|120.0|0.0|0
|130.0|9.0|359-5461||0.0||176.9|109.0|30.07||2600.0|7.71|11900.0|69.0||9.5|100.0|2.57|1.0|0
|2000.0|408.0|375-3586||0.0|||74.0||||||||||||0
|94.0|415.0|407-8376|0.0|9.0|0.0||118.0|23.38|5080.0|||150.0||6.75|670.0|50.0|90.5|0.0|0
9|118.0||408-6496|0.0|9.0|23.0|28950.0|||166.6||354.0|||5.36|9.5|4.0|257.0|1.0|0
||9.0|385-7688|||23.0||86.0|842.0||86.0|752.5|180.5|92.0|||600.0|1.84||0
TN|78.0|9.0|332-6934|0.0||0.0|149.7|119.0|25.45|-4555.0|115.0||||||8.0|2.62||0
|208.0||378-3625|0.0||0.0|-8162.5|67.0|55.51||||18170.0|102.0|||6.0||-50.0|1
9|131.0||353-7292|9.0||26.0|292.9|10100.0|1244.75||-2425.0|1697.0|255.3||||7.0|3.73||1
|||399-6786||0.0||8300.0|6400.0||177.0|106.0|15.05||8900.0||||3.51||0
MN|||358-3261|0.0|9.0|24.0|-3642.4999999999995|7300.0|2477.0|220.5|136.0|936.9999999999999||9600.0|||5.0|||0
9||408.0|377-9932|||||101.0|30.99|||27.9||||||||0
MD|97.0|9.0|397-4030|9.0|9.0|0.0|218.0|86.0||||-391.0|240.5||10.82|6.4||1.73|3.0|0
9|||367-1062|0.0|9.0|||109.0|597.5|178.6|51.0|15.18||||-170.0||-46.0||0
WA|-3925.0|9.0|341-8467|9.0|||7634.999999999999|105.0|25.96||80.0||198.1||8.91||4.0|||0
MO|66.0||339-9453||9.0|1800.0|2667.5|3800.0|||77.0|-445.74999999999994||117.0|8.57||50.0|327.0|1.0|0
|3050.0||344-3388||0.0|||98.0|41.45|83.9|72.0|||84.0|8.09|685.0|8.0|||0
9||9.0|375-8013|0.0|9.0||194.4|2350.0|33.05|186.7|95.0|-396.75||||270.0||73.0|3.0|0
9||510.0|408-4142|0.0|0.0|-0.0|21390.0||||70.0|12.91|||11.7|12.2|500.0|3.29|3.0|0
RI||9.0|386-3671||0.0||217.2|112.0|36.92|-6167.5|89.0||226.1|89.0||||||0
9|||411-2284|0.0||0.0|241.1|72.0|40.99|15560.0|||9410.0|-2725.0|||10.0||100.0|0
AZ||510.0|346-7795|9.0|9.0|-0.0|20350.0|||247.6|2575.0|21.05|||8.74|||3.21|0.0|0
PA|82.0|9.0|333-5609|9.0|1.0|2400.0|7759.999999999999|131.0|26.38||||||5.51|||2.89|1.0|0
|-2150.0||405-1842||1.0|31.0|167.6||28.49|113.0||9.61|-6172.5|-3025.0|11.11|1220.0|150.0|329.0||0
FL|||366-6345||0.0||-5667.5||38.54|-5702.5|2875.0|19.39|73.2|93.0|||400.0|-118.75|-50.0|1
|-2325.0|9.0|337-9345|||0.0|179.3|93.0|30.48|178.6|98.0|15.18|225.2|131.0|||600.0|3.11||0
FL|-2325.0||328-6770|||||89.0|||||8625.0|120.0|7.76||300.0|2.94||0
FL|120.0||380-7321||0.0|||80.0|30.6|224.2|8200.0|19.06||9100.0|-298.5|4.7||||0
9|||375-1476||0.0|0.0||121.0|4253.0|26710.000000000004||1135.0||-2850.0|340.0||200.0|3.51||1
AL|106.0||356-1567|0.0||||121.0|37.91|110.1||9.36|4717.5||8.49||||0.0|0
WA|81.0|9.0|422-6685|0.0|0.0||183.6|116.0|31.21||98.0|-324.25||2475.0||1220.0|6.0||3.0|0
9|-3175.0|408.0|336-1090||1.0||166.0|11400.0|28.22|4362.5|||244.9||11.02|509.99999999999994|6.0|137.5||0
MS||9.0|343-2095||0.0|0.0||2800.0||272.9|96.0|580.0|||-247.75|110.00000000000001||59.5|100.0|0
9|-875.0||345-3934|0.0|0.0|0.0||113.0|25.38|6055.0|122.0|-514.75|174.3|10400.0||8.9|6.0||2.0|0
||408.0|338-8050|||0.0||97.0|11.12|168.2||14.3|236.0||10.62||1.0||2.0|0
9|1625.0||388-9568|||||||234.5|-2350.0|498.25|25010.0|||2.7||||0
|123.0||402-6591|||0.0|206.9|85.0|3517.0||||221.5|||770.0||2.08|3.0|0
|3150.0|408.0|403-6419|||27.0|||31.65||4150.0||76.5|139.0||9.6|3.0|-64.75||0
VA||415.0|386-9790|||||136.0|||||136.9||6.16|13.3|||4.0|0
9|-1125.0|9.0|378-5692|||-550.0|196.6||||9200.0|665.5|163.3||7.35||75.0|||0
9|93.0|408.0|360-3324|9.0|9.0|0.0|312.0|109.0||6470.0|100.0|1100.0|||978.9999999999999|10.5||||1
||415.0|410-3719|9.0|1.0||19900.0|110.0|||2775.0|24.76|19760.0||8.89|11.0||2.97||0
