STAN|CZAS_POSIADANIA|KOD_OBSZARU|NR_TEL|PLAN_MIEDZY|POCZTA_G|L_WIAD_POCZTA_G|DZIEN_MIN|DZIEN_L_POL|DZIEN_OPLATA|WIECZOR_MIN|WIECZ_L_POL|WIECZ_OPLATA|NOC_MIN|NOC_L_POL|NOC_OPLATA|MIEDZY_MIN|MIEDZY_L_POL|MIEDZY_OPLATA|L_POL_BIURO|REZYGN
9|11900.0|9.0|398-1294|0.0||||||231.3||19.66||||220.00000000000003|-75.0|119.0||1
9|||405-7146||1.0|-600.0|13319.999999999998||22.64||1450.0|-461.5|1764.9999999999998||159.0|-275.0|3.0|||0
IA||9.0|413-4957|9.0||0.0|9595.0|108.0|32.62|26980.0|96.0|||87.0|1066.0|780.0|5.0|-52.75||0
9|-1500.0|408.0|420-5645|0.0|0.0||220.6|||||17.94||129.0|11.21|6.8||1.84||0
9|10.0||349-4396||0.0|0.0|186.1|5600.0|31.64|190.2|3300.0|16.17|282.8|57.0|12.73|11.4|6.0|||0
||415.0|404-3211|0.0||0.0|160.2|117.0|680.75|267.5|||228.5|3400.0||9.3|5.0|62.74999999999999|50.0|0
WY||415.0|353-3759||0.0|0.0||83.0||10985.0|||203.9|12700.0||9.7|75.0|2.62|-125.0|1
IN|||363-5947|0.0|0.0||175.5|67.0||6232.5|85.0|529.75|270.2||12.16|509.99999999999994|300.0|275.0|1.0|0
|141.0|415.0|340-5121|0.0|0.0|0.0|126.9|98.0||4500.0|6200.0|15.3|140.8|128.0|6.34||50.0|54.0|1.0|0
|-3025.0|9.0|370-7574|9.0|9.0|30.0|198.4||33.73|||||77.0|8.15|5.8||39.25|3.0|1
WI|68.0|415.0|403-9733|0.0|0.0|0.0|148.8|70.0|25.3|246.5|||||5.84|12.1|3.0|||0
||408.0|355-7251|9.0|0.0|0.0||103.0|38.98|177.4|126.0||189.3||8.52||8.0|3.24||0
9|174.0||359-5893|9.0|9.0||-4802.5|97.0|32.66||94.0|14.44||54.0|7.5|11.4|400.0||1.0|0
CA|116.0|9.0|405-3371||1.0|34.0|268.6|83.0||178.2||-378.75|4157.5|||||3.13|50.0|0
|74.0|9.0|344-5117|0.0|1.0||193.7|91.0||246.1|9600.0|1046.0|6900.0|4600.0||||98.5||0
|149.0|408.0|332-8160|9.0|||180.7|||187.8|64.0||265.5|53.0|298.75||-75.0|3.4||0
|38.0||359-4081|0.0|0.0|||98.0|22.3||97.0|||106.0|715.0||600.0||2.0|0
WA|-1000.0|415.0|352-8305|0.0|||7405.0|74.0||169.5|88.0||10705.0||9.63||250.0|1.67|2.0|0
WY|2150.0|9.0|329-9847|9.0|||251.5|105.0||212.8||1809.0|157.8||7.1|9.3|||0.0|0
MN||408.0|365-9011||9.0||||-532.0|||17.54|129.3|6950.0||8.3|800.0|-56.00000000000001|-0.0|0
9||408.0|338-9472|||-0.0|211.6||||||153.5||6.91|7.8|25.0|2.11||0
TX|||374-8042||||17890.0|101.0|30.41|169.1|-2750.0||148.6|||13.8|3.0||4.0|1
NJ|138.0||359-1231|0.0||0.0|24180.0||41.11||||295.3|104.0|13.29|11.8|700.0|3.19||0
||510.0|413-7170|9.0|1.0|4600.0|11245.0|4850.0|38.23|188.2|||25460.0|61.0||12.1||163.5|0.0|0
NM||510.0|415-2935|||-0.0|12430.0|83.0||148.9|2125.0|||109.0|-194.0|8.0||2.16||0
|-2250.0|415.0|399-4246|9.0||0.0|203.4||34.58|226.7||19.27|152.4||6.86||400.0|49.25|-25.0|0
HI|8500.0|9.0|362-5889|9.0|0.0|0.0|11790.0|109.0|40.09|15719.999999999998|94.0|13.36|-4705.0||-211.75000000000003||3.0|||0
MN|50.0||350-8921||9.0|0.0|3927.5|||223.3|-1800.0|-474.5||2775.0|-204.0||||25.0|0
|2050.0|9.0|374-5353|9.0|||||51.05|181.0|||270.1|73.0|303.75|585.0|||0.0|1
NY|144.0|9.0|360-1171|||0.0|61.6|117.0||77.1||163.75|||7.79|8.2|7.0||200.0|1
MN|46.0|415.0|355-8887|9.0|0.0|0.0||72.0|-910.0|||-349.25|177.5|113.0|399.5|8.2||2.21|2.0|0
MD|3500.0||333-1967||0.0|0.0|||2893.0|155.2||659.5|5715.0|76.0|1029.0|375.0||4.05||0
WV|144.0|9.0|354-4577|0.0|0.0|||99.0|854.75|303.5||25.8|224.0||10.08|660.0||3.56|100.0|0
|116.0||331-7425|1.0|||||36.62|204.8|79.0||6962.5||||5.0|3.4||0
||9.0|419-2637||1.0|25.0|8280.0|123.0||136.1|2375.0||175.7|90.0|-197.75|||||0
9|||411-1530||1.0|24.0|249.5|101.0|4242.0||98.0|22.07|11135.0|-1700.0||-245.00000000000003|4.0|-66.25|100.0|0
TX||510.0|395-3026|0.0|||10530.0|96.0|35.8||85.0|21.18|||8.61||1.0|3.35|200.0|1
|128.0|510.0|388-6441||9.0|725.0||-2600.0|762.0|||19.2|323.0|1950.0||8.6|-175.0|-57.99999999999999|-0.0|0
9|||402-1251|0.0|0.0||7895.0|2625.0||3875.0|||18960.0|84.0|213.24999999999997|400.0|||4.0|1
WV||9.0|412-9997||0.0|0.0|10715.0|5900.0|36.43||76.0|-443.0|18240.0|-2450.0|821.0000000000001|12.0|2.0||50.0|0
9|3700.0||346-7302|0.0||35.0|7705.0|104.0||123.4|8400.0|-262.25|202.1|5700.0|||9.0|||0
NJ|128.0||358-9095||0.0|-0.0|23790.0|125.0|4044.0|247.6|93.0|2105.0|||470.0||200.0||1.0|1
|8200.0||400-9770|0.0||0.0|7195.0|3050.0|1223.0|194.9|2625.0|16.57|||4.93|1110.0|-50.0|75.0||0
|-3875.0|415.0|334-1275|0.0|0.0||203.4||34.58|190.9||811.5|9800.0|119.0|8.82|8.9||||1
9|-2000.0||340-4953|||-0.0|||21.13|17300.0||||62.0|569.5|7.9|9.0|||0
ME||9.0|400-9510||9.0|0.0||93.0||178.4|112.0|379.0|6597.499999999999||11.88|||2.57|150.0|0
AZ|4500.0|415.0|387-6103||9.0|0.0||71.0|30.45|||16.2|12770.0|91.0|5.75|10.6|350.0||-75.0|0
9||9.0|366-4467|0.0|0.0|-0.0||||81.0|113.0||163.2||367.0|9.8|500.0|2.65||0
|-1825.0|415.0|370-3450|0.0|0.0|0.0|||680.5|||18.13|174.1|3600.0|||4.0|87.75|0.0|0
|99.0||327-3954||0.0|0.0|198.2||1684.5|10365.0||17.62||113.0|859.0||300.0|58.75|4.0|0
9|120.0|408.0|355-6291||9.0||||901.5||104.0|17.8|4180.0|96.0||132.5|5.0|-35.75||1
9|||362-9748||9.0|0.0||72.0|42.81|205.7||||5450.0||9.8|350.0||2.0|1
|98.0||379-6506|||21.0||114.0|685.0||4150.0|1072.0||92.0|-180.25|220.00000000000003|800.0||4.0|0
MA||415.0|347-7741||0.0|0.0||137.0|||76.0|16.07|129.1|||365.0||||0
9|||354-3783||0.0|0.0||82.0||11900.0|105.0|-252.99999999999997|9000.0|100.0||10.5||2.84|0.0|0
|2375.0|408.0|401-7594|9.0||0.0||99.0||||15.61|||1104.0|12.5||3.38|1.0|0
9|||397-4976|||0.0|170.5|9400.0|-724.75||5450.0||24860.0|-1875.0||11.3|2.0|76.25||0
9|||334-2577||9.0||-5952.5|65.0|40.48|||15.91||2875.0|-213.75000000000003||4.0|3.19||0
|||400-3637|9.0|1.0|||-2550.0|47.84|20220.0||17.19|187.2|2825.0|8.42||6.0|-60.75000000000001||0
|93.0|510.0|383-4361|0.0||525.0|117.9|131.0|20.04|164.5|115.0|1398.0|21700.0|86.0|9.76|9.8|||100.0|0
9|3525.0|9.0|371-4306||9.0|32.0|14860.0||1263.0|131.1|||219.4|-3550.0|986.9999999999999|||||0
9|157.0|408.0|403-4298||9.0|0.0|5745.0||||12100.0||241.4||10.86||||3.0|0
||9.0|409-3786|0.0|0.0|||100.0|||8300.0|26.96||86.0|5.36||8.0||25.0|0
|||337-4697|9.0||||117.0||22330.0|94.0|949.0||91.0||12.6|-50.0|3.4|100.0|0
||9.0|383-1509|9.0||0.0|||2737.0|190.9|113.0|16.23|227.7|113.0|10.25|605.0|4.0|327.0||0
|||359-9794||9.0||126.7||21.54||2250.0|17.51|||11.15|||3.59||0
9|-1575.0||407-7035||0.0|0.0|1472.5||10.01|||721.0|-5285.0||9.51|235.0|||100.0|0
|36.0|510.0|363-1069||9.0||196.8|8900.0|33.46||-3050.0||138.3|126.0||||135.0||1
NJ||9.0|391-4652||0.0|0.0|162.6|||7615.000000000001|2725.0||1437.5||2.59|14.2|75.0||1.0|0
|||355-6837|9.0|0.0|-0.0||-2850.0|48.03|5497.5|48.0|||115.0||9.4|4.0||25.0|1
MO|||409-1244||1.0|36.0|2842.5|||157.5||1339.0||5900.0||||67.5||0
ID|97.0||328-3266|0.0|9.0|0.0|11990.0|6250.0||10740.0|111.0|1826.0000000000002|143.3|||8.7||||0
9|46.0||352-7072|0.0||0.0|10510.0|4600.0|35.73|227.3||19.32|200.1||450.0||||1.0|0
|41.0|9.0|370-7550||1.0|2200.0|213.8||1817.5|14180.000000000002|86.0|12.05||123.0|640.0||-75.0|1.94|-0.0|0
MD||9.0|369-5526|0.0|0.0|0.0|-4767.5|2575.0|3242.0|||1560.0|11040.0|||||2.65||0
9|193.0|415.0|329-4391||0.0|||124.0|29.05|132.3||1125.0||89.0|508.0||3.0|||0
NV|||408-4195|9.0||||119.0|1310.5|5510.0|||5685.0|117.0|10.23|459.99999999999994|5.0|2.48||0
AZ|2125.0|408.0|354-4445|0.0|0.0|||2600.0|||104.0||||568.0|300.0|3.0||100.0|0
||415.0|335-4858|0.0|0.0|0.0|1767.5||300.5|-3937.5|2175.0|13.39|154.8||6.97||3.0|2.46|4.0|1
MS||9.0|414-8718|0.0||27.0||6200.0|3188.0|146.6|||||10.16||6.0|1.73|4.0|1
TX|92.0|408.0|409-5939|||0.0|||15.59|-4842.5|-3075.0|16.46|8750.0|86.0|7.88|9.2|4.0|||0
NE|131.0|408.0|331-4902|0.0|9.0|36.0|-5355.0|115.0||16169.999999999998|||264.7|2550.0|595.5|475.0|4.0||-75.0|0
9|9000.0|9.0|353-6870|0.0|0.0|-0.0||2300.0|2474.0|10885.0|114.0||146.9|123.0|165.25|10.9|||3.0|0
9|||355-2909|0.0|9.0||||28.27|15819.999999999998|86.0||6417.5|80.0|-288.75|6.1|125.0||-25.0|0
9|78.0||390-6101||||231.0||39.27||14000.0|19.58|||||||50.0|0
TX|||400-3446|9.0|0.0||200.3|9600.0|3404.9999999999995||102.0|1710.0000000000002||60.0|9.27||1.0||4.0|0
|163.0||411-5859|0.0|||-4925.0|5450.0|33.49|202.6|128.0|861.0|206.4||-232.24999999999997||||100.0|0
AL||9.0|387-2919||0.0||6495.0|112.0|552.0|17330.0||14.73|||1112.0|11.2|75.0|3.02||0
||9.0|374-8525|||-525.0|||29.89|5437.5|106.0||23750.0|134.0|10.69|5.3|4.0|71.5|125.0|0
||510.0|379-5592|9.0|0.0|0.0|-5077.5|106.0|34.53|210.1|-2825.0||195.6|129.0|440.00000000000006|||162.0|-75.0|0
AK||9.0|345-8237|0.0|9.0|36.0|4580.0|||6340.0|7600.0|10.78|||||8.0|3.02||0
||9.0|422-6690||1.0|-575.0||5050.0|34.85|7600.0|60.0|12.92|158.6|||10.2|5.0|||0
DE|110.0|510.0|346-2359||9.0||148.5|115.0||276.4||23.49|||-217.75000000000003|620.0||3.35|-25.0|0
||415.0|374-3534|0.0|1.0|39.0|200.3||34.05|220.4|4850.0|468.25||||10.5||||0
||415.0|381-4756||1.0||192.6|5350.0|3274.0|4887.5|1850.0|1662.0|109.7|-3475.0|||5.0|1.84|3.0|0
VT|2575.0|510.0|390-2805|9.0|||-6162.5|47.0|2095.5|4887.5|||10025.0|9600.0|||4.0|3.16||0
VT|117.0|9.0|390-2390|1.0|||8355.0||-710.25||87.0||24940.0|132.0|561.0|352.5|7.0|95.25|2.0|1
||415.0|419-9097|9.0|9.0|0.0|11595.0|||||13.61||98.0|||6.0|3.86||0
9|||386-7281|0.0|9.0|0.0|146.7|91.0|24.94|||17.3||110.0|||3.0|||0
UT|83.0||380-3561|9.0|9.0|-0.0|271.5||46.16|||18.39||10500.0||11.7|4.0||1.0|0
LA||408.0|390-8760||0.0|||121.0|771.5|-5460.0|9800.0|463.99999999999994|161.6|103.0|||125.0|||0
RI|-3625.0||366-6730||1.0|43.0|257.7|2425.0|1095.25|4052.5||||86.0|12.91|1110.0|100.0|||0
|11300.0|9.0|395-5285|0.0|9.0||19380.0|4950.0|3295.0000000000005|221.4|125.0|-470.5|172.3|||||||0
NE|-2925.0||354-3436|0.0|9.0||102.8||17.48||2275.0||14950.0||13.46|10.1|||1.0|0
|65.0|9.0|336-7600|||0.0|18790.0|||157.6|11700.0||11365.0|86.0|10.23|||50.74999999999999||0
RI||9.0|383-6293|0.0||0.0|||3842.0||118.0|21.12||3550.0|316.0|6.9|11.0|-46.5||0
OK||9.0|362-4596|0.0|0.0|0.0|6509.999999999999|115.0||||12.41|269.5||12.13|575.0||311.0||0
|3775.0||401-3926|9.0|9.0|0.0||116.0||-7302.500000000001|13800.0|24.83||5050.0|1197.0|980.0000000000001||||0
|4150.0||370-9116|9.0||0.0|33740.0|6000.0|57.36||116.0||15390.0|||||||1
|139.0||328-6289||9.0|23.0|15760.0|-3225.0|26.79|247.0||2100.0||5600.0|11.66||2.0|-92.5|0.0|0
9|-150.0|9.0|350-9994|0.0|0.0|0.0|9180.0|117.0||256.7|72.0|1091.0|178.6|79.0||10.2|2.0|||0
|115.0||351-4616|9.0|9.0||142.1|||183.4||389.75|-4120.0||185.5|240.0|-100.0|||0
|||360-5779|0.0|9.0|||||-4305.0||366.0|137.5|-2525.0||177.5|||0.0|0
|7050.0||417-4885||||217.1|||241.5||||||12.0|300.0|||0
IA|||406-4710|||1800.0|||31.88||116.0|20.52|229.5||10.33|-262.5||2.84|3.0|0
||415.0|409-8743|||0.0|98.9||16.81||6100.0||||||1.0||1.0|0
OK|146.0||335-4584||0.0||206.3|151.0||7430.0|4450.0||-4180.0|91.0|7.52||3.0|82.5||0
9|-2300.0|415.0|361-9845|9.0|9.0|33.0|12155.0|92.0||213.8||18.17|||10.29|||3.27|2.0|0
|185.0||366-5699|0.0|9.0|31.0|189.8|||163.3|133.0|694.0|13240.0|126.0|11.92|7.5|3.0|2.03||0
|148.0||329-9364||0.0|-0.0|202.0||34.34|-6080.0|12800.0|1033.5||2250.0|11.76|272.5|3.0|||0
AZ||9.0|390-7434|9.0|9.0|38.0|170.1|6200.0||||16.43|2647.5|73.0|4.77|-320.0||||0
AL||9.0|404-9680||9.0|0.0||2175.0|||90.0|15.93||||||170.0|0.0|0
CO|68.0|408.0|338-9398|0.0|0.0|0.0|237.1|2625.0|||105.0||97.4|||13.2|||1.0|0
NH|||394-2445|0.0||||||169.7|4900.0|14.42|||7.41||-125.0|2.86|2.0|0
NM|25.0|9.0|381-2709||0.0|0.0|119.3||20.28|5287.5|10100.0|17.98|268.9||1210.0||100.0|2.84|3.0|0
OR||9.0|397-5060|0.0|0.0|||8700.0||-4472.5|4650.0|15.21|4560.0|7500.0|8.21|||3.81||0
9|8950.0|408.0|415-2393|9.0|9.0|0.0|219.2|-2300.0|37.26|-3735.0||||104.0||6.1|5.0|-41.25|-0.0|0
|94.0|415.0|377-1765|0.0||-0.0|252.6|||169.0|125.0|1437.0|170.9||7.69|11.1|||2.0|0
MN|||409-2111|9.0|9.0|-0.0|147.1||-625.25||107.0||195.2||8.78|12.2||329.0||0
9||9.0|401-3170|0.0|||202.1|-2575.0|34.36|||19.5||113.0|438.99999999999994||3.0|3.11||0
|5800.0|408.0|405-5681|9.0|||173.5|93.0|||76.0||208.0|-2800.0|9.36|16.2||4.37|3.0|0
|70.0|408.0|411-4582|0.0||0.0|232.1|122.0|3946.0||112.0|1242.5|||226.25000000000003|-0.0||0.0||0
WV|94.0|510.0|355-5009||9.0|-575.0||||214.5|6800.0||282.2|103.0|12.7|9.5||2.57|4.0|0
9|||372-3750|0.0||0.0|1455.0||||||136.8||||1.0|3.21||1
9|67.0||405-2888|9.0|1.0||5780.0|5550.0||237.7|94.0|20.2|169.9|10300.0|7.65|-247.5|300.0|267.0|2.0|0
|19.0||361-3337|0.0|9.0|0.0|||-791.0||||214.0||963.0000000000001|-365.0|175.0|394.0|2.0|0
VA|4250.0||350-1639|9.0||0.0||||245.0|6100.0||13440.0||6.05|||2.27|3.0|0
|3650.0|9.0|333-3221||0.0|||145.0|36.43|268.5|6750.0||241.2|2300.0||1080.0|13.0|||0
NY|10600.0|408.0|422-1471|9.0|9.0|0.0|||26.98|64.3|13900.0|5.47|19850.0|||1019.9999999999999|-100.0|2.75||0
AZ|93.0||399-7865|9.0|0.0||27160.000000000004|71.0|4617.0|22940.0|||77.3|||272.5|3.0||2.0|0
|164.0|9.0|373-4819|9.0|0.0|0.0||-2775.0||16319.999999999998||346.75|187.1||8.42|225.0|-75.0|||0
9|-1275.0||338-6981|0.0|0.0|0.0|11620.0||39.51||95.0||231.2||1040.0|9.1|-75.0|2.46||0
CO|107.0||418-4365|0.0||0.0|13380.000000000002|85.0||180.5|||112.2|115.0|||4.0|||0
|||359-5461|0.0||||10900.0|30.07|||||69.0|10.71|9.5||2.57||0
KY|80.0||375-3586|9.0||0.0||3700.0||9755.0|1925.0||208.2|||8.8|4.0|2.38|200.0|0
|4700.0|9.0|407-8376|0.0|0.0|-0.0|137.5|-2950.0||203.2|4400.0|17.27|3750.0|6550.0|675.0||||0.0|0
9||408.0|408-6496|9.0|1.0|23.0|289.5|52.0||166.6||1416.0||||475.0||2.57||0
9||415.0|385-7688|0.0|1.0|23.0||-2150.0|-842.0||86.0|15.05|180.5|||6.8|6.0|184.0|1.0|0
TN||9.0|332-6934|0.0|||149.7|5950.0|25.45|4555.0|115.0|15.49||12600.0|11.77|9.7|800.0||0.0|0
||9.0|378-3625|9.0|0.0|0.0|16325.0|1675.0|||113.0|-374.75|-4542.5||-204.5|10.7|||50.0|1
|-3275.0||353-7292|1.0|9.0|1300.0||5050.0||199.7||16.97||127.0|11.49|13.8|7.0|3.73|-100.0|1
DC|63.0|9.0|399-6786||0.0||83.0|64.0||||||2225.0|||3.0|175.5|0.0|0
9|5300.0|415.0|358-3261|9.0|||145.7|||220.5|3400.0||249.9|2400.0||||3.54||0
|6200.0|9.0|377-9932|0.0||||2525.0|||2325.0|2790.0|245.0||11.03|-280.0|-25.0|302.0||0
|||397-4030|0.0||0.0||||184.0|4700.0|15.64|240.5|5500.0|10.82||8.0|173.0||0
|105.0||367-1062|0.0|0.0|0.0|140.6|109.0|23.9|178.6|-1275.0|||8300.0|9.76|||1.84||0
WA|||341-8467||||152.7|105.0|25.96|||547.25||-2325.0|222.75|9.4|4.0|2.54|50.0|0
MO||415.0|339-9453|0.0|9.0|36.0|2667.5|-1900.0|||7700.0|||||||163.5|1.0|0
9|||344-3388|9.0|9.0|0.0|243.8||41.45|2097.5|7200.0|713.0|179.8|2100.0||13.7|400.0|3.7||0
OR||9.0|375-8013||0.0||9720.0||1652.4999999999998|-4667.5|95.0|-396.75||90.0||10.8|-125.0|||0
|106.0|510.0|408-4142|||0.0|5347.5||36.36|151.9|-1750.0|12.91|||11.7||5.0|||0
RI||9.0|386-3671|0.0|0.0||217.2||||89.0|20.97|226.1|||15.8|||150.0|0
|||411-2284|0.0|0.0|0.0|||1024.75|||-330.75||||11.6||3.13|1.0|0
AZ|144.0|9.0|346-7795|9.0|0.0|||||||526.25||94.0|874.0|||||0
9|||333-5609|0.0|9.0||15519.999999999998|131.0|26.38|244.5||-519.5|122.4|-1700.0|5.51||3.0|2.89|1.0|0
|86.0|9.0|405-1842|||1550.0||139.0|28.49|5650.0|5900.0|240.25|246.9||11.11|305.0|6.0|||0
9|70.0||366-6345|9.0||-0.0||||22810.0|||||3.29||4.0|4.75|2.0|1
|93.0||337-9345||0.0|||93.0||178.6|98.0|15.18||131.0||||3.11|3.0|0
FL||9.0|328-6770|0.0|9.0|0.0|3785.0|||186.4||||6000.0|-194.0||300.0|2.94|0.0|0
9|6000.0|415.0|380-7321|||0.0|180.0|80.0|||82.0||265.4||11.94||175.0|1.27||0
|136.0|415.0|375-1476||0.0||250.2||42.53|||-567.5|151.0|5700.0|340.0||100.0||100.0|1
9||415.0|356-1567|9.0||0.0|||||98.0|9.36||||7.1|1200.0|1.92|0.0|0
|4050.0||422-6685|0.0|9.0|||-2900.0|31.21|152.6|98.0|12.97||99.0|9.55||||75.0|0
||9.0|336-1090||9.0|1100.0||11400.0|705.5|17450.0|||244.9|68.0|||6.0||-25.0|0
|-1625.0||343-2095|0.0|0.0|-0.0||-2800.0||27289.999999999996|96.0||220.2||247.75|110.00000000000001|-50.0|119.0|25.0|0
9|3500.0|9.0|345-3934|0.0|9.0|0.0||||||2059.0|174.3|-2600.0|7.84|-222.5|||2.0|0
|88.0|9.0|338-8050|9.0||0.0|65.4|||168.2|76.0|14.3|5900.0|2825.0|-265.5|-345.0|1.0|3.73|2.0|0
|||388-9568||0.0|0.0|10670.0||36.28||94.0|19.93||||2.7||0.73|50.0|0
|123.0||402-6591||||||3517.0|||520.0|-5537.5||9.97|7.7|2.0|2.08|300.0|0
||9.0|403-6419|9.0||1350.0|||-791.25|189.6||||139.0|3.44||||50.0|0
VA|104.0|415.0|386-9790|9.0|9.0|23.0|280.2|6800.0|1190.75|220.5||18.74|13690.0||154.0|1330.0||3.59|100.0|0
|1125.0||378-5692|0.0||2200.0||84.0|1671.0|31320.0|92.0|1331.0|||||3.0|160.5|0.0|0
|4650.0|408.0|360-3324||0.0|||109.0|53.04||100.0||217.6|74.0||-262.5||2.84|0.0|1
