STAN|CZAS_POSIADANIA|KOD_OBSZARU|NR_TEL|PLAN_MIEDZY|POCZTA_G|L_WIAD_POCZTA_G|DZIEN_MIN|DZIEN_L_POL|DZIEN_OPLATA|WIECZOR_MIN|WIECZ_L_POL|WIECZ_OPLATA|NOC_MIN|NOC_L_POL|NOC_OPLATA|MIEDZY_MIN|MIEDZY_L_POL|MIEDZY_OPLATA|L_POL_BIURO|REZYGN
ID|12800.0||390-7274|9.0|0.0||85.8||14.59||-2200.0|14.05|178.5|92.0|8.03|9.2|-80.0|2.48|240.0|0
9|64.0||352-1237||0.0||154.0|67.0|||118.0||265.3|86.0|-238.79999999999998|3.5||19.0|1.0|0
|-1180.0|408.0|353-3061|0.0|1.0|||7760.0||213.0|92.0|-362.2|163.1||7.34|8.5|100.0|||0
MI|-1300.0||363-5450|0.0|0.0|0.0|211.3||35.92||122.0|552.8|134.7|9440.0||1056.0|5.0|3.56|-60.0|0
|142.0|9.0|364-1995|9.0||0.0|187.0|2660.0|31.79|134.6|74.0|||2540.0|10.9||5.0||2.0|0
|119.0|415.0|398-1294|0.0|9.0||159.1|114.0|27.05|231.3||19.66||91.0||||2.38|5.0|1
WY||415.0|405-7146|0.0||24.0||135.0|22.64|4344.0|58.0|-369.20000000000005|70.6|79.0||11.0|3.0||40.0|0
IA|52.0||413-4957|0.0|9.0||191.9|||269.8|96.0|22.93|4736.0|87.0|10.66|||2.11|3.0|0
IN|60.0||420-5645|9.0|0.0|0.0||57.0|37.5||115.0|17.94|249.0|129.0|224.20000000000002||3.0|1.84||0
VA|10.0|9.0|349-4396|0.0|0.0||186.1|112.0|31.64|7608.0|66.0|16.17|-5656.0|57.0||11.4||123.2|40.0|0
|96.0|415.0|404-3211|||0.0|160.2|4680.0|27.23|267.5||22.74||68.0|||400.0|2.51||0
9||415.0|353-3759|0.0|9.0||151.0|83.0||219.7|4640.0|373.40000000000003|203.9||9.18|9.7|3.0|2.62|5.0|1
|81.0|9.0|363-5947|0.0|0.0|0.0|175.5|5360.0|29.84||85.0||||12.16||240.0|2.75||0
CO|141.0|415.0|340-5121||0.0||10152.0|98.0|21.57||62.0|15.3|140.8|-2560.0|6.34||2.0||80.0|0
|||370-7574||1.0|||129.0||75.3|77.0|6.4|181.2||8.15|5.8||62.800000000000004|3.0|1
WI|68.0|415.0|403-9733|9.0|||-2976.0|70.0|25.3||164.0|20.95|129.8|103.0|-116.8|-242.0|||120.0|0
OK|125.0|408.0|355-7251||9.0||229.3||38.98|177.4|2520.0||-3786.0||8.52|12.0|8.0||1.0|0
9|174.0|408.0|359-5893|0.0|0.0||192.1||-653.1999999999999||94.0|14.44|6664.0|54.0|7.5||4.0|3.08||0
9|116.0||405-3371|0.0|9.0|34.0|268.6|83.0|45.66||2840.0|15.15|166.3||||3.0|||0
9|74.0||344-5117|9.0|1.0||193.7||32.93||3840.0||138.0||6.21|14.6||3.94|2.0|0
SD|2980.0|408.0|332-8160|||28.0||1840.0|30.72|187.8||15.96||53.0|11.95||||3.0|0
NC||9.0|359-4081|0.0||0.0|131.2|98.0|22.3|162.9||13.85|159.0|106.0|7.15||6.0|||0
9|||352-8305||1.0||148.1||503.6|169.5|88.0|14.41|214.1||192.60000000000002||5.0|1.67|-40.0|0
WY|43.0||329-9847||0.0||||42.76|4256.0||-361.8|157.8|67.0||9.3|4.0|2.51|0.0|0
MN|113.0|408.0|365-9011||0.0||-2504.0||21.28|206.4|||129.3|139.0|-116.4|8.3|8.0|2.24|0.0|0
UT|126.0||338-9472|0.0|||||35.97|216.9||18.44|153.5||6.91|7.8|20.0|2.11|1.0|0
9|-3000.0||374-8042|0.0|0.0|0.0|-3578.0|4040.0|30.41|3382.0|110.0|14.37|2972.0|2000.0|6.69|552.0|3.0|3.73|4.0|1
9|-2760.0|408.0|359-1231|0.0|0.0|0.0|241.8||3288.8||83.0|-289.8||104.0|13.29|236.0|7.0|127.6|3.0|0
MN|162.0|510.0|413-7170||1.0|3680.0|224.9|3880.0||188.2||16.0||61.0|11.46|242.0|2.0||0.0|0
||510.0|415-2935|0.0||0.0|248.6|1660.0|42.26|11912.0|1700.0|253.2||109.0||||2.16|120.0|0
NV|90.0|415.0|399-4246|9.0|0.0|0.0|4068.0|146.0|||117.0|1541.6|152.4|105.0|-137.20000000000002|7.3|4.0||1.0|0
HI||415.0|362-5889|0.0|0.0||235.8|109.0|40.09||94.0||188.2|7920.0|8.47|12.0||||0
||415.0|350-8921|9.0|0.0|0.0||90.0||223.3|72.0|18.98||111.0||||1.65|1.0|0
DC|82.0||374-5353||||300.3||51.05|181.0||1231.2|-5402.0||12.15|||3.16|0.0|1
|144.0|408.0|360-1171|0.0||-0.0||117.0||||262.0|6920.0|99.0|7.79||7.0|2.21|4.0|1
|||355-8887|9.0|0.0|0.0|8564.0|72.0|1456.0||104.0|279.40000000000003|177.5|113.0|7.99||3.0|-44.2|2.0|0
9||408.0|333-1967||9.0|0.0|170.2|98.0|28.93|||13.19|-4572.0|76.0|411.59999999999997|15.0|2.0|4.05|1.0|0
|144.0|415.0|354-4577|9.0|||201.1|3960.0|34.19|303.5|74.0|25.8|8960.0|119.0|806.4|||3.56||0
9|||331-7425|1.0|0.0|0.0|215.4|104.0|1464.8|204.8|79.0||278.5|109.0|12.53|12.6||3.4|3.0|0
9|55.0||419-2637|0.0|1.0|||123.0|28.15|10888.0|-1900.0|11.57||90.0|7.91|440.0|2.0|2.97|120.0|0
9|5600.0|415.0|411-1530|9.0||24.0||101.0|848.4000000000001|259.7|98.0||222.7|68.0||-196.0|4.0|2.65|1.0|0
9|106.0||395-3026||||210.6||35.8|4984.0|85.0||191.4|88.0|8.61|12.4|1.0|3.35|2.0|1
VT|5120.0||388-6441|0.0|9.0|29.0||||225.9|86.0||323.0|78.0|290.79999999999995||280.0|2.32|0.0|0
IN|94.0|408.0|402-1251||0.0|0.0|157.9|||12400.0|101.0|527.2||84.0|8.53||5.0|2.16|4.0|1
WV||510.0|412-9997|0.0||0.0|214.3|118.0|1457.2|-4170.0|76.0||7296.0||8.21||||1.0|0
KY|74.0|415.0|346-7302|0.0|1.0|35.0|12328.0|104.0||9872.0|84.0|10.49|202.1|57.0|9.09||9.0||2.0|0
|128.0|9.0|358-9095||0.0||237.9|125.0|808.8|4952.0|1860.0|21.05|208.9|68.0|-188.0|13.9|||1.0|1
DC|82.0||400-9770|9.0||0.0|143.9|61.0|24.46||105.0|16.57|109.6|94.0|4.93||2.0||1.0|0
LA|||334-1275|0.0|9.0|0.0|203.4||||104.0|649.2|3920.0|119.0||178.0|4.0|2.4||1
|||340-4953||0.0|0.0|124.3||21.13|173.0|||253.2|62.0|911.2|7.9|||1.0|0
|78.0|9.0|400-9510|9.0|0.0|0.0|||42.99|178.4|112.0|15.16|-5278.0|105.0|11.88|380.0|7.0|2.57|3.0|0
|-1800.0||387-6103|0.0|9.0|0.0|||||81.0||127.7|7280.0||10.6||||0
AK|||366-4467|0.0|9.0|0.0|278.4|106.0|47.33|81.0||6.89|163.2||7.34|9.8|5.0||-20.0|0
|73.0||370-3450|0.0||0.0|160.1|8800.0|544.4||72.0||174.1|1440.0|||4.0|3.51||0
|99.0||327-3954||0.0|0.0||87.0|-673.8|4146.0|76.0|-352.40000000000003|190.9|113.0||||47.0||0
MS|120.0|408.0|355-6291|0.0|0.0||212.1|5240.0|36.06|||17.8|167.2|7680.0||5.3||1.43||1
|77.0||362-9748|0.0|9.0|-0.0|20144.0||42.81|16456.0||17.48|275.2|-2180.0|12.38|9.8|7.0||2.0|1
IA|98.0|510.0|379-6506|0.0|1.0||161.2||27.4|252.2||1715.2|||7.21|4.4|||4.0|0
MA||415.0|347-7741|||0.0|178.3|137.0|||76.0|||102.0|232.39999999999998||5.0|3.94|0.0|0
VT|135.0|415.0|354-3783|9.0|0.0||12136.0||25.79|119.0|105.0|10.12|180.0||8.1|||2.84|0.0|0
|3800.0|408.0|401-7594|0.0||0.0|135.0|99.0|22.95|183.6|106.0||19624.0|102.0|||||1.0|0
IN|122.0|408.0|397-4976||0.0|0.0|170.5|94.0||173.7|4360.0|14.76|248.6|3000.0|223.79999999999998|11.3|2.0|3.05|1.0|0
||9.0|334-2577|0.0||0.0|9524.0||40.48|187.2|98.0|15.91||||11.8|4.0|3.19||0
|||400-3637|0.0|1.0|29.0|281.4|102.0|-956.8000000000001|202.2|76.0|343.8|187.2||8.42|9.0||97.2||0
NM|93.0|9.0|383-4361|9.0|1.0|21.0||131.0|20.04||115.0|13.98||||9.8|3.0|212.0|1.0|0
||415.0|371-4306|0.0|1.0|32.0||91.0||131.1||11.14|4388.0|142.0|9.87|10.1|40.0|2.73|-20.0|0
UT|-3140.0|9.0|403-4298|0.0|0.0|||||||502.8|241.4|108.0||9.6|280.0|2.59|3.0|0
MI||408.0|409-3786|0.0||0.0||100.0|28.05|12688.0|83.0|||6880.0|5.36|8.3||||0
MA|103.0|9.0|337-4697|0.0|0.0|0.0|185.0|||223.3||18.98||91.0|||2.0|3.4|80.0|0
|98.0|408.0|383-1509||0.0|0.0|161.0|117.0|547.4|15272.0|113.0|16.23||-2260.0|205.0|12.1|4.0||4.0|0
DE|||359-9794|0.0|0.0|0.0||108.0|||90.0|17.51|247.8|4560.0||13.3|7.0|3.59|1.0|0
AZ|63.0|415.0|407-7035|9.0|0.0|||125.0|10.01|169.6|||8456.0||-190.2|-188.0|3.0|2.54|1.0|0
|36.0||363-1069||1.0|42.0|196.8|89.0|1338.4||||138.3||6.22|20.0|6.0||0.0|1
NJ|64.0||391-4652||9.0||6504.0|83.0|||109.0|12.95||-2440.0|2.59||3.0|3.83|1.0|0
NV||415.0|355-6837|0.0|0.0||282.5||||3840.0||13600.0|115.0||752.0||2.54||1
MO|112.0|510.0|409-1244|0.0|9.0|-720.0||117.0|19.33|157.5|82.0|1071.2|177.6|118.0|||3.0|2.7|160.0|0
ID|7760.0|408.0|328-3266|0.0|9.0|-0.0|-4796.0|125.0|815.4000000000001||8880.0|||81.0|6.45|8.7|5.0|||0
|46.0|408.0|352-7072|9.0||-0.0|||35.73|227.3|77.0|19.32|200.1||9.0|13.1|7.0||1.0|0
TX|41.0||370-7550|9.0|1.0|1760.0||102.0|1454.0||86.0||||6.4|7.2|3.0|1.94||0
MD||9.0|369-5526|0.0|||-3814.0|103.0|32.42||117.0||220.8||9.94|9.8||||0
MS|193.0|415.0|329-4391|0.0|9.0|0.0||124.0|29.05|132.3||11.25||89.0||||3.13||0
||510.0|408-4195|0.0|0.0||3084.0|119.0||2204.0|-1960.0||4548.0|117.0|10.23|9.2|-100.0|2.48|2.0|0
AZ|3400.0|408.0|354-4445|0.0|0.0|0.0|16112.0||34.24|4588.0|104.0|19.5||4240.0|11.36|12.0||||0
MS|162.0||335-4858|0.0||||108.0||3150.0|87.0||6192.0|82.0||9.1|3.0|2.46|4.0|1
MS||510.0|414-8718|0.0||1080.0||124.0|||||225.7|129.0||6.4||1.73|320.0|1
TX|92.0||409-5939||||-1834.0||15.59|193.7|123.0|16.46|175.0|86.0|7.88||4.0|2.48|2.0|0
9|131.0|408.0|331-4902|||720.0|214.2|115.0||161.7|9360.0||264.7||||4.0|-51.4|3.0|0
NE||415.0|353-6870|0.0|9.0||2910.0|92.0|24.74||2280.0|18.5|||6.61|10.9|80.0|2.94||0
|75.0|408.0|355-2909|0.0||||125.0|28.27||3440.0|13.45|256.7|||6.1|5.0|33.0|20.0|0
NJ|78.0|9.0|390-6101||0.0|0.0||-2300.0||230.4|140.0|19.58|261.4||11.76|9.5|240.0|2.57|1.0|0
TX|82.0|408.0|400-3446||9.0||200.3|96.0|||102.0|17.1|206.1|1200.0|9.27|||1.92||0
AR|||411-5859|0.0||0.0|||669.8000000000001|8104.0|128.0||16512.0|80.0|9.29|-182.0|10.0|2.46||0
AL|91.0||387-2919||||129.9|112.0|||83.0|14.73|247.2|130.0|444.79999999999995|-224.0|3.0|3.02|3.0|0
NY|1500.0|415.0|374-8525|9.0|||175.8|97.0|29.89|8700.0|106.0|18.49|4750.0|||5.3|-80.0||5.0|0
FL|91.0|510.0|379-5592|9.0|9.0|||-2120.0|34.53|210.1|2260.0|17.86||129.0|352.0|12.0||3.24|3.0|0
|127.0||345-8237|0.0|9.0||183.2|117.0|622.8|2536.0|76.0|10.78|5266.0||11.85|11.2|8.0|3.02|1.0|0
|113.0|415.0|422-6690|0.0||23.0|||34.85||60.0|12.92|12688.0|59.0|7.14|10.2|5.0|2.75|2.0|0
DE|||346-2359|9.0|9.0|0.0||115.0||276.4|84.0|23.49||112.0|||3.0|3.35|1.0|0
MD|||374-3534|0.0||39.0|200.3||34.05|220.4|97.0|18.73|253.8|116.0||420.0||56.8||0
MI|3140.0||381-4756|0.0|9.0|560.0|192.6|107.0|||74.0|332.40000000000003|109.7|139.0||6.8|-100.0||3.0|0
|103.0|510.0|390-2805|0.0|0.0|0.0|246.5|||195.5|84.0|||96.0|9.02|468.0|4.0||1.0|0
VT|117.0||390-2390||9.0|0.0|167.1|3440.0||177.5|87.0|301.8|249.4||224.4||-140.0|3.81||1
MI|140.0|415.0|419-9097||0.0|0.0||101.0||-3202.0||-272.2|8832.0||4.97||6.0|3.86|3.0|0
WA|5080.0||386-7281|||0.0|146.7||24.94|8140.0||17.3|4068.0|||13.7|3.0||1.0|0
9|83.0|408.0|380-3561|1.0|0.0|||87.0|46.16|216.3|126.0||-2422.0|105.0||11.7|4.0|63.2|1.0|0
9|121.0|408.0|390-8760||0.0|0.0|181.5|2420.0|30.86|4368.0|98.0|18.56|161.6||7.27|||184.0|1.0|0
RI|145.0|408.0|366-6730|9.0||||3880.0|43.81|3242.0|95.0|551.1999999999999|||12.91|11.1||3.0|2.0|0
IA|113.0||395-5285||9.0|0.0|193.8|99.0||221.4||18.82|13784.0|67.0|7.75|212.0|120.0|2.86|-20.0|0
9|117.0|415.0|354-3436||0.0|0.0|102.8||17.48|206.7|91.0|17.57|299.0|105.0|13.46|10.1|7.0|2.73|1.0|0
OH|65.0|408.0|336-7600||0.0||||1277.6000000000001|157.6||13.4|227.3|86.0||7.5|6.0|2.03|1.0|0
9|56.0|415.0|383-6293|9.0|0.0|0.0|226.0|112.0||248.5|2360.0|21.12||||6.9|11.0||1.0|0
9|96.0|415.0|362-4596|9.0|0.0||260.4||44.27||46.0||269.5|87.0|12.13||4.0|||0
LA||408.0|401-3926|0.0|9.0|0.0|||30.38|292.1|2760.0|496.59999999999997||101.0||-196.0|4.0|2.65|0.0|0
OH|83.0|415.0|370-9116|||0.0||-2400.0|57.36|227.4|116.0|19.33||114.0|138.6|15.8|7.0|341.59999999999997|0.0|1
9|||328-6289||9.0|23.0|157.6|129.0|||-1920.0|21.0|259.2|8960.0|11.66|13.7|2.0|3.7||0
MO|6.0||350-9994|0.0|0.0|0.0||9360.0|31.21|||21.82||79.0|8.04|10.2|2.0|220.0||0
||510.0|351-4616||1.0|24.0||||183.4|||164.8|114.0||9.6||2.59|1.0|0
9||415.0|360-5779|9.0|0.0|0.0|136.3|97.0|23.17|-3444.0||1171.2||101.0|6.19|7.1|5.0|1.92|0.0|0
VA|141.0|415.0|417-4885|0.0|0.0|0.0|217.1|110.0||241.5|111.0|||103.0|11.41|12.0|||0.0|0
|141.0|9.0|406-4710|0.0|1.0|||99.0|31.88||2320.0||||10.33|10.5|5.0||-60.0|0
MI|62.0|9.0|409-8743|9.0||0.0|98.9||||122.0|230.2|236.6|82.0|426.0|12.2||||0
OK|||335-4584||9.0|0.0||||148.6|89.0||167.2|91.0|300.79999999999995||240.0|1.65|1.0|0
DE|92.0|415.0|361-9845|9.0|1.0||-4862.0|92.0|41.33|213.8||18.17|4574.0||823.1999999999999||80.0|3.27|2.0|0
GA|185.0|9.0|366-5699||1.0|2480.0|189.8|-2520.0|32.27||133.0|13.88|264.8|||7.5|3.0|||0
|5920.0|415.0|329-9364|9.0|9.0|||102.0|34.34||2560.0|20.67|261.3|3600.0|235.2|10.9||117.6||0
AZ||9.0|390-7434||1.0|38.0|-3402.0|124.0|28.92|193.3|116.0|-328.6|105.9||||4.0|3.46||0
||510.0|404-9680|0.0|0.0|0.0||87.0|1570.0|187.4|-1800.0||154.0|53.0|6.93||2.0|136.0|0.0|0
|1360.0|408.0|338-9398||0.0|0.0|237.1||40.31|||1520.0|97.4|79.0|4.38|13.2|2.0|3.56||0
NH|||394-2445|0.0|1.0||182.1|91.0|30.96|169.7|98.0|576.8|164.7|86.0|7.41|848.0||2.86||0
NM|||381-2709||0.0|0.0|119.3|-1740.0|20.28|211.5|101.0|17.98||86.0|12.1|840.0|4.0|2.84|3.0|0
OR|||397-5060|0.0|9.0|0.0|2336.0|87.0|19.86||-1860.0|15.21||6000.0|164.20000000000002|282.0|2.0|||0
|179.0|408.0|415-2393|0.0||0.0||92.0|2980.7999999999997||125.0||244.7|104.0|11.01|6.1|5.0||0.0|0
NE|94.0|9.0|377-1765||0.0|0.0|-5052.0|||169.0|125.0|14.37|170.9|106.0||11.1||3.0|2.0|0
MN|||409-2111|9.0|0.0|0.0|147.1|91.0||||-323.6||-2300.0|8.78|976.0||3.29|-0.0|0
MI|-2540.0|415.0|401-3170|9.0|||202.1||34.36|229.4|86.0|19.5|195.2|113.0|8.78|11.5|3.0|3.11|2.0|0
AR|2320.0|408.0|405-5681||0.0|||93.0|29.5|194.1|76.0|16.5|208.0|2240.0|9.36|16.2|10.0|4.37||0
|||411-4582|0.0||0.0|232.1||789.2||112.0|24.85|201.2|||0.0||-0.0|3.0|0
WV|94.0|510.0|355-5009|||460.0|197.1||33.51||136.0|18.23||103.0|12.7|9.5|5.0|||0
AK|126.0||372-3750|9.0|0.0|0.0|58.2||9.89|138.7||471.59999999999997|136.8|1820.0|||1.0|128.4|100.0|1
NY|67.0||405-2888||1.0||115.6|111.0|19.65||94.0||169.9|||9.9||2.67|160.0|0
NH|19.0||361-3337|||||98.0|1265.6||57.0|21.62|214.0|127.0|9.63|14.6||3.94||0
VA||510.0|350-1639|1.0|0.0|||68.0|44.18|245.0|122.0|20.83|134.4|121.0|6.05||3.0|90.8|3.0|0
NM||415.0|333-3221|0.0||0.0||145.0|36.43|268.5||22.82||92.0||||||0
NY|4240.0|408.0|422-1471|9.0|0.0|0.0|158.7||26.98|64.3|139.0|5.47|198.5|103.0|8.93|10.2||55.0|20.0|0
|3720.0||399-7865|||0.0||71.0||229.4|108.0|19.5||121.0|||3.0|58.8|2.0|0
WY|13120.0|510.0|373-4819|0.0||0.0|160.6|111.0|546.0|163.2|2520.0|1109.6|187.1|2240.0||9.0|3.0|2.43||0
WA|||338-6981|0.0|9.0||232.4|109.0|39.51|187.4||15.93|231.2|2140.0|10.4|9.1|-60.0|2.46|1.0|0
9|107.0|415.0|418-4365|||0.0|133.8|85.0|22.75||94.0|1227.2|112.2|-2300.0|5.05||4.0||0.0|0
9|||359-5461||0.0|0.0||109.0|1202.8|90.7|-2080.0|-154.2|||10.71||40.0|2.57||0
KY||408.0|375-3586|0.0||-0.0|209.9|74.0|35.68|3902.0|77.0|1326.3999999999999||4760.0|187.39999999999998|||||0
9|||407-8376|||0.0|5500.0|118.0|23.38|203.2|||150.0|131.0||13.4|2.0||0.0|0
|118.0|408.0|408-6496|0.0|1.0|23.0|23160.0||||2220.0||119.1|7040.0|428.8||||1.0|0
|117.0|9.0|385-7688|9.0||23.0||86.0|33.68||86.0|||92.0|8.12|6.8|480.0|1.84||0
|78.0|415.0|332-6934||9.0|0.0|-2994.0||25.45||115.0||-5230.0|126.0|-235.39999999999998|388.0|-160.0|2.62|0.0|0
TX|||378-3625||0.0|0.0|326.5|67.0|55.51|176.3|113.0|14.99|181.7|102.0|8.18|10.7|6.0|57.800000000000004||1
9|131.0|510.0|353-7292||1.0|26.0|292.9|101.0||199.7|-1940.0|16.97|||11.49|13.8||3.73|4.0|1
|63.0|408.0|399-6786|0.0||0.0|83.0|-1280.0|14.11|177.0|2120.0|15.05|245.7|89.0|11.06||3.0|3.51|0.0|0
|1060.0|415.0|358-3261|9.0|1.0|24.0|145.7||24.77||136.0||-4998.0||11.25|13.1|5.0|70.8|3.0|0
||408.0|377-9932|9.0|0.0|0.0|182.3|101.0|30.99|328.2||27.9|245.0|131.0||11.2|1.0|60.4|40.0|0
|97.0|415.0|397-4030|0.0|0.0||218.0|86.0|37.06|184.0|94.0|15.64|240.5|110.0|432.8|6.4||1.73||0
MI||510.0|367-1062||0.0|0.0||109.0|||51.0|303.6|217.0|6640.0|9.76|272.0|3.0||2.0|0
WA|-3140.0|415.0|341-8467||0.0||||25.96||-1600.0|21.89|198.1|-1860.0|356.4|||||0
MO|66.0|415.0|339-9453|||720.0|106.7|76.0||209.8||1426.3999999999999|15232.0|4680.0||-242.0|2.0|261.6|20.0|0
IN|4880.0|415.0|344-3388|9.0||0.0|243.8|98.0|829.0|83.9||7.13|14384.0|84.0|||8.0||-40.0|0
OR|38.0||375-8013|0.0|0.0||194.4|1880.0||186.7||15.87||90.0|10.05||5.0|2.92|3.0|0
||510.0|408-4142|0.0|0.0|0.0|213.9|||151.9|70.0|12.91|260.1||234.0||200.0|3.29|3.0|0
RI||510.0|386-3671||9.0|0.0|217.2|112.0|36.92|246.7|-1780.0||226.1|89.0|-203.4|15.8|280.0|4.27|3.0|0
LA|||411-2284|9.0||0.0|9644.0|||155.6|98.0|529.2|188.2|109.0|8.47|464.0||3.13|1.0|0
AZ||510.0|346-7795|9.0|0.0|||100.0|34.6|247.6|103.0|21.05|194.3|1880.0|8.74|238.0||||0
PA|82.0|9.0|333-5609||1.0|24.0|155.2|131.0||244.5|106.0||122.4|2720.0||-214.0|3.0|||0
9|86.0|408.0|405-1842|||31.0|167.6|||113.0||9.61|246.9|121.0|11.11|12.2|6.0|3.29|1.0|0
|2800.0||366-6345|9.0|0.0|0.0|226.7|98.0|38.54|4562.0|115.0|387.8|73.2|93.0|3.29|704.0|320.0|95.0||1
